	MA0265.2	MA0266.1	MA0267.1	MA0268.1	MA0269.1	MA0270.1	MA0271.1	MA0272.1	MA0273.1	MA0274.1	MA0275.1	MA0276.1	MA0277.1	MA0278.1	MA0279.2	MA0280.1	MA0281.2	MA0282.1	MA0283.1	MA0284.2	MA0285.1	MA0286.1	MA0287.1	MA0288.1	MA0289.1	MA0290.1	MA0291.1	MA0292.1	MA0293.1	MA0294.1	MA0295.1	MA0296.1	MA0297.1	MA0299.1	MA0300.1	MA0301.1	MA0302.1	MA0303.2	MA0304.1	MA0305.1	MA0306.1	MA0307.1	MA0308.1	MA0309.1	MA0310.1	MA0311.1	MA0312.2	MA0313.1	MA0314.2	MA0316.1	MA0317.1	MA0318.1	MA0319.1	MA0320.1	MA0321.1	MA0322.1	MA0323.1	MA0324.1	MA0325.1	MA0326.1	MA0327.1	MA0328.2	MA0329.1	MA0330.1	MA0331.1	MA0332.1	MA0333.1	MA0334.1	MA0335.1	MA0336.1	MA0337.1	MA0338.1	MA0339.1	MA0340.1	MA0341.1	MA0342.1	MA0343.1	MA0344.1	MA0347.2	MA0348.1	MA0349.1	MA0350.1	MA0351.1	MA0352.2	MA0353.1	MA0354.1	MA0355.1	MA0356.1	MA0357.1	MA0358.1	MA0359.2	MA0360.1	MA0361.1	MA0362.1	MA0363.2	MA0364.1	MA0365.1	MA0366.1	MA0367.1	MA0368.1	MA0369.1	MA0370.1	MA0371.1	MA0372.1	MA0373.1	MA0374.1	MA0375.1	MA0376.1	MA0377.1	MA0378.1	MA0379.1	MA0380.1	MA0381.1	MA0382.2	MA0384.1	MA0385.1	MA0386.1	MA0387.1	MA0388.1	MA0389.1	MA0390.1	MA0391.1	MA0392.1	MA0393.1	MA0394.1	MA0395.1	MA0396.1	MA0397.1	MA0398.1	MA0399.1	MA0400.1	MA0401.1	MA0402.1	MA0403.2	MA0404.1	MA0405.1	MA0406.1	MA0407.1	MA0408.1	MA0409.1	MA0410.1	MA0411.1	MA0412.2	MA0413.1	MA0414.1	MA0415.1	MA0416.1	MA0417.1	MA0418.1	MA0419.1	MA0420.1	MA0421.1	MA0422.1	MA0423.1	MA0424.1	MA0425.1	MA0426.1	MA0428.1	MA0429.1	MA0430.1	MA0431.1	MA0432.1	MA0433.1	MA0434.1	MA0435.1	MA0436.1	MA0437.1	MA0438.1	MA0439.1	MA0440.1	MA0441.1	MA0929.1	MA1431.1	MA1432.1	MA1433.1	MA1434.1	MA1435.1	MA1436.1	MA1437.1
MA0321.1	0.970592	0.970592	0.970592	0.970592	0.970592	0.970592	0.970592	0.970592	0.970592	0.411346	0.970592	0.970592	0.970592	0.970592	0.970592	0.970592	0.160237	0.970592	0.970592	0.970592	0.970592	0.970592	0.970592	0.970592	0.970592	0.970592	0.970592	0.970592	0.970592	0.970592	0.970592	0.970592	0.970592	0.970592	0.970592	0.970592	0.970592	0.970592	0.970592	0.970592	0.970592	0.970592	0.970592	0.970592	0.628382	0.970592	0.970592	0.970592	0.970592	0.970592	0.970592	0.16367	0.970592	0.970592	2.6661399999999997e-25	1.70516e-06	0.970592	0.970592	0.970592	0.970592	0.970592	0.16367	0.970592	0.970592	0.970592	0.970592	0.970592	0.970592	0.970592	0.970592	0.970592	0.970592	0.970592	0.970592	0.970592	0.970592	0.970592	0.970592	0.970592	0.970592	0.970592	0.970592	0.970592	0.970592	0.970592	0.970592	0.970592	0.970592	0.117921	0.970592	0.970592	0.970592	0.970592	0.970592	0.970592	0.970592	0.970592	0.970592	0.970592	0.970592	0.970592	0.970592	0.970592	0.970592	0.970592	0.970592	0.970592	0.16367	0.970592	0.970592	0.970592	0.970592	0.970592	0.970592	0.970592	0.890363	0.970592	0.970592	0.970592	0.970592	0.970592	0.970592	0.970592	0.970592	0.970592	0.970592	0.970592	0.970592	0.970592	0.970592	0.970592	0.970592	0.970592	0.970592	0.970592	0.970592	0.970592	0.970592	0.456108	0.0517419	0.970592	0.970592	0.970592	0.970592	0.970592	0.970592	0.970592	0.970592	0.970592	0.970592	0.970592	0.970592	0.970592	0.970592	0.970592	0.970592	0.970592	0.970592	0.970592	0.970592	0.970592	0.970592	0.970592	0.970592	0.970592	0.970592	0.970592	0.970592	0.970592	0.970592	0.970592	0.970592	0.970592	0.970592	0.970592	0.970592	0.970592	0.109224	0.970592
MA0322.1	0.974778	0.974778	0.974778	0.974778	0.974778	0.974778	0.974778	0.974778	0.974778	0.375594	0.974778	0.974778	0.974778	0.974778	0.974778	0.974778	0.228711	0.974778	0.974778	0.974778	0.974778	0.974778	0.974778	0.974778	0.974778	0.974778	0.974778	0.974778	0.974778	0.974778	0.974778	0.974778	0.974778	0.974778	0.974778	0.974778	0.974778	0.974778	0.974778	0.974778	0.974778	0.974778	0.974778	0.974778	0.974778	0.974778	0.974778	0.974778	0.974778	0.974778	0.974778	0.132185	0.974778	0.974778	3.58559e-06	1.12021e-22	0.974778	0.974778	0.974778	0.974778	0.974778	0.176559	0.974778	0.974778	0.974778	0.65318	0.974778	0.974778	0.974778	0.974778	0.974778	0.974778	0.974778	0.974778	0.974778	0.974778	0.974778	0.974778	0.974778	0.974778	0.974778	0.974778	0.974778	0.974778	0.974778	0.974778	0.974778	0.974778	0.176559	0.974778	0.974778	0.974778	0.974778	0.974778	0.974778	0.974778	0.974778	0.974778	0.974778	0.974778	0.974778	0.765748	0.974778	0.974778	0.974778	0.974778	0.974778	0.375594	0.974778	0.974778	0.974778	0.974778	0.974778	0.974778	0.974778	0.974778	0.974778	0.974778	0.974778	0.974778	0.65318	0.974778	0.974778	0.974778	0.974778	0.974778	0.974778	0.974778	0.974778	0.974778	0.974778	0.974778	0.974778	0.974778	0.974778	0.974778	0.974778	0.974778	0.402865	0.0801444	0.974778	0.974778	0.974778	0.974778	0.974778	0.974778	0.974778	0.974778	0.974778	0.974778	0.974778	0.974778	0.974778	0.974778	0.974778	0.974778	0.974778	0.974778	0.974778	0.974778	0.974778	0.974778	0.974778	0.974778	0.974778	0.974778	0.974778	0.974778	0.974778	0.974778	0.974778	0.974778	0.974778	0.974778	0.974778	0.974778	0.974778	0.210901	0.974778
MA0323.1	0.953881	0.953881	0.552672	0.552672	0.953881	0.953881	0.953881	0.953881	0.953881	0.953881	0.552672	0.175271	0.953881	0.953881	0.953881	0.555804	0.953881	0.953881	0.175271	0.953881	0.587149	0.953881	0.953881	0.953881	0.953881	0.167999	0.902601	0.902601	0.953881	0.953881	0.953881	0.953881	0.953881	0.953881	0.953881	0.953881	0.953881	0.953881	0.780002	0.488998	0.662202	0.953881	0.953881	0.953881	0.953881	0.902601	0.953881	0.953881	0.953881	0.953881	0.953881	0.953881	0.953881	0.953881	0.953881	0.953881	6.082099999999999e-40	0.167999	0.953881	0.953881	0.953881	0.953881	0.953881	0.953881	0.792138	0.953881	0.708318	0.953881	0.953881	0.953881	0.481953	0.189099	0.20224	0.953881	0.52338	0.481953	0.953881	0.52338	0.953881	0.552672	0.953881	0.953881	0.780002	0.953881	0.953881	0.552672	0.783868	0.953881	0.953881	0.953881	0.953881	0.587149	0.953881	0.481953	0.953881	0.953881	0.953881	0.552672	0.953881	0.953881	0.953881	0.953881	0.953881	0.780002	0.52338	0.552672	0.953881	0.953881	0.953881	0.953881	0.953881	0.879265	0.953881	0.953881	0.953881	0.953881	0.953881	0.953881	0.953881	0.953881	0.953881	0.953881	0.552672	0.953881	0.52338	0.662202	0.552672	0.552672	0.953881	0.189099	0.953881	0.953881	0.953881	0.953881	0.376264	0.902601	0.953881	0.953881	0.953881	0.953881	0.49044	0.953881	0.953881	0.953881	0.953881	0.953881	0.953881	0.953881	0.953881	0.953881	0.953881	0.953881	0.953881	0.555804	0.780002	0.167999	0.953881	0.902601	0.953881	0.745823	0.167999	0.780002	0.953881	0.953881	0.953881	0.552672	0.902601	0.953881	0.953881	0.953881	0.20224	0.953881	0.167999	0.481953	0.552672	0.953881	0.953881	0.953881	0.953881
MA0324.1	0.7258	0.921233	0.921233	0.921233	0.711528	0.813102	0.921233	0.921233	0.7258	0.921233	0.407754	0.224044	0.921233	0.834027	0.921233	0.313978	0.921233	0.834027	0.666117	0.921233	0.921233	0.921233	0.921233	0.921233	0.921233	0.666117	0.7258	0.407754	0.921233	0.737043	0.877046	0.921233	0.921233	0.657982	0.921233	0.921233	0.921233	0.921233	0.921233	0.855015	0.666117	0.921233	0.657982	0.921233	0.921233	0.597975	0.7258	0.921233	0.921233	0.921233	0.921233	0.921233	0.921233	0.921233	0.921233	0.921233	0.407754	1.7614200000000002e-23	0.666117	0.921233	0.921233	0.921233	0.7258	0.921233	0.412925	0.921233	0.921233	0.921233	0.921233	0.921233	0.782231	0.711528	0.711528	0.657982	0.66616	0.711528	0.921233	0.597975	0.657982	0.711528	0.7258	0.877046	0.760261	0.834027	0.921233	0.666117	0.921233	0.921233	0.921233	0.506165	0.921233	0.666117	0.574031	0.7258	0.657982	0.834027	0.921233	0.7258	0.666117	0.921233	0.921233	0.892393	0.921233	0.834027	0.921233	0.597975	0.711528	0.921233	0.921233	0.921233	0.921233	0.427447	0.666117	0.921233	0.921233	0.921233	0.921233	0.921233	0.921233	0.921233	0.921233	0.834027	0.657982	0.921233	0.711528	0.711528	0.711528	0.711528	0.921233	0.711528	0.657982	0.921233	0.921233	0.921233	0.470211	0.657284	0.921233	0.921233	0.921233	0.921233	0.694979	0.907125	0.711528	0.921233	0.921233	0.921233	0.921233	0.921233	0.921233	0.921233	0.470211	0.711528	0.711528	0.666117	0.407754	0.657982	0.921233	0.666117	0.666117	0.657982	0.711528	0.7258	0.921233	0.921233	0.921233	0.921233	0.666117	0.66616	0.711528	0.920798	0.7258	0.921233	0.711528	0.597975	0.666117	0.921233	0.666117	0.921233	0.921233
MA0325.1	0.943444	0.943444	0.943444	0.943444	0.943444	0.943444	0.943444	0.943444	0.943444	0.764895	0.1468	0.943444	0.943444	0.840289	0.943444	0.206117	0.943444	0.153229	0.562192	0.943444	0.943444	0.943444	0.913597	0.943444	0.943444	0.231658	0.910317	0.175988	0.943444	0.16816	0.943444	0.943444	0.943444	0.943444	0.943444	0.943444	0.943444	0.943444	0.532309	0.240095	0.943444	0.943444	0.285931	0.943444	0.943444	0.0391928	0.943444	0.943444	0.943444	0.943444	0.943444	0.943444	0.240095	0.943444	0.943444	0.943444	0.878451	0.943444	1.21677e-16	0.943444	0.764895	0.943444	0.943444	0.943444	0.532309	0.943444	0.943444	0.943444	0.943444	0.943444	0.943444	0.943444	0.943444	0.764895	0.943444	0.943444	0.943444	0.943444	0.943444	0.231658	0.943444	0.943444	0.943444	0.135949	0.532309	0.153229	0.943444	0.943444	0.943444	0.677941	0.943444	0.1468	0.943444	0.943444	0.943444	0.943444	0.943444	0.943444	0.135949	0.943444	0.943444	0.943444	0.943444	0.943444	0.943444	0.943444	0.943444	0.943444	0.943444	0.943444	0.943444	0.179831	0.943444	0.840289	0.943444	0.943444	0.943444	0.878451	0.943444	0.943444	0.943444	0.153229	0.153229	0.943444	0.943444	0.943444	0.943444	0.943444	0.840289	0.943444	0.153229	0.943444	0.943444	0.943444	0.910317	0.818758	0.153229	0.943444	0.943444	0.943444	0.764895	0.943444	0.943444	0.553933	0.943444	0.878451	0.240095	0.943444	0.943444	0.943444	0.0288287	0.913597	0.0831417	0.943444	0.179831	0.943444	0.554142	0.0665727	0.943444	0.0288287	0.943444	0.206117	0.554142	0.943444	0.764895	0.943444	0.620254	0.0391928	0.153229	0.943444	0.943444	0.943444	0.943444	0.943444	0.943444	0.943444	0.557698	0.943444	0.943444
MA0326.1	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	3.86912e-16	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0
MA0327.1	0.996603	0.996603	0.996603	0.996603	0.996603	0.996603	0.996603	0.996603	0.996603	0.996603	0.996603	0.996603	0.996603	0.996603	0.996603	0.996603	0.996603	0.996603	0.996603	0.996603	0.996603	0.996603	0.996603	0.929324	0.996603	0.996603	0.996603	0.996603	0.996603	0.996603	0.996603	0.996603	0.996603	0.996603	0.996603	0.996603	0.996603	0.996603	0.996603	0.996603	0.996603	0.996603	0.996603	0.996603	0.996603	0.996603	0.996603	0.996603	0.939219	0.996603	0.996603	0.996603	0.996603	0.996603	0.996603	0.996603	0.996603	0.996603	0.996603	0.996603	2.60963e-08	0.996603	0.996603	0.996603	0.996603	0.996603	0.996603	0.996603	0.653128	0.996603	0.996603	0.996603	0.996603	0.996603	0.996603	0.996603	0.653128	0.996603	0.996603	0.996603	0.996603	0.996603	0.996603	0.996603	0.996603	0.996603	0.996603	0.996603	0.996603	0.996603	0.996603	0.996603	0.996603	0.996603	0.996603	0.996603	0.996603	0.996603	0.996603	0.996603	0.996603	0.996603	0.363667	0.996603	0.996603	0.996603	0.996603	0.996603	0.996603	0.996603	0.996603	0.996603	0.996603	0.996603	0.996603	0.996603	0.996603	0.996603	0.996603	0.996603	0.996603	0.996603	0.996603	0.996603	0.996603	0.996603	0.996603	0.996603	0.996603	0.996603	0.996603	0.996603	0.996603	0.996603	0.996603	0.996603	0.996603	0.996603	0.996603	0.996603	0.996603	0.996603	0.996603	0.996603	0.996603	0.996603	0.996603	0.996603	0.996603	0.996603	0.996603	0.996603	0.996603	0.996603	0.996603	0.996603	0.437893	0.996603	0.996603	0.996603	0.996603	0.996603	0.996603	0.996603	0.996603	0.996603	0.996603	0.996603	0.996603	0.996603	0.996603	0.996603	0.996603	0.996603	0.996603	0.996603	0.996603	0.996603	0.996603
MA0328.2	0.99941	0.99941	0.99941	0.99941	0.99941	0.99941	0.99941	0.99941	0.99941	0.99941	0.99941	0.99941	0.99941	0.99941	0.99941	0.99941	0.99941	0.99941	0.99941	0.905187	0.99941	0.99941	0.99941	0.99941	0.99941	0.99941	0.99941	0.99941	0.99941	0.99941	0.99941	0.99941	0.99941	0.99941	0.99941	0.99941	0.99941	0.99941	0.99941	0.99941	0.99941	0.99941	0.99941	0.99941	0.99941	0.99941	0.99941	0.99941	0.99941	0.99941	0.99941	1.67053e-07	0.99941	0.99941	0.839408	0.678919	0.99941	0.99941	0.99941	0.99941	0.99941	6.72217e-22	0.99941	0.99941	0.99941	0.99941	0.99941	0.99941	0.99941	0.99941	0.99941	0.99941	0.99941	0.99941	0.99941	0.99941	0.99941	0.99941	0.99941	0.99941	0.99941	0.99941	0.99941	0.99941	0.99941	0.99941	0.99941	0.99941	0.99941	0.99941	0.99941	0.99941	0.99941	0.99941	0.839408	0.99941	0.99941	0.99941	0.99941	0.99941	0.99941	0.99941	0.99941	0.99941	0.99941	0.99941	0.99941	0.99941	0.99941	0.99941	0.99941	0.99941	0.99941	0.99941	0.99941	0.99941	0.99941	0.99941	0.99941	0.99941	0.99941	0.99941	0.99941	0.99941	0.99941	0.99941	0.99941	0.99941	0.99941	0.99941	0.99941	0.99941	0.99941	0.99941	0.99941	0.99941	0.99941	0.99941	0.99941	0.99941	0.99941	0.99941	0.99941	0.99941	0.99941	0.99941	0.99941	0.99941	0.99941	0.99941	0.99941	0.839408	0.99941	0.99941	0.99941	0.99941	0.99941	0.99941	0.99941	0.99941	0.99941	0.99941	0.99941	0.99941	0.99941	0.99941	0.99941	0.99941	0.99941	0.99941	0.99941	0.99941	0.99941	0.99941	0.99941	0.99941	0.99941	0.99941	0.99941
MA0329.1	0.984707	0.984707	0.984707	0.984707	0.984707	0.984707	0.984707	0.984707	0.984707	0.984707	0.984707	0.984707	0.984707	0.984707	0.984707	0.984707	0.984707	0.984707	0.984707	0.984707	0.984707	0.984707	0.984707	0.984707	0.984707	0.984707	0.984707	0.984707	0.984707	0.984707	0.984707	0.984707	0.984707	0.984707	0.984707	0.984707	0.984707	0.984707	0.984707	0.984707	0.984707	0.984707	0.984707	0.984707	0.984707	0.984707	0.984707	0.984707	0.984707	0.984707	0.984707	0.984707	0.984707	0.984707	0.984707	0.984707	0.984707	0.984707	0.984707	0.984707	0.984707	0.984707	4.8947300000000006e-18	0.025476	0.984707	0.984707	0.984707	0.984707	0.984707	0.984707	0.984707	0.984707	0.984707	0.984707	0.984707	0.984707	0.984707	0.984707	0.984707	0.984707	0.984707	0.984707	0.984707	0.984707	0.984707	0.984707	0.984707	0.984707	0.984707	0.984707	0.984707	0.984707	0.984707	0.984707	0.984707	0.984707	0.984707	0.984707	0.984707	0.984707	0.984707	0.984707	0.984707	0.984707	0.984707	0.0735245	0.307814	0.984707	0.984707	0.984707	0.984707	0.984707	0.984707	0.984707	0.984707	0.984707	0.984707	0.984707	0.984707	0.984707	0.984707	0.984707	0.984707	0.984707	0.984707	0.984707	0.984707	0.984707	0.984707	0.984707	0.984707	0.0678532	0.984707	0.984707	0.984707	0.984707	0.984707	0.984707	0.984707	0.984707	0.984707	0.984707	0.984707	0.984707	0.984707	0.984707	0.984707	0.984707	0.984707	0.984707	0.984707	0.984707	0.984707	0.984707	0.984707	0.984707	0.984707	0.984707	0.984707	0.984707	0.984707	0.984707	0.984707	0.984707	0.984707	0.984707	0.984707	0.984707	0.984707	0.984707	0.984707	0.984707	0.984707	0.984707	0.984707	0.984707	0.984707	0.984707	0.984707
MA0330.1	0.985371	0.985371	0.985371	0.985371	0.985371	0.985371	0.985371	0.985371	0.985371	0.985371	0.985371	0.985371	0.985371	0.985371	0.985371	0.985371	0.985371	0.985371	0.985371	0.985371	0.985371	0.985371	0.985371	0.985371	0.985371	0.985371	0.985371	0.985371	0.985371	0.985371	0.985371	0.985371	0.985371	0.985371	0.985371	0.985371	0.985371	0.985371	0.985371	0.985371	0.985371	0.985371	0.985371	0.985371	0.203941	0.985371	0.985371	0.985371	0.985371	0.985371	0.985371	0.985371	0.985371	0.985371	0.985371	0.985371	0.985371	0.985371	0.985371	0.985371	0.985371	0.985371	0.0163027	1.96118e-20	0.985371	0.985371	0.985371	0.985371	0.985371	0.985371	0.985371	0.985371	0.985371	0.985371	0.985371	0.985371	0.985371	0.985371	0.985371	0.985371	0.985371	0.985371	0.985371	0.985371	0.985371	0.985371	0.985371	0.985371	0.985371	0.985371	0.985371	0.985371	0.985371	0.985371	0.985371	0.985371	0.985371	0.985371	0.985371	0.985371	0.985371	0.985371	0.985371	0.985371	0.985371	0.203941	0.908755	0.985371	0.985371	0.985371	0.985371	0.985371	0.985371	0.985371	0.985371	0.985371	0.985371	0.985371	0.985371	0.985371	0.985371	0.985371	0.985371	0.985371	0.985371	0.985371	0.985371	0.985371	0.985371	0.985371	0.985371	0.0714739	0.985371	0.985371	0.985371	0.985371	0.985371	0.985371	0.985371	0.985371	0.985371	0.985371	0.985371	0.985371	0.985371	0.985371	0.985371	0.985371	0.985371	0.985371	0.985371	0.985371	0.985371	0.985371	0.985371	0.985371	0.985371	0.985371	0.985371	0.985371	0.985371	0.985371	0.985371	0.985371	0.985371	0.985371	0.985371	0.985371	0.985371	0.985371	0.985371	0.985371	0.985371	0.985371	0.985371	0.985371	0.985371	0.985371	0.985371
MA0331.1	0.990988	0.990988	0.990988	0.990988	0.990988	0.990988	0.990988	0.990988	0.990988	0.990988	0.990988	0.00487318	0.990988	0.990988	0.597198	0.990988	0.990988	0.597198	0.990988	0.990988	0.990988	0.990988	0.990988	0.990988	0.990988	0.990988	0.990988	0.597198	0.990988	0.990988	0.990988	0.990988	0.990988	0.990988	0.990988	0.990988	0.990988	0.990988	0.720512	0.199475	0.990988	0.990988	0.990988	0.990988	0.990988	0.947843	0.990988	0.990988	0.990988	0.990988	0.990988	0.990988	0.990988	0.990988	0.990988	0.990988	0.990988	0.597198	0.868623	0.990988	0.990988	0.990988	0.990988	0.990988	1.04456e-36	0.990988	0.990988	0.990988	0.990988	0.990988	0.990988	0.990988	0.990988	0.597198	0.990988	0.990988	0.990988	0.990988	0.990988	0.990988	0.990988	0.990988	0.990988	0.990988	0.990988	0.990988	0.990988	0.990988	0.990988	0.990988	0.990988	0.990988	0.990988	0.990988	0.990988	0.990988	0.990988	0.990988	0.990988	0.990988	0.990988	0.990988	0.990988	0.990988	0.990988	0.990988	0.990988	0.990988	0.990988	0.990988	0.990988	0.892203	0.990988	0.990988	0.990988	0.990988	0.990988	0.990988	0.990988	0.990988	0.990988	0.597198	0.990988	0.990988	0.990988	0.990988	0.990988	0.990988	0.990988	0.990988	0.597198	0.990988	0.990988	0.990988	0.990988	0.990988	0.597198	0.990988	0.990988	0.990988	0.990988	0.990988	0.990988	0.990988	0.990988	0.990988	0.990988	0.990988	0.990988	0.990988	0.597198	0.990988	0.990988	0.990988	0.597198	0.990988	0.990988	0.990988	0.990988	0.990988	0.990988	0.990988	0.990988	0.990988	0.990988	0.990988	0.990988	0.990988	0.990988	0.990988	0.990988	0.990988	0.990988	0.990988	0.990988	0.990988	0.990988	0.990988	0.990988
MA0332.1	0.990988	0.990988	0.990988	0.990988	0.990988	0.990988	0.990988	0.990988	0.990988	0.990988	0.990988	0.990988	0.990988	0.990988	0.990988	0.990988	0.990988	0.990988	0.990988	0.990988	0.990988	0.990988	0.990988	0.990988	0.990988	0.990988	0.990988	0.990988	0.990988	0.990988	0.990988	0.990988	0.990988	0.990988	0.990988	0.990988	0.990988	0.990988	0.990988	0.990988	0.990988	0.990988	0.990988	0.990988	0.990988	0.990988	0.990988	0.990988	0.990988	0.990988	0.990988	0.990988	0.990988	0.990988	0.990988	0.990988	0.990988	0.990988	0.990988	0.990988	0.990988	0.990988	0.990988	0.990988	0.990988	9.61738e-05	0.14441	0.14441	0.00357697	0.990988	0.990988	0.990988	0.990988	0.990988	0.990988	0.990988	0.990988	0.990988	0.990988	0.990988	0.990988	0.990988	0.990988	0.990988	0.990988	0.990988	0.990988	0.990988	0.990988	0.990988	0.990988	0.990988	0.990988	0.990988	0.990988	0.990988	0.990988	0.990988	0.990988	0.990988	0.990988	0.990988	0.990988	0.990988	0.928783	0.990988	0.990988	0.990988	0.990988	0.990988	0.990988	0.990988	0.990988	0.990988	0.990988	0.990988	0.990988	0.990988	0.990988	0.990988	0.990988	0.990988	0.990988	0.990988	0.990988	0.990988	0.990988	0.990988	0.990988	0.990988	0.990988	0.990988	0.990988	0.990988	0.990988	0.990988	0.990988	0.990988	0.990988	0.990988	0.990988	0.990988	0.990988	0.990988	0.990988	0.990988	0.990988	0.990988	0.990988	0.990988	0.990988	0.990988	0.990988	0.990988	0.990988	0.990988	0.990988	0.990988	0.990988	0.990988	0.990988	0.990988	0.990988	0.990988	0.990988	0.317408	0.990988	0.990988	0.990988	0.990988	0.990988	0.990988	0.990988	0.990988	0.990988	0.990988	0.990988	0.990988	0.990988
MA0333.1	0.984707	0.984707	0.984707	0.900837	0.984707	0.984707	0.984707	0.984707	0.984707	0.984707	0.984707	0.984707	0.984707	0.984707	0.984707	0.984707	0.984707	0.984707	0.984707	0.984707	0.282248	0.984707	0.984707	0.700836	0.984707	0.984707	0.984707	0.984707	0.984707	0.984707	0.984707	0.984707	0.984707	0.984707	0.984707	0.984707	0.984707	0.984707	0.984707	0.984707	0.984707	0.984707	0.984707	0.984707	0.984707	0.984707	0.984707	0.856396	0.984707	0.984707	0.984707	0.984707	0.984707	0.984707	0.984707	0.984707	0.984707	0.984707	0.984707	0.984707	0.984707	0.984707	0.984707	0.984707	0.984707	0.242174	1.15141e-17	0.00123763	0.142262	0.984707	0.900837	0.714272	0.714272	0.984707	0.984707	0.984707	0.984707	0.984707	0.984707	0.984707	0.984707	0.984707	0.984707	0.984707	0.984707	0.984707	0.984707	0.984707	0.984707	0.984707	0.984707	0.984707	0.984707	0.984707	0.984707	0.984707	0.900837	0.984707	0.984707	0.534429	0.984707	0.984707	0.984707	0.984707	0.00582053	0.984707	0.984707	0.984707	0.984707	0.984707	0.984707	0.984707	0.984707	0.984707	0.984707	0.984707	0.984707	0.984707	0.984707	0.984707	0.984707	0.984707	0.984707	0.984707	0.284974	0.811401	0.984707	0.984707	0.984707	0.984707	0.984707	0.984707	0.984707	0.984707	0.984707	0.984707	0.984707	0.984707	0.984707	0.984707	0.984707	0.984707	0.900837	0.984707	0.984707	0.984707	0.984707	0.984707	0.984707	0.984707	0.984707	0.984707	0.984707	0.984707	0.984707	0.282248	0.984707	0.984707	0.984707	0.984707	0.476412	0.984707	0.984707	0.984707	0.984707	0.0863942	0.984707	0.984707	0.984707	0.984707	0.984707	0.984707	0.534429	0.714272	0.984707	0.984707	0.984707	0.984707	0.984707
MA0334.1	0.985374	0.985374	0.985374	0.985374	0.985374	0.985374	0.985374	0.985374	0.985374	0.985374	0.985374	0.985374	0.985374	0.985374	0.985374	0.985374	0.985374	0.985374	0.985374	0.985374	0.221922	0.985374	0.985374	0.985374	0.985374	0.985374	0.985374	0.985374	0.985374	0.985374	0.985374	0.985374	0.985374	0.985374	0.985374	0.985374	0.985374	0.985374	0.985374	0.985374	0.985374	0.985374	0.985374	0.985374	0.985374	0.985374	0.985374	0.985374	0.985374	0.985374	0.985374	0.985374	0.985374	0.985374	0.985374	0.985374	0.985374	0.985374	0.985374	0.985374	0.985374	0.985374	0.985374	0.985374	0.985374	0.0601845	0.000215998	5.09702e-17	0.101152	0.985374	0.985374	0.985374	0.985374	0.985374	0.985374	0.985374	0.289855	0.985374	0.985374	0.985374	0.985374	0.985374	0.985374	0.985374	0.985374	0.985374	0.985374	0.985374	0.985374	0.985374	0.985374	0.985374	0.985374	0.985374	0.985374	0.985374	0.985374	0.985374	0.985374	0.985374	0.985374	0.985374	0.985374	0.985374	0.0392087	0.985374	0.985374	0.985374	0.985374	0.985374	0.985374	0.985374	0.985374	0.985374	0.985374	0.985374	0.985374	0.985374	0.985374	0.985374	0.985374	0.985374	0.985374	0.985374	0.375864	0.985374	0.985374	0.985374	0.985374	0.985374	0.985374	0.985374	0.985374	0.985374	0.985374	0.985374	0.985374	0.985374	0.985374	0.985374	0.985374	0.985374	0.985374	0.985374	0.985374	0.985374	0.985374	0.985374	0.985374	0.985374	0.985374	0.985374	0.985374	0.985374	0.985374	0.985374	0.985374	0.985374	0.985374	0.985374	0.985374	0.985374	0.985374	0.985374	0.985374	0.101152	0.985374	0.985374	0.985374	0.985374	0.985374	0.985374	0.985374	0.985374	0.985374	0.985374	0.985374	0.985374	0.985374
