	MA0010.1	MA0011.1	MA0012.1	MA0013.1	MA0015.1	MA0016.1	MA0022.1	MA0023.1	MA0026.1	MA0049.1	MA0085.1	MA0086.2	MA0094.2	MA0126.1	MA0165.1	MA0166.1	MA0167.1	MA0168.1	MA0169.1	MA0170.1	MA0171.1	MA0172.1	MA0173.1	MA0174.1	MA0175.1	MA0176.1	MA0177.1	MA0178.1	MA0179.1	MA0180.1	MA0181.1	MA0182.1	MA0183.1	MA0184.1	MA0185.1	MA0186.1	MA0187.1	MA0188.1	MA0189.1	MA0190.1	MA0191.1	MA0192.1	MA0193.1	MA0194.1	MA0195.1	MA0196.1	MA0197.2	MA0198.1	MA0199.1	MA0200.1	MA0201.1	MA0202.1	MA0203.1	MA0204.1	MA0205.2	MA0206.1	MA0207.1	MA0208.1	MA0209.1	MA0210.1	MA0211.1	MA0212.1	MA0213.1	MA0214.1	MA0215.1	MA0216.2	MA0217.1	MA0218.1	MA0219.1	MA0220.1	MA0221.1	MA0222.1	MA0224.1	MA0225.1	MA0226.1	MA0227.1	MA0228.1	MA0229.1	MA0230.1	MA0231.1	MA0232.1	MA0233.1	MA0234.1	MA0235.1	MA0236.1	MA0237.2	MA0238.1	MA0239.1	MA0240.1	MA0241.1	MA0242.1	MA0243.1	MA0244.1	MA0245.1	MA0246.1	MA0247.2	MA0248.1	MA0249.2	MA0250.1	MA0251.1	MA0252.1	MA0253.1	MA0254.1	MA0255.1	MA0256.1	MA0257.1	MA0443.1	MA0444.1	MA0445.1	MA0446.1	MA0447.1	MA0448.1	MA0449.1	MA0450.1	MA0451.1	MA0452.2	MA0454.1	MA0456.1	MA0457.1	MA0458.1	MA0459.1	MA0460.1	MA0529.2	MA0530.1	MA0531.1	MA0532.1	MA0533.1	MA0534.1	MA0535.1	MA0536.1	MA0915.1	MA0916.1	MA0917.1	MA1455.1	MA1456.1	MA1457.1	MA1458.1	MA1459.1	MA1460.1	MA1461.1	MA1462.1	MA1700.1	MA1702.1	MA1836.1	MA1837.1	MA1838.1	MA1839.1	MA1840.1	MA1841.1	MA1842.1
MA0167.1	0.382403	0.356349	0.383255	0.427013	0.625216	0.625216	0.625216	0.625216	0.625216	0.515077	0.625216	0.625216	0.00156975	0.625216	0.0503402	0.00126609	2.86034e-17	0.0503402	0.0268736	0.0107652	0.00900635	0.000628587	0.625216	0.00576015	0.000955737	0.00264457	5.68103e-05	0.000186628	0.00035763	0.000416471	5.68103e-05	0.0107652	0.00471897	0.000259767	0.625216	0.00264457	0.00300758	0.0124493	0.000259767	0.170283	0.000288804	0.00666272	0.625216	0.000422915	5.68103e-05	0.00467849	0.141551	0.000798441	0.538439	0.000955737	0.15191	0.000323941	0.000955737	0.625216	0.625216	0.000139247	0.625216	0.00102086	5.68103e-05	0.625216	0.210641	0.225483	0.625216	0.00357807	0.0011235	0.478645	0.625216	0.625216	0.0011235	0.000259767	0.000477087	0.625216	0.000390715	0.000955737	0.00102086	0.625216	0.000113815	0.00035763	0.000289221	0.00823782	0.00300758	0.625216	0.252846	0.0322913	3.92091e-05	0.625216	0.000205572	0.625216	0.000289221	6.32352e-05	0.625216	0.599976	0.53317	0.00102086	0.625216	0.625216	0.0124493	0.625216	0.00311239	0.000259767	0.625216	0.625216	0.412101	0.625216	0.00171044	0.00012579	0.625216	0.0179075	0.625216	0.394687	0.478645	0.00357807	0.625216	0.625216	0.625216	0.625216	0.625216	0.625216	0.000289221	0.478645	0.625216	0.412101	0.625216	0.625216	0.625216	0.625216	0.625216	0.625216	0.625216	0.625216	0.257364	0.625216	0.625216	0.625216	0.625216	0.625216	0.625216	0.625216	0.625216	0.625216	0.625216	0.625216	0.462582	0.625216	0.0684359	0.0519658	0.328413	0.625216	0.625216	0.625216
MA0168.1	0.445256	0.434442	0.587258	0.561984	0.7375	0.7375	0.7375	0.7375	0.7375	0.7375	0.7375	0.7375	0.0648945	0.256151	0.314635	0.0722789	0.0589197	1.78399e-13	3.13435e-05	0.00595041	0.000305233	0.0866222	0.354807	0.256151	0.00521306	0.0408831	0.0413952	0.0398625	0.0113577	0.0358441	0.022231	0.141786	0.193896	0.0410698	0.7375	0.0900046	0.0398625	0.0170263	0.0408831	0.154431	0.0246393	0.000964581	0.468542	0.0559567	0.0684504	0.00196565	0.598645	0.0358441	0.7375	0.0353955	0.127995	0.0311279	0.0648945	0.7375	0.7375	0.0396123	0.7375	0.0900046	0.0505209	0.7375	0.0408831	0.275909	0.7375	0.00586787	0.0648945	0.513097	0.7375	0.434442	0.0559567	0.0167051	0.0413952	0.7375	0.0640409	0.0424225	0.0138359	0.7375	0.060744	0.0424225	0.0408831	0.0410698	0.0334101	0.7375	0.194641	0.308999	0.0320646	0.600478	0.060744	0.256151	0.0353955	0.0446059	0.521779	0.7375	0.7375	0.00831722	0.7375	0.619031	0.00251391	0.7375	0.00464369	0.0280344	0.7375	0.600478	0.710955	0.456314	0.193896	0.0410698	0.7375	0.00366598	0.538943	0.698982	0.57228	0.134772	0.7375	0.7375	0.7375	0.643081	0.7375	0.7375	0.0273029	0.698982	0.7375	0.513097	0.7375	0.7375	0.7375	0.626549	0.7375	0.229732	0.7375	0.7375	0.266642	0.7375	0.7375	0.7375	0.7375	0.34768	0.7375	0.7375	0.7375	0.445256	0.698982	0.7375	0.34768	0.698982	0.108052	0.0843887	0.561984	0.7375	0.7375	0.7375
MA0169.1	0.441332	0.409521	0.654667	0.74902	0.74902	0.74902	0.74902	0.74902	0.74902	0.74902	0.74902	0.74902	0.0359769	0.22931	0.22931	0.0514011	0.0359769	0.000145697	2.22599e-12	0.0136406	0.000197981	0.0448309	0.495067	0.19974	0.00300421	0.0278	0.0278	0.0278	0.00799848	0.0247878	0.0120191	0.0490876	0.128027	0.0278	0.74902	0.065308	0.0156107	0.00880466	0.0278	0.175161	0.0108679	0.00119384	0.390789	0.0359769	0.0425597	0.00119384	0.585236	0.0209897	0.74902	0.0186628	0.206042	0.0186628	0.0565095	0.74902	0.74902	0.0277942	0.74902	0.0425597	0.0330233	0.74902	0.0391135	0.300515	0.74902	0.00799848	0.0359769	0.419903	0.74902	0.74902	0.0391135	0.00983557	0.0359769	0.74902	0.0359769	0.0313999	0.00890706	0.74902	0.0391135	0.0309278	0.0283978	0.0490876	0.0209897	0.74902	0.213185	0.214359	0.0186628	0.74902	0.0411974	0.22931	0.0209897	0.0283978	0.731717	0.74902	0.658164	0.00727802	0.74902	0.585236	0.00106924	0.74902	0.00303693	0.0151608	0.74902	0.585236	0.74902	0.495067	0.142607	0.0277942	0.74902	0.00141499	0.492937	0.74902	0.587604	0.0630644	0.74902	0.74902	0.74902	0.74902	0.74902	0.74902	0.0136406	0.74902	0.74902	0.471563	0.74902	0.74902	0.74902	0.658164	0.584842	0.180614	0.74902	0.74902	0.30024	0.74902	0.74902	0.681563	0.74902	0.441332	0.74902	0.74902	0.68132	0.654667	0.716743	0.74902	0.379407	0.495067	0.0565095	0.0490876	0.585236	0.74902	0.74902	0.74902
MA0170.1	0.299971	0.562407	0.642044	0.304445	0.678643	0.678643	0.678643	0.678643	0.678643	0.255767	0.678643	0.678643	0.000834055	0.301829	0.019193	0.00461063	0.0202885	0.00461063	0.00937805	4.58323e-16	0.00461063	0.0406599	0.123528	0.0105243	0.00461063	0.0064508	0.015889	0.00866486	0.00461063	0.0121464	0.00701652	0.0715166	0.0428969	0.0172044	0.678643	0.0181671	0.0371328	0.09152	0.0121464	0.255767	0.00461063	0.00500437	0.678643	0.0114533	0.0247596	0.000686047	0.437366	0.0232739	0.678643	0.040003	0.0934658	0.0181671	0.0202885	0.678643	0.678643	0.00121865	0.678643	0.0334716	0.0215675	0.678643	0.0428969	0.315476	0.678643	0.000686047	0.0105243	0.115964	0.425249	0.299971	0.0103086	0.00592494	0.0103086	0.437366	0.0689011	0.00235859	0.00461063	0.678643	0.019193	0.0405172	0.00461063	0.0404615	0.00584196	0.642044	0.255767	0.190014	0.00937805	0.585689	0.0215675	0.301829	0.00899667	0.0406599	0.6228	0.585689	0.678643	0.00234453	0.678643	0.678643	0.00899667	0.678643	0.0103086	0.0105243	0.678643	0.337121	0.633297	0.678643	0.0844602	0.0103086	0.678643	0.00329042	0.678643	0.279046	0.387707	0.0247596	0.678643	0.678643	0.678643	0.387887	0.678643	0.678643	0.0146739	0.387887	0.577786	0.387887	0.678643	0.678643	0.678643	0.678643	0.678643	0.592896	0.678643	0.678643	0.275204	0.678643	0.678643	0.678643	0.678643	0.678643	0.678643	0.678643	0.678643	0.678643	0.678643	0.678643	0.228662	0.678643	0.428345	0.353375	0.530107	0.678643	0.678643	0.678643
MA0171.1	0.570051	0.338813	0.560869	0.570051	0.702811	0.702811	0.702811	0.702811	0.702811	0.573181	0.702811	0.702811	0.00875928	0.269729	0.0974327	0.00994878	0.0116611	0.000767732	0.000383795	0.00533614	2.91441e-13	0.0116611	0.338813	0.0598435	0.000606466	0.00875928	0.00942303	0.00875928	0.0024573	0.0099183	0.00336742	0.0544623	0.0443048	0.0106092	0.702811	0.0155862	0.00875928	0.00533614	0.00875928	0.116569	0.00533614	0.000130952	0.271967	0.00942303	0.0214391	0.000767732	0.396406	0.00875928	0.702811	0.0106092	0.0487059	0.00715045	0.0147054	0.702811	0.702811	0.00533614	0.702811	0.0186226	0.00994878	0.702811	0.0244962	0.209382	0.702811	0.0012059	0.0165274	0.192199	0.702811	0.623726	0.0121004	0.00345416	0.0116611	0.702811	0.0175464	0.00629105	0.00355786	0.702811	0.00994878	0.0117311	0.00533614	0.0568171	0.0105968	0.702811	0.165434	0.0933425	0.00533614	0.702811	0.0138788	0.269729	0.00715045	0.0105196	0.702811	0.702811	0.570442	0.0012059	0.702811	0.570442	0.000770075	0.702811	0.000767732	0.00555086	0.702811	0.478602	0.702811	0.620309	0.0463875	0.00921394	0.702811	0.000144227	0.573181	0.702811	0.573181	0.0337121	0.702811	0.702811	0.702811	0.702811	0.702811	0.702811	0.00655744	0.702811	0.702811	0.573181	0.702811	0.702811	0.702811	0.702811	0.702811	0.325527	0.702811	0.702811	0.208951	0.702811	0.702811	0.702811	0.702811	0.558861	0.702811	0.702811	0.570051	0.702811	0.702811	0.702811	0.535625	0.653896	0.0387101	0.0306921	0.663614	0.702811	0.702811	0.702811
MA0172.1	0.430325	0.430325	0.52025	0.442621	0.621291	0.621291	0.621291	0.621291	0.621291	0.621291	0.621291	0.621291	0.00489664	0.621291	0.097881	0.00275803	0.00275803	0.0635065	0.0423559	0.0213455	0.0121743	1.25e-08	0.41784	0.0142988	0.00626152	0.00309376	0.00275803	0.00270242	0.00275803	0.00270848	0.00275803	0.0423559	0.00748491	0.00275803	0.621291	0.00518162	0.0094975	0.00641163	0.00456535	0.126839	0.00290247	0.00481198	0.621291	0.000209894	0.00440029	0.0132673	0.356539	0.00275803	0.621291	0.00275803	0.110049	0.00275803	0.00401142	0.621291	0.621291	0.00275803	0.621291	5.73905e-06	0.00292381	0.621291	0.0728802	0.2532	0.621291	0.0100691	0.00729744	0.621291	0.621291	0.621291	0.00842011	0.00275803	0.00807041	0.621291	0.00270848	0.00275803	0.00275803	0.621291	0.00298832	0.00275803	0.00270242	0.0100691	0.0051245	0.621291	0.218745	0.0315584	0.00275803	0.621291	0.00275803	0.621291	0.00240456	0.00275803	0.621291	0.621291	0.621291	0.00416796	0.621291	0.621291	0.0362956	0.621291	0.00298832	0.00275803	0.621291	0.377647	0.374401	0.621291	0.00626152	0.00292381	0.621291	0.0213455	0.621291	0.47263	0.40037	0.0136403	0.621291	0.621291	0.621291	0.621291	0.621291	0.621291	0.00365903	0.621291	0.621291	0.46203	0.621291	0.621291	0.621291	0.621291	0.621291	0.621291	0.621291	0.621291	0.202429	0.621291	0.621291	0.621291	0.621291	0.621291	0.621291	0.621291	0.621291	0.621291	0.621291	0.621291	0.492834	0.621291	0.0966621	0.0816166	0.565435	0.621291	0.621291	0.621291
MA0173.1	0.991625	0.991625	0.991625	0.991625	0.991625	0.991625	0.991625	0.991625	0.991625	0.991625	0.991625	0.991625	0.991625	0.991625	0.991625	0.991625	0.991625	0.991625	0.991625	0.991625	0.991625	0.991625	9.10617e-10	0.991625	0.991625	0.991625	0.991625	0.991625	0.991625	0.991625	0.991625	0.991625	0.991625	0.991625	0.991625	0.991625	0.991625	0.991625	0.991625	0.991625	0.991625	0.991625	0.991625	0.991625	0.991625	0.991625	0.478911	0.991625	0.991625	0.991625	0.991625	0.991625	0.991625	0.991625	0.991625	0.991625	0.906752	0.991625	0.991625	0.311229	0.991625	0.991625	0.991625	0.991625	0.991625	0.991625	0.12417	0.991625	0.991625	0.991625	0.991625	0.991625	0.991625	0.991625	0.991625	0.906752	0.991625	0.991625	0.991625	0.991625	0.991625	0.311229	0.991625	0.991625	0.991625	0.991625	0.991625	0.991625	0.991625	0.991625	0.991625	0.991625	0.991625	0.991625	0.991625	0.991625	0.991625	0.991625	0.991625	0.991625	0.900696	0.991625	0.991625	0.991625	0.991625	0.991625	0.991625	0.991625	0.991625	0.991625	0.991625	0.991625	0.991625	0.991625	0.991625	0.991625	0.991625	0.991625	0.991625	0.991625	0.906752	0.991625	0.991625	0.991625	0.991625	0.991625	0.991625	0.991625	0.991625	0.991625	0.991625	0.991625	0.991625	0.991625	0.991625	0.991625	0.991625	0.991625	0.991625	0.991625	0.991625	0.991625	0.991625	0.991625	0.991625	0.991625	0.991625	0.991625	0.991625	0.991625
MA0174.1	0.0696727	0.698582	0.698582	0.187544	0.698582	0.698582	0.698582	0.698582	0.698582	0.193108	0.698582	0.698582	0.00317009	0.698582	0.00237905	0.00368883	0.00933652	0.275062	0.193108	0.00971223	0.0738395	0.0167331	0.698582	1.57263e-16	0.0396008	0.00689102	0.00971223	0.00599492	0.029171	0.0180689	0.0123845	0.00614308	0.0381516	0.0338109	0.698582	0.00971223	0.0696727	0.263607	0.00715298	0.625863	0.00614308	0.0663042	0.698582	0.00971223	0.00533236	0.0411649	0.659653	0.0721817	0.212677	0.0663042	0.467817	0.056353	0.00971223	0.698582	0.698582	0.00317009	0.698582	0.0135036	0.00933652	0.698582	0.602056	0.698582	0.698582	0.0131316	0.00744304	0.0426398	0.698582	0.534626	0.00689102	0.0381516	0.00971223	0.698582	0.0426398	0.00165422	0.0274049	0.698582	0.0157339	0.0715656	0.00689102	0.0992717	0.0203699	0.625863	0.698582	0.0715656	0.00855859	0.698582	0.00971223	0.698582	0.00971223	0.0235592	0.698582	0.698582	0.698582	0.0135036	0.667519	0.698582	0.0543017	0.698582	0.0696727	0.01896	0.698582	0.698582	0.602492	0.698582	0.0411649	0.00689102	0.698582	0.0543017	0.698582	0.460281	0.698582	0.000182086	0.698582	0.698582	0.698582	0.698582	0.698582	0.698582	0.0426398	0.698582	0.698582	0.610012	0.698582	0.698582	0.698582	0.698582	0.698582	0.698582	0.698582	0.698582	0.698582	0.698582	0.698582	0.698582	0.698582	0.698582	0.698582	0.698582	0.698582	0.698582	0.698582	0.698582	0.659653	0.698582	0.66629	0.629073	0.350623	0.698582	0.698582	0.698582
MA0175.1	0.391168	0.263656	0.347425	0.603456	0.662963	0.662963	0.662963	0.662963	0.662963	0.621406	0.662963	0.662963	0.00172551	0.523344	0.0780908	0.00364558	0.000674502	0.00259033	0.000542952	0.00308336	8.17982e-05	0.00420844	0.514858	0.0392923	7.1712e-12	0.00117109	0.000265443	0.00129794	9.25888e-06	0.000743199	9.98373e-06	0.00902671	0.0302881	0.000346515	0.662963	0.00420844	0.000313958	0.000434893	0.000313958	0.0653991	0.000109335	0.000127199	0.608125	0.00282777	0.00108228	1.77003e-05	0.235046	0.00016964	0.560114	0.000388458	0.0611843	0.000121607	0.00192377	0.662963	0.662963	0.00108228	0.662963	0.00364558	0.000335697	0.662963	0.0412866	0.157271	0.662963	2.43214e-05	0.00395818	0.140251	0.662963	0.662963	0.000542952	9.25888e-06	0.00117109	0.662963	0.00158584	0.00108228	8.17982e-05	0.662963	0.000707488	0.000346515	0.00143583	0.0281398	0.00233654	0.662963	0.130296	0.065684	8.17982e-05	0.662963	0.000707488	0.523344	0.000605444	0.000346515	0.662963	0.587562	0.417789	5.60149e-06	0.662963	0.662963	0.000313958	0.662963	9.25888e-06	8.17982e-05	0.662963	0.502	0.662963	0.662963	0.00653338	0.000335697	0.662963	0.000707488	0.662963	0.662963	0.514858	0.0077021	0.662963	0.662963	0.662963	0.662963	0.662963	0.662963	0.000127199	0.662963	0.662963	0.460391	0.662963	0.662963	0.662963	0.662963	0.662963	0.662963	0.662963	0.662963	0.115534	0.662963	0.662963	0.662963	0.662963	0.662963	0.662963	0.662963	0.662963	0.662963	0.662963	0.662963	0.374613	0.662963	0.0488602	0.0427606	0.576973	0.662963	0.662963	0.662963
MA0176.1	0.27698	0.646048	0.345297	0.423967	0.646048	0.646048	0.646048	0.646048	0.646048	0.409362	0.646048	0.646048	0.00243468	0.646048	0.0382959	0.0161363	0.0034968	0.0347423	0.0202716	0.0068958	0.0101763	0.00234412	0.570488	0.00645812	0.00234412	1.09078e-15	0.0157649	0.00047185	0.000307466	0.00210829	0.00234412	0.00210829	0.0151342	0.0022465	0.646048	0.0255501	0.00852791	0.0101763	0.0134812	0.383841	0.00367924	0.0022465	0.646048	0.00267168	0.00267168	0.00320264	0.191985	0.00243468	0.466914	0.00367924	0.260237	0.0022465	0.0293456	0.646048	0.646048	0.00400131	0.646048	0.00266507	0.0122629	0.646048	0.0421974	0.524371	0.646048	0.00320264	0.0202716	0.141915	0.646048	0.537666	0.010784	0.00055618	0.0260626	0.646048	0.00905087	0.00507026	0.000305109	0.646048	0.0202716	0.00473249	0.0122629	0.0382959	0.0260626	0.646048	0.584266	0.0120986	0.00267168	0.646048	0.0241354	0.646048	0.00047185	0.00734612	0.646048	0.646048	0.356874	0.000720338	0.646048	0.603525	0.014551	0.646048	0.000564465	0.000720338	0.646048	0.342302	0.646048	0.646048	0.0470837	0.0120986	0.646048	0.00547565	0.506979	0.338617	0.603525	0.00434481	0.646048	0.646048	0.646048	0.646048	0.646048	0.646048	0.00234412	0.584266	0.646048	0.383841	0.646048	0.646048	0.646048	0.646048	0.646048	0.383841	0.646048	0.646048	0.490928	0.646048	0.646048	0.646048	0.646048	0.646048	0.646048	0.646048	0.646048	0.646048	0.646048	0.646048	0.383841	0.646048	0.038189	0.0464328	0.646048	0.646048	0.646048	0.646048
MA0177.1	0.504915	0.273828	0.572423	0.62724	0.62724	0.62724	0.62724	0.62724	0.62724	0.62724	0.62724	0.62724	0.00204213	0.62724	0.0589087	0.000216832	8.54863e-05	0.0369681	0.0193698	0.0102261	0.00899638	0.000881909	0.609744	0.00875309	0.000467963	0.0102261	2.37468e-11	0.00118062	0.000467963	0.000838998	7.6308e-05	0.0241304	0.0133063	0.00039423	0.62724	0.000438718	0.00509581	0.0138716	4.22714e-05	0.081682	3.73051e-05	0.00899638	0.62724	0.000438718	0.000216832	0.00592982	0.10072	0.000580829	0.62724	0.000438718	0.081682	0.000311368	8.54863e-05	0.62724	0.62724	0.000144033	0.62724	0.00118062	1.91618e-06	0.62724	0.244181	0.17283	0.62724	0.00162925	0.000438718	0.511609	0.62724	0.62724	0.000311368	0.000311368	8.54863e-05	0.62724	0.000240719	0.000432435	0.00169362	0.62724	2.9385e-06	0.000438718	4.22714e-05	0.00509581	0.000949972	0.62724	0.14401	0.0756042	4.17036e-05	0.62724	1.91618e-06	0.62724	0.00072072	3.73051e-05	0.62724	0.508587	0.62724	0.000438718	0.62724	0.62724	0.00778212	0.62724	0.00389001	0.000311368	0.62724	0.62724	0.415024	0.62724	8.54863e-05	6.11888e-06	0.62724	0.0297036	0.62724	0.511609	0.537785	0.00509581	0.62724	0.62724	0.62724	0.62724	0.62724	0.62724	0.000438718	0.62724	0.62724	0.458266	0.62724	0.62724	0.62724	0.62724	0.62724	0.62724	0.62724	0.62724	0.0896974	0.62724	0.62724	0.62724	0.62724	0.62724	0.62724	0.62724	0.62724	0.62724	0.62724	0.62724	0.415402	0.62724	0.0405383	0.0421111	0.374692	0.62724	0.62724	0.62724
MA0178.1	0.294655	0.452626	0.360111	0.360111	0.617171	0.624114	0.624114	0.624114	0.624114	0.495978	0.624114	0.624114	0.0010602	0.624114	0.0460562	0.00309468	0.000361474	0.028073	0.0177636	0.00544838	0.00702975	0.000361474	0.49332	0.00381894	0.00278326	0.000639198	0.00116991	6.5264e-17	0.000361474	1.40388e-05	0.000396973	0.00835033	0.00312405	0.000312251	0.624114	0.00502513	0.00519319	0.00883641	0.000805635	0.259587	0.000587292	0.00287032	0.624114	0.000361474	0.000587292	0.00336922	0.259587	0.000886084	0.60434	0.000951837	0.142684	0.000587292	0.00355343	0.624114	0.624114	0.000329852	0.624114	0.000556114	0.000824679	0.624114	0.0657084	0.251379	0.624114	0.00409762	0.00336922	0.443903	0.624114	0.624114	0.00116991	0.000510891	0.00233957	0.624114	0.000824679	0.000750565	0.000361474	0.624114	0.00157063	0.000824679	0.000824679	0.0177636	0.00502513	0.624114	0.325443	0.0238881	0.000361474	0.624114	0.00287032	0.624114	1.40388e-05	0.000587292	0.624114	0.624114	0.613917	0.00116991	0.624114	0.624114	0.00924414	0.624114	0.00106553	0.00031619	0.624114	0.443903	0.44132	0.624114	0.0108327	0.000824679	0.624114	0.00702975	0.624114	0.470482	0.501752	0.00287032	0.624114	0.624114	0.501752	0.624114	0.624114	0.624114	0.000750565	0.565689	0.624114	0.311145	0.624114	0.624114	0.624114	0.624114	0.624114	0.624114	0.624114	0.624114	0.390382	0.624114	0.624114	0.624114	0.624114	0.624114	0.624114	0.624114	0.624114	0.624114	0.624114	0.624114	0.483231	0.624114	0.104316	0.0709497	0.553974	0.624114	0.624114	0.624114
MA0179.1	0.523353	0.284332	0.353779	0.554487	0.608656	0.645045	0.645045	0.645045	0.645045	0.494765	0.645045	0.645045	0.00220591	0.645045	0.0828819	0.00600442	0.000906964	0.0122896	0.0061306	0.0061306	0.00250527	0.00148021	0.523916	0.0324308	4.02324e-05	0.000374129	0.000906964	0.000235744	1.74435e-11	8.75194e-05	1.62394e-05	0.00980648	0.025396	7.24873e-05	0.645045	0.00649204	0.0011235	0.00148021	0.00158721	0.0963378	0.000142774	0.000505084	0.645045	0.000753723	0.00240452	0.00124683	0.300807	2.88148e-05	0.608656	6.42858e-05	0.0761357	2.31586e-05	0.0049048	0.645045	0.645045	0.00197372	0.645045	0.00148021	0.0011235	0.645045	0.0340826	0.222629	0.645045	0.000270784	0.0061306	0.33306	0.645045	0.645045	0.00240452	3.80093e-08	0.00439551	0.645045	0.000672111	0.0021776	1.41865e-06	0.645045	0.00240452	8.75194e-05	0.00240452	0.0310042	0.0059601	0.645045	0.186677	0.028167	5.70722e-05	0.645045	0.00250527	0.645045	5.70722e-05	0.000142774	0.645045	0.645045	0.563828	2.88148e-05	0.645045	0.645045	0.0049048	0.645045	1.62394e-05	3.70176e-06	0.645045	0.366458	0.645045	0.645045	0.0129651	0.000906964	0.645045	0.00686642	0.645045	0.554487	0.55846	0.0122896	0.645045	0.645045	0.645045	0.645045	0.645045	0.645045	5.52826e-05	0.593513	0.645045	0.523353	0.645045	0.645045	0.645045	0.645045	0.645045	0.631254	0.645045	0.645045	0.170223	0.645045	0.645045	0.645045	0.645045	0.645045	0.645045	0.645045	0.645045	0.645045	0.645045	0.645045	0.441869	0.645045	0.0635456	0.0560411	0.645045	0.645045	0.645045	0.645045
MA0180.1	0.378336	0.201421	0.310388	0.316656	0.62766	0.62766	0.62766	0.62766	0.62766	0.448155	0.62766	0.62766	0.00151253	0.62766	0.0715125	0.00271549	0.00189923	0.0234942	0.0144418	0.0124087	0.00819894	0.000986225	0.601003	0.0135293	0.0025663	0.00260887	0.00189923	0.000747506	0.000986225	8.71284e-16	0.000986225	0.0246104	0.00871062	0.00115996	0.62766	0.00440523	0.00301905	0.000986225	0.00260887	0.132863	0.000986225	0.00260887	0.62766	0.000747506	0.00301905	0.00428007	0.138043	0.00115996	0.62766	0.00121875	0.0992504	0.000986225	0.00376521	0.62766	0.62766	0.00151253	0.62766	0.00115996	0.00193033	0.62766	0.0447887	0.2576	0.62766	0.00387036	0.00404079	0.302056	0.62766	0.62766	0.00459904	0.00102669	0.00440523	0.62766	0.00142958	0.00151253	0.000747506	0.62766	0.0025663	0.000747506	0.00189923	0.015962	0.00387036	0.62766	0.221917	0.0211892	0.00115996	0.62766	0.00301905	0.62766	0.000405574	0.00122271	0.62766	0.62766	0.62766	0.00189923	0.62766	0.448155	0.0144418	0.62766	0.00141563	0.000986225	0.62766	0.377953	0.402956	0.62766	0.00373024	0.00193033	0.62766	0.0135293	0.62766	0.54743	0.62766	0.00788254	0.62766	0.62766	0.300858	0.62766	0.62766	0.62766	0.00151253	0.445338	0.62766	0.530569	0.62766	0.62766	0.62766	0.62766	0.62766	0.62766	0.62766	0.62766	0.112099	0.62766	0.62766	0.62766	0.62766	0.62766	0.62766	0.62766	0.62766	0.62766	0.62766	0.62766	0.62766	0.62766	0.0207773	0.0162448	0.216552	0.62766	0.62766	0.62766
MA0181.1	0.453515	0.228171	0.369574	0.380698	0.631393	0.631393	0.631393	0.631393	0.631393	0.493102	0.631393	0.631393	0.000461894	0.631393	0.0451002	0.00114821	3.63771e-05	0.0153259	0.0075574	0.00711265	0.00221306	0.000559152	0.5281	0.0133714	2.52431e-05	0.00221306	3.63771e-05	0.000114367	7.64773e-06	3.63771e-05	3.41486e-12	0.0139904	0.00863613	2.89897e-05	0.631393	0.00168916	0.000496484	0.00408459	8.72995e-05	0.0798697	1.93516e-05	0.00138044	0.631393	0.000234881	0.000227877	0.00127562	0.143379	3.33722e-05	0.582429	3.63771e-05	0.0635678	1.71015e-05	0.000613596	0.631393	0.631393	0.000234881	0.631393	0.000496484	3.63771e-05	0.631393	0.0770845	0.186534	0.631393	0.000461894	0.00153427	0.421198	0.631393	0.631393	0.000234881	4.58092e-06	0.000303648	0.631393	0.000125719	0.000234881	3.63771e-05	0.631393	0.000114367	2.52431e-05	0.000303648	0.00972132	0.000827984	0.631393	0.150308	0.0440435	4.58092e-06	0.631393	0.000200422	0.631393	3.63771e-05	1.71015e-05	0.631393	0.621101	0.621101	3.63771e-05	0.631393	0.631393	0.00711265	0.631393	0.000125719	4.92423e-06	0.631393	0.555673	0.625573	0.631393	0.00240584	6.3012e-05	0.631393	0.00837859	0.631393	0.631393	0.556811	0.00408459	0.631393	0.631393	0.625573	0.631393	0.631393	0.631393	3.63771e-05	0.631393	0.631393	0.519497	0.631393	0.631393	0.631393	0.631393	0.631393	0.631393	0.631393	0.631393	0.136588	0.631393	0.631393	0.631393	0.631393	0.631393	0.631393	0.631393	0.631393	0.631393	0.631393	0.631393	0.44329	0.631393	0.0976727	0.0838645	0.615997	0.631393	0.631393	0.631393
