motif_id	tf_name	tf_class	tf_family	auc_roc	auc_prc	p_value_roc	p_value_prc	p_value_roc_adj	p_value_prc_adj
MBNL2.H12CORE.0.S.C	MBNL2	Uncharacterized	Unannotated	0.5282530313551602	0.5233485237318063	0.09979002099790021	0.11038896110388961	0.6841710195177665	0.6492850714928508
CDX1.H12CORE.0.M.B	CDX1	Homeo domain factors	HOX-related	0.5281635596389083	0.5065795643105974	0.100989901009899	0.3514648535146485	0.6841710195177665	0.9652869313829072
ZN684.H12CORE.1.M.C	ZNF684	C2H2 zinc finger factors	More than 3 adjacent zinc fingers	0.52815955344266	0.5206327637037842	0.09359064093590641	0.12858714128587143	0.671896989405537	0.6975610709605732
CDX2.H12CORE.0.PS.A	CDX2	Homeo domain factors	HOX-related	0.5281181560814069	0.5197071916621272	0.09759024097590241	0.14358564143585642	0.6758639925481136	0.7174748278596798
PO3F1.H12CORE.1.PS.A	POU3F1	Homeo domain factors	POU	0.52804737994765	0.5188102160618249	0.09549045095490451	0.1471852814718528	0.6758639925481136	0.718015698430157
ZSC22.H12CORE.0.P.C	ZSCAN22	C2H2 zinc finger factors	More than 3 adjacent zinc fingers	0.5278176913626409	0.5029123720119786	0.10028997100289971	0.42285771422857715	0.6841710195177665	1.0
KLF9.H12CORE.1.P.B	KLF9	C2H2 zinc finger factors	Three-zinc finger Kruppel-related	0.5277883125901401	0.5347114435244612	0.1050894910508949	0.0332966703329667	0.6878441466198207	0.4251955335439907
CDX2.H12CORE.1.M.C	CDX2	Homeo domain factors	HOX-related	0.5275345868276267	0.5092441920332631	0.10518948105189481	0.29587041295870414	0.6878441466198207	0.9212750095958147
ZN197.H12CORE.0.P.C	ZNF197	C2H2 zinc finger factors	More than 3 adjacent zinc fingers	0.52741573633887	0.5089300338188462	0.09769023097690231	0.30416958304169583	0.6758639925481136	0.9212750095958147
ZNF2.H12CORE.0.P.B	ZNF2	C2H2 zinc finger factors	More than 3 adjacent zinc fingers	0.5273970407563693	0.5190478273737159	0.10168983101689831	0.1558844115588441	0.6856935801746928	0.7448384300642783
FOXJ2.H12CORE.1.SM.B	FOXJ2	Fork head/winged helix factors	FOX	0.5273957053576184	0.5103416751792734	0.100989901009899	0.2790720927907209	0.6841710195177665	0.9065730595082083
HXC13.H12CORE.0.SM.B	HOXC13	Homeo domain factors	HOX-related	0.5273850221676191	0.5126556603174911	0.10428957104289571	0.23757624237576241	0.6878441466198207	0.8776519511169449
HAND2.H12CORE.1.P.B	HAND2	Basic helix-loop-helix factors (bHLH)	Tal-related	0.5273583141926173	0.5250488989043588	0.10438956104389562	0.0928907109289071	0.6878441466198207	0.6096390360963904
PRDM5.H12CORE.0.P.B	PRDM5	C2H2 zinc finger factors	More than 3 adjacent zinc fingers	0.5271753645638589	0.5165654810099288	0.10598940105989402	0.18448155184481552	0.6878441466198207	0.7875943174913278
NFIL3.H12CORE.1.S.B	NFIL3	Basic leucine zipper factors (bZIP)	C/EBP-related	0.5271299610063547	0.5528790520091474	0.10668933106689331	0.0033996600339966003	0.6878441466198207	0.25116377251163774
HXC9.H12CORE.0.P.B	HOXC9	Homeo domain factors	HOX-related	0.5270671972651015	0.5165842942282031	0.10878912108789121	0.17898210178982102	0.6878441466198207	0.7875943174913278
CEBPE.H12CORE.1.SM.B	CEBPE	Basic leucine zipper factors (bZIP)	C/EBP-related	0.5270364830938511	0.5435501772382965	0.10648935106489352	0.011698830116988301	0.6878441466198207	0.29616512033007225
SOX9.H12CORE.2.S.B	SOX9	High-mobility group (HMG) domain factors	SOX-related	0.5270057689225992	0.5244432248532589	0.10788921107889211	0.09809019098090191	0.6878441466198207	0.6208076560764976
ZN816.H12CORE.0.P.B	ZNF816	C2H2 zinc finger factors	More than 3 adjacent zinc fingers	0.5269910795363464	0.5063094018938443	0.10848915108489152	0.34526547345265474	0.6878441466198207	0.9562727028640705
PAX6.H12CORE.0.PSM.A	PAX6	Paired box factors	PD+HD	0.526983067143849	0.5276819107531941	0.11048895110488952	0.06769323067693231	0.6878441466198207	0.5361431070007753
OVOL2.H12CORE.0.PSM.A	OVOL2	C2H2 zinc finger factors	More than 3 adjacent zinc fingers	0.5269763901500953	0.5093572563442069	0.1075892410758924	0.29457054294570545	0.6878441466198207	0.9212750095958147
ATF3.H12CORE.0.P.B	ATF3	Basic leucine zipper factors (bZIP)	Fos-related	0.5268976016238437	0.5488497661984942	0.11018898110188981	0.006399360063993601	0.6878441466198207	0.2552744725527447
FOXR2.H12CORE.0.M.C	FOXR2	Fork head/winged helix factors	FOX	0.5268201484963398	0.5198025896917157	0.11048895110488952	0.1381861813818618	0.6878441466198207	0.7121523561929521
ZNF41.H12CORE.0.P.C	ZNF41	C2H2 zinc finger factors	More than 3 adjacent zinc fingers	0.526798782116339	0.5020439465294914	0.1121887811218878	0.44455554444555545	0.6948000478922064	1.0
MZF1.H12CORE.0.P.B	MZF1	C2H2 zinc finger factors	More than 3 adjacent zinc fingers	0.5267159873938343	0.5287534709601426	0.1050894910508949	0.057894210578942104	0.6878441466198207	0.5011575765500373
MEF2C.H12CORE.1.SM.B	MEF2C	MADS box factors	Regulators of differentiation	0.5266892794188344	0.5287122980236638	0.10428957104289571	0.059694030596940305	0.6878441466198207	0.5066969773610874
KLF12.H12CORE.0.P.C	KLF12	C2H2 zinc finger factors	Three-zinc finger Kruppel-related	0.5264342182575686	0.5215237689640425	0.1105889411058894	0.11228877112288771	0.6878441466198207	0.6560028207705545
SP2.H12CORE.0.P.D	SP2	C2H2 zinc finger factors	Three-zinc finger Kruppel-related	0.5263634421238164	0.5137808577145523	0.10848915108489152	0.2850714928507149	0.6878441466198207	0.9068034500897737
ZN749.H12CORE.0.P.C	ZNF749	C2H2 zinc finger factors	More than 3 adjacent zinc fingers	0.5260282570375509	0.5119145636302361	0.11688831116888311	0.25877412258774124	0.6972844548214501	0.8786142562214367
ZN669.H12CORE.1.P.C	ZNF669	C2H2 zinc finger factors	More than 3 adjacent zinc fingers	0.5259962074675495	0.5229738620865025	0.11688831116888311	0.1060893910608939	0.6972844548214501	0.6418629741964075
SKOR1.H12CORE.0.M.C	SKOR1	Uncharacterized	Unannotated	0.5259534747075482	0.5135824878688582	0.11918808119188082	0.2303769623037696	0.6972844548214501	0.8776519511169449
