# Expression Atlas			
# Query: Genes matching: 'default query', specifically up/down differentially expressed in 1 comparisons  given the adjusted p-value cutoff 1 and log2-fold change cutoff 0 in experiment E-GEOD-48230			
# Timestamp: Fri, 22-Oct-2021 07:16:49			
geneName	Gene Name	log2FoldChange	padj
ENSG00000147231	RADX	0.1	0.942276001415826
ENSG00000147234	FRMPD3	-0.3	0.534798179143264
ENSG00000147251	DOCK11	-0.5	0.107121469368503
ENSG00000147257	GPC3	-0.2	0.740361086068537
ENSG00000147316	MCPH1	0.2	0.593044185132927
ENSG00000147324	MFHAS1	0.2	0.430035426861683
ENSG00000147364	FBXO25	-0.1	0.924545578749905
ENSG00000147383	NSDHL	0.1	0.805683496192226
ENSG00000147394	ZNF185	-0.6	1.31560496073536E-05
ENSG00000147400	CETN2	-0.3	0.228523931229298
ENSG00000147403	RPL10	0.2	0.478036134996253
ENSG00000147408	CSGALNACT1	-0.1	0.806792668317852
ENSG00000147437	GNRH1	0.2	0.794740250369991
ENSG00000147439	BIN3	-0.1	0.805683496192226
ENSG00000147454	SLC25A37	0.2	0.452520410718464
ENSG00000147459	DOCK5	-0.3	0.204163446439553
ENSG00000147471	PLPBP	0.3	0.072759305305894
ENSG00000147475	ERLIN2	0.2	0.277008282469647
ENSG00000147526	TACC1	0.1	0.752780162588781
ENSG00000147535	PLPP5	0.2	0.445173860669786
ENSG00000147536	GINS4	0.2	0.715262002462002
ENSG00000147548	NSD3	0.2	0.483043448243022
ENSG00000147586	MRPS28	0.1	0.827906267331562
ENSG00000147592	LACTB2	0.3	0.046446896652915
ENSG00000147601	TERF1	-0.1	0.867822667940378
ENSG00000147604	RPL7	0.1	0.763890100211679
ENSG00000147606	SLC26A7	-0.2	0.71454245038738
ENSG00000147614	ATP6V0D2	0.4	0.282449888975984
ENSG00000147642	SYBU	0.4	0.039401462219145
ENSG00000147650	LRP12	0.2	0.606665002647166
ENSG00000147669	POLR2K	0.1	0.83766802506241
ENSG00000147676	MAL2	0.9	2.37913454811773E-05
ENSG00000147677	EIF3H	0.1	0.704186082714986
ENSG00000147679	UTP23	0.2	0.46129944187777
ENSG00000147684	NDUFB9	0.2	0.459525770027926
ENSG00000147687	TATDN1	0.2	0.359304508948542
ENSG00000147689	FAM83A	0.8	0.024548096638646
ENSG00000147804	SLC39A4	0.5	0.002261247059986
ENSG00000147813	NAPRT	0.2	0.770561577058815
ENSG00000147852	VLDLR	-0.7	0.022611715927658
ENSG00000147854	UHRF2	-0.1	0.846012160745301
ENSG00000147872	PLIN2	0.2	0.270524937051156
ENSG00000147874	HAUS6	0.3	0.138028076687587
ENSG00000147883	CDKN2B	-0.6	0.027024025916294
ENSG00000147889	CDKN2A	-0.2	0.67339514017883
ENSG00000147905	ZCCHC7	0.3	0.37010942428032
ENSG00000147912	FBXO10	0.3	0.442601384715249
ENSG00000147955	SIGMAR1	0.4	0.017511463169747
ENSG00000148019	CEP78	0.1	0.799806862658782
ENSG00000148057	IDNK	-0.3	0.504618248712176
ENSG00000148082	SHC3	-0.6	0.104436495731578
ENSG00000148110	MFSD14B	0.1	0.52156381573545
ENSG00000148120	AOPEP	-0.3	0.295406050620894
ENSG00000148143	ZNF462	0.1	0.861094083969959
ENSG00000148154	UGCG	0.4	0.434045684679261
ENSG00000148158	SNX30	0.2	0.395877657653098
ENSG00000148175	STOM	0.7	0.006451118984505
ENSG00000148180	GSN	-0.1	0.807070663903007
ENSG00000148187	MRRF	0.1	0.901136908232695
ENSG00000148200	NR6A1	0.1	0.843351050601787
ENSG00000148218	ALAD	-0.3	0.234055704401409
ENSG00000148219	ASTN2	0.2	0.703494756545945
ENSG00000148225	WDR31	-0.2	0.670334661174082
ENSG00000148229	POLE3	0.1	0.889642387498537
ENSG00000148248	SURF4	0.1	0.688939945979416
ENSG00000148288	GBGT1	-0.8	0.014480083610273
ENSG00000148290	SURF1	-0.1	0.856772595151549
ENSG00000148291	SURF2	0.2	0.419072715949736
ENSG00000148296	SURF6	0.2	0.354522634103694
ENSG00000148300	REXO4	0.1	0.585689312689598
ENSG00000148303	RPL7A	0.2	0.343657216961583
ENSG00000148308	GTF3C5	0.1	0.806616064343839
ENSG00000148331	ASB6	-0.1	0.653180048369082
ENSG00000148334	PTGES2	0.2	0.539229825767116
ENSG00000148335	NTMT1	0.3	0.139421610931154
ENSG00000148339	SLC25A25	0.3	0.154859707628364
ENSG00000148341	SH3GLB2	0.3	0.181263291165144
ENSG00000148344	PTGES	0.7	0.024288707745534
ENSG00000148362	PAXX	0.2	0.245254805076298
ENSG00000148384	INPP5E	0.2	0.473803424923487
ENSG00000148399	DPH7	0.2	0.594608590254636
ENSG00000148400	NOTCH1	0.2	0.392638590286085
ENSG00000148411	NACC2	-0.2	0.432962551148687
ENSG00000148426	PROSER2	0.5	0.258280016149273
ENSG00000148429	USP6NL	-0.3	0.306822270237434
ENSG00000148444	COMMD3	-0.1	0.643154329413512
ENSG00000148459	PDSS1	0.3	0.415771070002842
ENSG00000148481	MINDY3	-0.1	0.875275151643562
ENSG00000148484	RSU1	0.1	0.841644736410442
ENSG00000148498	PARD3	0.1	0.724588565984545
ENSG00000148516	ZEB1	-0.6	0.114996322350899
ENSG00000148572	NRBF2	-0.1	0.71454245038738
ENSG00000148584	A1CF	0.2	0.768648332362853
ENSG00000148606	POLR3A	-0.1	0.771211245453094
ENSG00000148655	LRMDA	-0.3	0.370695136461215
ENSG00000148660	CAMK2G	-0.1	0.847678596631229
ENSG00000148672	GLUD1	0.2	0.607363648582497
ENSG00000148677	ANKRD1	0.6	0.226598315626166
ENSG00000148680	HTR7	-0.4	0.309166942153848
ENSG00000148690	FRA10AC1	0.2	0.477356084570652
ENSG00000148700	ADD3	-0.3	0.175630752426554
ENSG00000148730	EIF4EBP2	-0.2	0.555442911845766
ENSG00000148737	TCF7L2	-0.2	0.516632677008933
ENSG00000148803	FUOM	0.5	0.100947760644112
ENSG00000148814	LRRC27	-0.2	0.645534639105255
ENSG00000148824	MTG1	-0.3	0.551435305169206
ENSG00000148832	PAOX	-0.3	0.36918200860322
ENSG00000148834	GSTO1	0.1	0.68212557195262
ENSG00000148835	TAF5	0.3	0.201946405219965
ENSG00000148840	PPRC1	0.3	0.203409677279639
ENSG00000148841	ITPRIP	-0.4	0.188645302551201
ENSG00000148843	PDCD11	0.3	0.149795510749653
ENSG00000148848	ADAM12	-0.4	0.110184282840618
ENSG00000148926	ADM	0.4	0.374953793834752
ENSG00000148935	GAS2	-0.2	0.666375236888911
ENSG00000148943	LIN7C	0.2	0.416313031792872
ENSG00000148950	IMMP1L	0.1	0.812804707159324
ENSG00000148985	PGAP2	0.2	0.585422552291754
ENSG00000149050	ZNF214	-0.3	0.554260790789642
ENSG00000149054	ZNF215	0.2	0.58661731216821
ENSG00000149084	HSD17B12	0.1	0.643154329413512
ENSG00000149089	APIP	0.2	0.267466711719661
ENSG00000149090	PAMR1	-0.4	0.422152444351967
ENSG00000149100	EIF3M	0.2	0.274493570150074
ENSG00000149136	SSRP1	0.2	0.381746725325238
ENSG00000149150	SLC43A1	0.4	0.049137741744186
ENSG00000149179	C11orf49	-0.2	0.236450168120689
ENSG00000149182	ARFGAP2	0.1	0.833935479815937
ENSG00000149187	CELF1	0.1	0.808782152126592
ENSG00000149196	HIKESHI	0.2	0.717691209972075
ENSG00000149212	SESN3	-0.4	0.464324247859412
ENSG00000149218	ENDOD1	-0.1	0.877162477339836
ENSG00000149231	CCDC82	-0.3	0.348219063934867
ENSG00000149243	KLHL35	-0.1	0.927062819423919
ENSG00000149256	TENM4	-0.3	0.340036782710042
ENSG00000149257	SERPINH1	-0.5	0.006022625533087
ENSG00000149260	CAPN5	-0.2	0.232601313091512
ENSG00000149269	PAK1	0.2	0.489771922056415
ENSG00000149273	RPS3	0.2	0.491996175273497
ENSG00000149289	ZC3H12C	0.2	0.4281793244591
ENSG00000149292	TTC12	-0.1	0.844600504629557
ENSG00000149294	NCAM1	-0.3	0.624956648642909
ENSG00000149308	NPAT	0.1	0.908978965149753
ENSG00000149311	ATM	-0.1	0.696858299044102
ENSG00000149313	AASDHPPT	-0.1	0.810725917241852
ENSG00000149346	SLX4IP	-0.1	0.810280722776654
ENSG00000149380	P4HA3	-0.2	0.642775902242066
ENSG00000149418	ST14	1.7	1.77491484274753E-08
ENSG00000149451	ADAM33	-0.3	0.57229972194277
ENSG00000149474	KAT14	-0.2	0.432020278445429
ENSG00000149476	TKFC	-0.2	0.33221251842877
ENSG00000149483	TMEM138	0.2	0.599314034610887
ENSG00000149485	FADS1	0.2	0.449517281177241
ENSG00000149489	ROM1	0.1	0.916634905716342
ENSG00000149499	EML3	0.2	0.518592435394385
ENSG00000149503	INCENP	0.1	0.792323807500744
ENSG00000149527	PLCH2	-0.1	0.874530576702157
ENSG00000149531	FRG1BP	0.3	0.672276022597469
ENSG00000149548	CCDC15	0.1	0.732714199962815
ENSG00000149554	CHEK1	0.1	0.891848008724858
ENSG00000149557	FEZ1	-0.7	0.071870016272447
ENSG00000149564	ESAM	-0.4	0.181392491917502
ENSG00000149571	KIRREL3	-0.1	0.892730321195619
ENSG00000149573	MPZL2	0.6	0.081183060293611
ENSG00000149591	TAGLN	-0.3	0.606766305303574
ENSG00000149596	JPH2	0.1	0.83766802506241
ENSG00000149600	COMMD7	0.1	0.869266914754786
ENSG00000149609	C20orf144	0.1	0.860532334364639
ENSG00000149633	KIAA1755	-0.2	0.790661267837953
ENSG00000149636	DSN1	0.2	0.629990670412069
ENSG00000149657	LSM14B	0.1	0.577976532851885
ENSG00000149658	YTHDF1	0.1	0.483476995641306
ENSG00000149679	CABLES2	0.3	0.410227827223702
ENSG00000149743	TRPT1	0.1	0.740943984580058
ENSG00000149761	NUDT22	0.1	0.807286706565772
ENSG00000149781	FERMT3	-0.2	0.703861874438346
ENSG00000149782	PLCB3	0.1	0.78497592144953
ENSG00000149792	MRPL49	0.1	0.717691209972075
ENSG00000149798	CDC42EP2	-0.1	0.950977247229671
ENSG00000149806	FAU	0.2	0.34690912219406
ENSG00000149809	TM7SF2	-0.4	0.17966035819652
ENSG00000149823	VPS51	0.1	0.633495669040242
ENSG00000149922	TBX6	-0.1	0.916791045273521
ENSG00000149923	PPP4C	0.1	0.821498795247831
ENSG00000149925	ALDOA	0.2	0.52336333535558
ENSG00000149927	DOC2A	0.4	0.18124189057261
ENSG00000149929	HIRIP3	0.2	0.553645788084128
ENSG00000149930	TAOK2	-0.1	0.821827762130393
ENSG00000149932	TMEM219	-0.2	0.441411862489201
ENSG00000149948	HMGA2	0.1	0.822295276318965
ENSG00000149970	CNKSR2	-0.1	0.865027287492492
ENSG00000150051	MKX	-0.4	0.38071253085003
ENSG00000150054	MPP7	0.1	0.894356594252231
ENSG00000150093	ITGB1	-0.2	0.387317182167579
ENSG00000150281	CTF1	-0.3	0.561120197016219
ENSG00000150316	CWC15	0.1	0.838989883967224
ENSG00000150347	ARID5B	-0.2	0.483043448243022
ENSG00000150394	CDH8	0.1	0.935738017783502
ENSG00000150401	DCUN1D2	0.2	0.546674328192249
ENSG00000150403	TMCO3	-0.1	0.670160844137754
ENSG00000150455	TIRAP	-0.2	0.583274547934824
ENSG00000150456	EEF1AKMT1	0.2	0.669225149050555
ENSG00000150457	LATS2	0.1	0.649352145146147
ENSG00000150459	SAP18	-0.1	0.737477155238098
ENSG00000150471	ADGRL3	-1.4	2.82126598019896E-05
ENSG00000150510	FAM124A	-0.1	0.905382590385747
ENSG00000150551	LYPD1	-1.1	0.00115284977593
ENSG00000150593	PDCD4	-0.2	0.243590882024413
ENSG00000150625	GPM6A	-0.8	0.059144336854233
ENSG00000150627	WDR17	-0.1	0.794320504155698
ENSG00000150628	SPATA4	-0.3	0.566123174322457
ENSG00000150630	VEGFC	-0.1	0.642775902242066
ENSG00000150636	CCDC102B	-0.6	0.093040512577132
ENSG00000150637	CD226	-0.4	0.434919410160364
ENSG00000150667	FSIP1	0.2	0.691984812207746
ENSG00000150672	DLG2	-0.1	0.927528884244332
ENSG00000150687	PRSS23	-0.5	0.018707862660818
ENSG00000150722	PPP1R1C	0.1	0.950527063638341
ENSG00000150753	CCT5	0.2	0.321598009000772
ENSG00000150756	ATPSCKMT	-0.2	0.596088843733125
ENSG00000150760	DOCK1	-0.1	0.838989883967224
ENSG00000150764	DIXDC1	-0.1	0.898489956897287
ENSG00000150768	DLAT	0.2	0.299721355614009
ENSG00000150773	PIH1D2	-0.6	0.181392491917502
ENSG00000150782	IL18	0.1	0.920317941526096
ENSG00000150787	PTS	0.2	0.422133637560823
ENSG00000150867	PIP4K2A	-0.2	0.189340581526298
ENSG00000150893	FREM2	-1	0.005839312636498
ENSG00000150907	FOXO1	0.4	0.127515956212079
ENSG00000150938	CRIM1	0.1	0.658353175741857
ENSG00000150967	ABCB9	-0.1	0.816753879320983
ENSG00000150977	RILPL2	-0.1	0.64943195790483
ENSG00000150991	UBC	0.2	0.522892240281284
ENSG00000150995	ITPR1	-0.1	0.831307989589801
ENSG00000151006	PRSS53	0.2	0.634560073741878
ENSG00000151012	SLC7A11	-0.1	0.794320504155698
ENSG00000151014	NOCT	0.1	0.878409845077782
ENSG00000151065	DCP1B	-0.5	0.122681656229637
ENSG00000151090	THRB	0.4	0.12076892141137
ENSG00000151092	NGLY1	0.1	0.849102390906969
ENSG00000151093	OXSM	-0.1	0.845242707543014
ENSG00000151117	TMEM86A	-0.7	0.066603175642136
ENSG00000151131	C12orf45	0.4	0.095421656935231
ENSG00000151135	TMEM263	-0.1	0.835221785532816
ENSG00000151136	BTBD11	-0.2	0.468652663220684
ENSG00000151148	UBE3B	-0.2	0.463445936319974
ENSG00000151150	ANK3	-0.3	0.255319030626593
ENSG00000151164	RAD9B	0.3	0.673548720381413
ENSG00000151208	DLG5	0.1	0.763016172976793
ENSG00000151229	SLC2A13	0.1	0.807070663903007
ENSG00000151239	TWF1	0.5	0.078555259337939
ENSG00000151247	EIF4E	0.1	0.843122422956978
ENSG00000151276	MAGI1	-0.4	0.082895340158282
ENSG00000151287	TEX30	0.2	0.539260645437177
ENSG00000151320	AKAP6	-0.7	0.007386507167842
ENSG00000151322	NPAS3	-0.5	0.335248216718084
ENSG00000151327	FAM177A1	0.3	0.089456738187183
ENSG00000151332	MBIP	0.1	0.63628051307349
ENSG00000151348	EXT2	-0.1	0.623773110775704
ENSG00000151353	TMEM18	0.2	0.379064530996467
ENSG00000151364	KCTD14	-0.1	0.903229981880857
ENSG00000151376	ME3	-0.1	0.83766802506241
ENSG00000151388	ADAMTS12	0.1	0.847678596631229
ENSG00000151413	NUBPL	0.2	0.507785642770863
ENSG00000151414	NEK7	-0.2	0.560688588414093
ENSG00000151422	FER	-0.1	0.582116171943478
ENSG00000151445	VIPAS39	-0.1	0.570275317395831
ENSG00000151458	ANKRD50	-0.3	0.223750312158714
ENSG00000151461	UPF2	0.1	0.728066246707637
ENSG00000151465	CDC123	0.1	0.750429830154463
ENSG00000151466	SCLT1	0.1	0.760889004223873
ENSG00000151470	C4orf33	-0.4	0.355577496844298
ENSG00000151474	FRMD4A	-0.2	0.329084968517468
ENSG00000151498	ACAD8	-0.1	0.834925900680657
ENSG00000151503	NCAPD3	0.3	0.181392491917502
ENSG00000151532	VTI1A	-0.1	0.588231486510147
ENSG00000151552	QDPR	0.1	0.670967218126814
ENSG00000151553	FAM160B1	0.1	0.748918839672783
ENSG00000151572	ANO4	-0.6	0.123406956845038
ENSG00000151575	TEX9	-0.6	0.147655520772602
ENSG00000151576	QTRT2	0.1	0.841221004830662
ENSG00000151611	MMAA	0.1	0.916634905716342
ENSG00000151612	ZNF827	-0.4	0.111559766215795
ENSG00000151617	EDNRA	0.5	0.257412428165665
ENSG00000151623	NR3C2	-0.1	0.902197865271202
ENSG00000151632	AKR1C2	0.1	0.836724475316994
ENSG00000151640	DPYSL4	-0.4	0.278755273402422
ENSG00000151651	ADAM8	0.5	0.361738505175745
ENSG00000151689	INPP1	-0.3	0.245190422934501
ENSG00000151690	MFSD6	0.3	0.236997832182191
ENSG00000151692	RNF144A	-0.2	0.537874018510501
ENSG00000151693	ASAP2	0.1	0.495939828112806
ENSG00000151694	ADAM17	0.1	0.891422554333745
ENSG00000151702	FLI1	-0.9	0.016884944004683
ENSG00000151715	TMEM45B	0.2	0.790661267837953
ENSG00000151718	WWC2	0.4	0.065173887439675
ENSG00000151725	CENPU	0.3	0.317105906881462
ENSG00000151726	ACSL1	0.3	0.166000477326221
ENSG00000151729	SLC25A4	0.1	0.859496316730776
ENSG00000151743	AMN1	0.4	0.380574443609173
ENSG00000151748	SAV1	0.3	0.296961039766041
ENSG00000151778	SERP2	-0.2	0.660433471584265
ENSG00000151779	NBAS	0.1	0.821498795247831
ENSG00000151789	ZNF385D	-0.2	0.305970498180825
ENSG00000151806	GUF1	0.1	0.663109937019691
ENSG00000151835	SACS	-0.1	0.841644736410442
ENSG00000151846	PABPC3	0.2	0.735018956493528
ENSG00000151849	CENPJ	0.4	0.12404909343031
ENSG00000151876	FBXO4	0.3	0.373818752790552
ENSG00000151881	TMEM267	0.2	0.402654673714254
ENSG00000151882	CCL28	-0.1	0.904419228206912
ENSG00000151883	PARP8	-0.1	0.872534181638983
ENSG00000151914	DST	-0.1	0.818208915785513
ENSG00000151917	BEND6	-0.7	0.027925837850391
ENSG00000151929	BAG3	-0.6	0.015116981703735
ENSG00000151967	SCHIP1	0.1	0.929422543032147
ENSG00000152056	AP1S3	0.4	0.050159234412541
ENSG00000152061	RABGAP1L	0.1	0.895959870910448
ENSG00000152076	CCDC74B	-0.1	0.845561107631805
ENSG00000152078	TLCD4	0.4	0.003982889585975
ENSG00000152082	MZT2B	0.1	0.714728487990831
ENSG00000152104	PTPN14	-0.2	0.501113746901866
ENSG00000152117	AC073869.1	0.1	0.915737015924233
ENSG00000152127	MGAT5	-0.4	0.219644733533144
ENSG00000152128	TMEM163	-0.8	0.037010800910619
ENSG00000152137	HSPB8	1.1	0.001153184711646
ENSG00000152147	GEMIN6	0.2	0.568994752807371
ENSG00000152154	TMEM178A	0.2	0.816297504461491
ENSG00000152208	GRID2	-0.3	0.400108679849085
ENSG00000152217	SETBP1	-0.2	0.801961581163711
ENSG00000152219	ARL14EP	0.1	0.814138169775667
ENSG00000152229	PSTPIP2	-0.1	0.891422554333745
ENSG00000152234	ATP5F1A	0.2	0.449987700875015
ENSG00000152242	C18orf25	-0.1	0.835748697624647
ENSG00000152253	SPC25	0.2	0.561279019054387
ENSG00000152270	PDE3B	0.7	0.078660040662535
ENSG00000152284	TCF7L1	-0.3	0.310961639565776
ENSG00000152291	TGOLN2	-0.4	0.17053145811989
ENSG00000152292	SH2D6	0.3	0.57972113840443
ENSG00000152332	UHMK1	-0.1	0.609062023602072
ENSG00000152348	ATG10	-0.1	0.876057334465932
ENSG00000152377	SPOCK1	-0.6	0.014126564207883
ENSG00000152380	FAM151B	-0.3	0.59030372313759
ENSG00000152382	TADA1	0.1	0.758421059259013
ENSG00000152404	CWF19L2	0.2	0.36430723351936
ENSG00000152409	JMY	0.2	0.76345798663631
ENSG00000152413	HOMER1	0.1	0.737569322630636
ENSG00000152422	XRCC4	0.6	0.003041187294257
ENSG00000152433	ZNF547	-0.5	0.245683274037036
ENSG00000152439	ZNF773	-0.5	0.155467883224206
ENSG00000152443	ZNF776	-0.4	0.065938296707792
ENSG00000152454	AC010326.1	0.1	0.767751353082137
ENSG00000152455	SUV39H2	0.1	0.811177001862954
ENSG00000152457	DCLRE1C	-0.1	0.834706066129469
ENSG00000152464	RPP38	0.2	0.692542942847719
ENSG00000152465	NMT2	0.2	0.465384040327553
ENSG00000152475	ZNF837	0.2	0.775655245453313
ENSG00000152484	USP12	-0.3	0.395558769825769
ENSG00000152495	CAMK4	-0.8	0.032071776569595
ENSG00000152503	TRIM36	-0.9	0.009633524395848
ENSG00000152518	ZFP36L2	0.4	0.020681125230079
ENSG00000152520	PAN3	-0.1	0.620507639844134
ENSG00000152527	PLEKHH2	-0.4	0.211299151636628
ENSG00000152556	PFKM	0.1	0.510432866459869
ENSG00000152558	TMEM123	0.3	0.076501197526489
ENSG00000152582	SPEF2	-0.1	0.82633985031958
ENSG00000152601	MBNL1	-0.1	0.739991919927631
ENSG00000152620	NADK2	0.1	0.558921283217493
ENSG00000152642	GPD1L	0.4	0.033459957482034
ENSG00000152661	GJA1	-0.6	0.097667396968208
ENSG00000152669	CCNO	0.2	0.530794456150815
ENSG00000152670	DDX4	-0.8	0.032935071513219
ENSG00000152684	PELO	0.1	0.867697074316659
ENSG00000152689	RASGRP3	-0.4	0.335209804204043
ENSG00000152700	SAR1B	0.1	0.819130734482812
ENSG00000152705	CATSPER3	0.1	0.894554884162629
ENSG00000152749	GPR180	0.2	0.401887678576072
ENSG00000152763	WDR78	-0.7	0.045981213266306
ENSG00000152766	ANKRD22	1.3	2.31472552391727E-05
ENSG00000152767	FARP1	0.2	0.331665966004505
ENSG00000152779	SLC16A12	-0.4	0.410819833539193
ENSG00000152782	PANK1	0.2	0.416313031792872
ENSG00000152784	PRDM8	0.2	0.281308423086858
ENSG00000152795	HNRNPDL	-0.1	0.712328275337612
ENSG00000152804	HHEX	0.2	0.611313015923093
ENSG00000152894	PTPRK	-0.1	0.744002365049741
ENSG00000152904	GGPS1	-0.1	0.841644736410442
ENSG00000152926	ZNF117	-0.1	0.949667036566461
ENSG00000152939	MARVELD2	0.8	0.004270981027326
ENSG00000152944	MED21	-0.1	0.791349281796395
ENSG00000152952	PLOD2	-0.3	0.282171662856991
ENSG00000152953	STK32B	-0.1	0.935499922011583
ENSG00000152969	JAKMIP1	0.2	0.735201939136662
ENSG00000153015	CWC27	0.2	0.438432551217396
ENSG00000153029	MR1	-0.3	0.448714614010774
ENSG00000153044	CENPH	0.5	0.021745148463832
ENSG00000153046	CDYL	0.2	0.341777321068399
ENSG00000153048	CARHSP1	0.1	0.803471030537685
ENSG00000153064	BANK1	0.1	0.835748697624647
ENSG00000153066	TXNDC11	0.1	0.822295276318965
ENSG00000153071	DAB2	-0.3	0.123050116628228
ENSG00000153086	ACMSD	-0.2	0.816656283325097
ENSG00000153093	ACOXL	1.4	1.59089296722692E-05
ENSG00000153094	BCL2L11	0.2	0.537690691397626
ENSG00000153107	ANAPC1	0.1	0.886248690867314
ENSG00000153113	CAST	-0.1	0.849102390906969
ENSG00000153130	SCOC	0.1	0.7226982589537
ENSG00000153132	CLGN	-0.5	0.082895340158282
ENSG00000153140	CETN3	0.1	0.816297504461491
ENSG00000153147	SMARCA5	-0.2	0.305276591294039
ENSG00000153157	SYCP2L	0.3	0.659127358495179
ENSG00000153162	BMP6	-0.9	0.000210996096127
ENSG00000153179	RASSF3	0.1	0.800135512662518
ENSG00000153201	RANBP2	-0.1	0.743598906985714
ENSG00000153207	AHCTF1	0.2	0.206826236253638
ENSG00000153208	MERTK	-0.5	0.265581436462434
ENSG00000153214	TMEM87B	0.1	0.820900821639631
ENSG00000153233	PTPRR	0.6	0.184734517254185
ENSG00000153234	NR4A2	-0.2	0.813929154305974
ENSG00000153237	CCDC148	-0.2	0.775869985672127
ENSG00000153246	PLA2R1	-0.2	0.651992739490851
ENSG00000153250	RBMS1	-0.1	0.661011614088345
ENSG00000153253	SCN3A	-0.5	0.296083849271525
ENSG00000153283	CD96	-0.8	0.047219398002133
ENSG00000153291	SLC25A27	-0.2	0.778904486654196
ENSG00000153292	ADGRF1	-0.2	0.451952374238825
ENSG00000153294	ADGRF4	0.4	0.507791732022077
ENSG00000153310	FAM49B	0.1	0.563812901735938
ENSG00000153317	ASAP1	-0.1	0.79565846745522
ENSG00000153363	LINC00467	-0.1	0.837936411934185
ENSG00000153391	INO80C	0.2	0.637887134252055
ENSG00000153395	LPCAT1	-0.1	0.834925900680657
ENSG00000153404	PLEKHG4B	-0.6	0.219262736849895
ENSG00000153406	NMRAL1	0.1	0.60772676442616
ENSG00000153443	UBALD1	0.1	0.800374514574076
ENSG00000153485	TMEM251	-0.2	0.574091053789822
ENSG00000153487	ING1	0.1	0.700331177066563
ENSG00000153558	FBXL2	-0.1	0.733490781394481
ENSG00000153560	UBP1	-0.1	0.790661267837953
ENSG00000153561	RMND5A	0.1	0.694714358489495
ENSG00000153563	CD8A	0.3	0.582074818210629
ENSG00000153574	RPIA	0.3	0.369568035728309
ENSG00000153707	PTPRD	-0.5	0.183461452859286
ENSG00000153714	LURAP1L	0.3	0.3765796365447
ENSG00000153721	CNKSR3	0.1	0.89636823763698
ENSG00000153767	GTF2E1	-0.1	0.876320031270496
ENSG00000153786	ZDHHC7	0.2	0.445092126102701
ENSG00000153790	C7orf31	-0.5	0.15665278749987
ENSG00000153814	JAZF1	-0.2	0.68985282724263
ENSG00000153815	CMIP	0.1	0.634820259336414
ENSG00000153823	PID1	0.2	0.574065825745914
ENSG00000153827	TRIP12	-0.1	0.662356266941581
ENSG00000153832	FBXO36	0.1	0.863817335502079
ENSG00000153879	CEBPG	0.3	0.24410046649598
ENSG00000153885	KCTD15	-0.2	0.282819652114878
ENSG00000153898	MCOLN2	0.2	0.521486634130586
ENSG00000153902	LGI4	0.1	0.841644736410442
ENSG00000153904	DDAH1	0.1	0.8657017663458
ENSG00000153930	ANKFN1	0.3	0.605598399994852
ENSG00000153933	DGKE	-0.2	0.580060193389285
ENSG00000153944	MSI2	-0.3	0.261704229895036
ENSG00000153956	CACNA2D1	-0.7	0.08221537353272
ENSG00000153975	ZUP1	0.1	0.70511632858543
ENSG00000153976	HS3ST3A1	0.5	0.294080195218239
ENSG00000153982	GDPD1	-0.1	0.699041228384965
ENSG00000153989	NUS1	0.1	0.866198272039333
ENSG00000153993	SEMA3D	-0.3	0.14644490429975
ENSG00000154001	PPP2R5E	0.2	0.14877953066945
ENSG00000154027	AK5	-0.6	0.178130242135688
ENSG00000154040	CABYR	-0.1	0.748199654536867
ENSG00000154059	IMPACT	0.2	0.582074818210629
ENSG00000154065	ANKRD29	0.1	0.811669148681967
ENSG00000154079	SDHAF4	0.3	0.443144805362913
ENSG00000154102	C16orf74	0.4	0.029644012723947
ENSG00000154114	TBCEL	-0.2	0.518945583099849
ENSG00000154122	ANKH	-0.3	0.232245950075704
ENSG00000154133	ROBO4	-0.2	0.499036465850306
ENSG00000154134	ROBO3	0.2	0.583639553707258
ENSG00000154146	NRGN	-0.4	0.312837010386568
ENSG00000154153	RETREG1	-0.6	0.164798781239824
ENSG00000154174	TOMM70	0.2	0.468701814105245
ENSG00000154175	ABI3BP	-0.3	0.344523178699142
ENSG00000154188	ANGPT1	-0.9	0.024463076058788
ENSG00000154217	PITPNC1	-0.4	0.047883588823893
ENSG00000154222	CC2D1B	-0.2	0.297888117351004
ENSG00000154229	PRKCA	-0.3	0.164708848997811
ENSG00000154237	LRRK1	0.4	0.104375937144343
ENSG00000154240	CEP112	-0.5	0.01021823941872
ENSG00000154262	ABCA6	-0.5	0.260121409349435
ENSG00000154263	ABCA10	-0.5	0.181302450691521
ENSG00000154265	ABCA5	0.2	0.483043448243022
ENSG00000154269	ENPP3	0.1	0.938920646046197
ENSG00000154309	DISP1	-0.4	0.273337821663832
ENSG00000154310	TNIK	-0.4	0.123500713132304
ENSG00000154319	FAM167A	0.3	0.663243710451511
ENSG00000154328	NEIL2	0.4	0.091645107449346
ENSG00000154330	PGM5	0.5	0.022076770244541
ENSG00000154359	LONRF1	0.6	0.050391682736164
ENSG00000154370	TRIM11	0.2	0.449880706566163
ENSG00000154380	ENAH	0.1	0.688939945979416
ENSG00000154447	SH3RF1	-0.1	0.81585121177749
ENSG00000154473	BUB3	0.1	0.691349913370125
ENSG00000154479	CCDC173	-0.3	0.652166987731697
ENSG00000154493	C10orf90	-0.6	0.127970342947863
ENSG00000154511	DIPK1A	0.1	0.641835489877555
