# Expression Atlas			
# Query: Genes matching: 'default query', specifically up/down differentially expressed in 1 comparisons  given the adjusted p-value cutoff 1 and log2-fold change cutoff 0 in experiment E-GEOD-48230			
# Timestamp: Fri, 22-Oct-2021 07:16:49			
geneName	Gene Name	log2FoldChange	padj
ENSG00000103257	SLC7A5	0.6	0.002720927458552
ENSG00000103260	METRN	0.3	0.180160959134278
ENSG00000103266	STUB1	0.1	0.615934925745233
ENSG00000103269	RHBDL1	0.4	0.338742320096633
ENSG00000103274	NUBP1	0.1	0.77187763521722
ENSG00000103275	UBE2I	0.2	0.46213396670427
ENSG00000103319	EEF2K	0.2	0.204603490513198
ENSG00000103326	CAPN15	0.3	0.064726367392063
ENSG00000103335	PIEZO1	0.3	0.055301500182043
ENSG00000103342	GSPT1	0.2	0.412174554669784
ENSG00000103343	ZNF174	-0.3	0.295582323387438
ENSG00000103351	CLUAP1	-0.2	0.607363648582497
ENSG00000103353	UBFD1	-0.1	0.642699349865743
ENSG00000103356	EARS2	0.2	0.551215230416898
ENSG00000103365	GGA2	0.2	0.483839682220543
ENSG00000103404	USP31	0.2	0.406775572172202
ENSG00000103415	HMOX2	0.2	0.443317117176485
ENSG00000103423	DNAJA3	0.3	0.183461452859286
ENSG00000103429	BFAR	-0.1	0.81781837329669
ENSG00000103479	RBL2	0.2	0.426777371231024
ENSG00000103490	PYCARD	-0.1	0.863522938080708
ENSG00000103494	RPGRIP1L	0.1	0.794320504155698
ENSG00000103495	MAZ	0.1	0.743708974727794
ENSG00000103496	STX4	-0.1	0.75403087782546
ENSG00000103507	BCKDK	0.1	0.797165402934863
ENSG00000103510	KAT8	0.3	0.380335816007867
ENSG00000103512	NOMO1	-0.1	0.768435355545679
ENSG00000103528	SYT17	0.2	0.443178818043178
ENSG00000103534	TMC5	-0.2	0.596251754358083
ENSG00000103544	VPS35L	-0.6	0.023042273160462
ENSG00000103549	RNF40	-0.2	0.231785440299093
ENSG00000103550	KNOP1	0.3	0.204603490513198
ENSG00000103599	IQCH	-0.2	0.800135512662518
ENSG00000103642	LACTB	0.2	0.566557073362186
ENSG00000103647	CORO2B	-1.1	0.000517630393846
ENSG00000103671	TRIP4	-0.2	0.483601973361019
ENSG00000103742	IGDCC4	-0.1	0.877162477339836
ENSG00000103811	CTSH	0.2	0.37760433380681
ENSG00000103852	TTC23	-0.1	0.761930810786656
ENSG00000103855	CD276	0.1	0.563812901735938
ENSG00000103876	FAH	0.4	0.038382750103681
ENSG00000103888	CEMIP	-0.3	0.554509539235544
ENSG00000103932	RPAP1	0.1	0.761930810786656
ENSG00000103942	HOMER2	0.3	0.3399278035122
ENSG00000103966	EHD4	0.1	0.580397144382186
ENSG00000103978	TMEM87A	-0.1	0.656494211986868
ENSG00000103994	ZNF106	0.1	0.853410101138881
ENSG00000103995	CEP152	0.3	0.356025224849203
ENSG00000104043	ATP8B4	-0.1	0.930988327076566
ENSG00000104044	OCA2	-0.4	0.481243692883823
ENSG00000104047	DTWD1	0.1	0.824119680132946
ENSG00000104064	GABPB1	0.1	0.790864376826847
ENSG00000104067	TJP1	0.1	0.688939945979416
ENSG00000104081	BMF	-0.7	0.013083807303383
ENSG00000104093	DMXL2	-0.1	0.77166886513014
ENSG00000104129	DNAJC17	-0.1	0.839267402215791
ENSG00000104133	SPG11	0.1	0.735018956493528
ENSG00000104140	RHOV	0.4	0.202633800191116
ENSG00000104142	VPS18	-0.4	0.211101690026596
ENSG00000104147	OIP5	0.1	0.728854882277813
ENSG00000104154	SLC30A4	-0.2	0.589933009348814
ENSG00000104164	BLOC1S6	-0.1	0.860200056450031
ENSG00000104177	MYEF2	-0.1	0.703697811137764
ENSG00000104213	PDGFRL	-0.1	0.779227275139095
ENSG00000104218	CSPP1	0.1	0.904525653524155
ENSG00000104221	BRF2	-0.1	0.764024695837177
ENSG00000104228	TRIM35	0.2	0.595468573941147
ENSG00000104231	ZFAND1	0.5	0.076396109503161
ENSG00000104237	RP1	-0.5	0.154859707628364
ENSG00000104290	FZD3	0.2	0.490007873565318
ENSG00000104299	INTS9	0.1	0.810880019628363
ENSG00000104312	RIPK2	-0.1	0.777990277331546
ENSG00000104313	EYA1	-0.6	0.056890560835799
ENSG00000104320	NBN	0.1	0.848306140832096
ENSG00000104324	CPQ	-0.6	0.014284068423535
ENSG00000104325	DECR1	-0.2	0.497785341438561
ENSG00000104332	SFRP1	-0.5	0.251664789509193
ENSG00000104356	POP1	-0.1	0.918439325051038
ENSG00000104369	JPH1	1.1	5.73760397317357E-06
ENSG00000104375	STK3	0.1	0.642775902242066
ENSG00000104381	GDAP1	-0.2	0.642775902242066
ENSG00000104408	EIF3E	0.2	0.380335816007867
ENSG00000104412	EMC2	0.2	0.483043448243022
ENSG00000104413	ESRP1	4	2.53050798410802E-67
ENSG00000104415	CCN4	0.1	0.936834688667974
ENSG00000104419	NDRG1	-0.1	0.948692527671992
ENSG00000104427	ZC2HC1A	-0.3	0.36209716788955
ENSG00000104442	ARMC1	0.2	0.422133637560823
ENSG00000104447	TRPS1	-0.3	0.348289632756021
ENSG00000104472	CHRAC1	0.2	0.254532118918953
ENSG00000104497	SNX16	-0.1	0.766020243329086
ENSG00000104517	UBR5	0.1	0.683260914193114
ENSG00000104518	GSDMD	0.2	0.39964111942641
ENSG00000104522	TSTA3	0.2	0.397605018693676
ENSG00000104524	PYCR3	0.2	0.561279019054387
ENSG00000104529	EEF1D	0.2	0.421962337612755
ENSG00000104549	SQLE	0.5	0.038762998971153
ENSG00000104611	SH2D4A	0.3	0.217127504928611
ENSG00000104613	INTS10	0.2	0.154202151105386
ENSG00000104626	ERI1	0.3	0.326880441348624
ENSG00000104671	DCTN6	0.1	0.696549986803382
ENSG00000104679	R3HCC1	-0.1	0.842016652832174
ENSG00000104687	GSR	0.2	0.422367799003003
ENSG00000104689	TNFRSF10A	0.3	0.315646831881991
ENSG00000104691	UBXN8	-0.1	0.84042403921178
ENSG00000104695	PPP2CB	0.1	0.746469070056814
ENSG00000104714	ERICH1	0.1	0.895724881971141
ENSG00000104722	NEFM	0.1	0.901927245485019
ENSG00000104723	TUSC3	-0.1	0.716776376518148
ENSG00000104728	ARHGEF10	0.2	0.792323807500744
ENSG00000104731	KLHDC4	0.2	0.443192595178119
ENSG00000104738	MCM4	0.3	0.438432551217396
ENSG00000104756	KCTD9	0.1	0.748275179625037
ENSG00000104763	ASAH1	0.1	0.642131326334955
ENSG00000104765	BNIP3L	-0.1	0.816753879320983
ENSG00000104774	MAN2B1	-0.1	0.887636606616439
ENSG00000104783	KCNN4	-0.3	0.243471209057207
ENSG00000104805	NUCB1	-0.1	0.717691209972075
ENSG00000104808	DHDH	0.7	0.112605529495356
ENSG00000104814	MAP4K1	-0.5	0.234736179260616
ENSG00000104824	HNRNPL	0.1	0.571982499684837
ENSG00000104825	NFKBIB	0.1	0.669480589172195
ENSG00000104833	TUBB4A	-0.3	0.473808487084732
ENSG00000104835	SARS2	0.1	0.94005509572683
ENSG00000104852	SNRNP70	0.2	0.401137400148607
ENSG00000104853	CLPTM1	-0.1	0.82877338684109
ENSG00000104856	RELB	0.3	0.436212517007012
ENSG00000104859	CLASRP	0.1	0.59687885933986
ENSG00000104863	LIN7B	0.4	0.292525496549368
ENSG00000104870	FCGRT	-0.2	0.694060397634685
ENSG00000104881	PPP1R13L	0.4	0.148132958613068
ENSG00000104885	DOT1L	-0.2	0.451164902138063
ENSG00000104886	PLEKHJ1	0.3	0.217485216005492
ENSG00000104888	SLC17A7	-0.2	0.703045671033084
ENSG00000104889	RNASEH2A	-0.1	0.951789273697731
ENSG00000104892	KLC3	0.9	0.012114966795799
ENSG00000104894	CD37	-0.1	0.839267402215791
ENSG00000104897	SF3A2	0.3	0.17966035819652
ENSG00000104901	DKKL1	0.3	0.575694672057611
ENSG00000104903	LYL1	-0.4	0.499628449458588
ENSG00000104904	OAZ1	0.1	0.659454259891437
ENSG00000104907	TRMT1	0.3	0.384440108149236
ENSG00000104915	STX10	0.2	0.532158137114577
ENSG00000104936	DMPK	-0.2	0.505726674391055
ENSG00000104951	IL4I1	0.3	0.539273816689272
ENSG00000104953	TLE6	0.1	0.945804809272919
ENSG00000104957	CCDC130	-0.1	0.743006849135602
ENSG00000104964	TLE5	-0.1	0.794740250369991
ENSG00000104967	NOVA2	-0.5	0.132273276783602
ENSG00000104969	SGTA	0.1	0.767868152876152
ENSG00000104976	SNAPC2	-0.1	0.874005487902239
ENSG00000104979	C19orf53	0.1	0.821782354217272
ENSG00000104980	TIMM44	0.4	0.153871581268648
ENSG00000104983	CCDC61	0.4	0.097667396968208
ENSG00000105011	ASF1B	0.3	0.488075460906877
ENSG00000105048	TNNT1	0.2	0.506053862854502
ENSG00000105053	VRK3	-0.1	0.615934925745233
ENSG00000105058	FAM32A	-0.1	0.4624363096309
ENSG00000105085	MED26	0.1	0.89636823763698
ENSG00000105088	OLFM2	0.7	0.055946403370923
ENSG00000105127	AKAP8	0.1	0.829106403125773
ENSG00000105135	ILVBL	-0.1	0.822295276318965
ENSG00000105136	ZNF419	-0.2	0.603240191124762
ENSG00000105137	SYDE1	-0.4	0.400237009915794
ENSG00000105146	AURKC	0.4	0.382331419856697
ENSG00000105173	CCNE1	0.4	0.14027552869817
ENSG00000105176	URI1	0.3	0.16808927856246
ENSG00000105185	PDCD5	0.3	0.102258793592778
ENSG00000105186	ANKRD27	0.4	0.094853424022589
ENSG00000105193	RPS16	0.2	0.242044918292637
ENSG00000105197	TIMM50	0.1	0.780902690659223
ENSG00000105202	FBL	0.4	0.088811972678552
ENSG00000105204	DYRK1B	-0.6	0.039888590117402
ENSG00000105220	GPI	0.1	0.785171718446055
ENSG00000105223	PLD3	-0.2	0.454869452959923
ENSG00000105227	PRX	0.3	0.329039415469187
ENSG00000105245	NUMBL	-0.1	0.897180479843719
ENSG00000105246	EBI3	-0.2	0.73057961681916
ENSG00000105254	TBCB	-0.1	0.736664288525176
ENSG00000105255	FSD1	-0.3	0.366967712346731
ENSG00000105258	POLR2I	0.1	0.659454259891437
ENSG00000105281	SLC1A5	0.5	0.022592392770795
ENSG00000105287	PRKD2	0.1	0.828588286923102
ENSG00000105289	TJP3	1.3	1.78181395293777E-05
ENSG00000105290	APLP1	-0.3	0.136409693551707
ENSG00000105298	CACTIN	0.1	0.608071027722446
ENSG00000105321	CCDC9	0.1	0.885412838961615
ENSG00000105325	FZR1	-0.1	0.868242388689703
ENSG00000105327	BBC3	0.4	0.512586670902009
ENSG00000105329	TGFB1	-0.1	0.814138169775667
ENSG00000105339	DENND3	0.6	0.049307777818711
ENSG00000105355	PLIN3	-0.2	0.319028026553735
ENSG00000105357	MYH14	0.4	0.045758212414575
ENSG00000105364	MRPL4	0.3	0.106838802379114
ENSG00000105369	CD79A	-0.2	0.795109436708965
ENSG00000105372	RPS19	0.2	0.556155279114451
ENSG00000105373	NOP53	0.2	0.67238175318747
ENSG00000105376	ICAM5	0.5	0.140503165382864
ENSG00000105379	ETFB	0.2	0.504081798397
ENSG00000105383	CD33	0.9	0.021842183651982
ENSG00000105397	TYK2	-0.1	0.501605062857515
ENSG00000105402	NAPA	-0.1	0.720039810643343
ENSG00000105409	ATP1A3	0.4	0.176024194484912
ENSG00000105419	MEIS3	0.3	0.67117600587851
ENSG00000105426	PTPRS	0.1	0.767415885563024
ENSG00000105427	CNFN	0.2	0.741701685832627
ENSG00000105429	MEGF8	-0.5	0.093833147260013
ENSG00000105438	KDELR1	0.1	0.847678596631229
ENSG00000105443	CYTH2	-0.3	0.03274838702281
ENSG00000105447	GRWD1	0.1	0.830879630819175
ENSG00000105464	GRIN2D	0.3	0.360093230776915
ENSG00000105467	SYNGR4	-0.5	0.25358710098317
ENSG00000105479	CCDC114	-0.2	0.73811344858568
ENSG00000105483	CARD8	-0.2	0.41114012580281
ENSG00000105486	LIG1	0.3	0.219368250051173
ENSG00000105497	ZNF175	-0.3	0.202235517468839
ENSG00000105499	PLA2G4C	-0.2	0.754111342435964
ENSG00000105514	RAB3D	0.2	0.445758920439837
ENSG00000105516	DBP	0.1	0.915781636316713
ENSG00000105518	TMEM205	0.1	0.495312061686103
ENSG00000105519	CAPS	-0.5	0.030951506356697
ENSG00000105549	THEG	0.2	0.748918839672783
ENSG00000105552	BCAT2	0.3	0.113180247377295
ENSG00000105559	PLEKHA4	-0.4	0.38423610073349
ENSG00000105576	TNPO2	0.2	0.447754958304255
ENSG00000105607	GCDH	0.1	0.619948157855355
ENSG00000105612	DNASE2	0.1	0.810725917241852
ENSG00000105613	MAST1	0.2	0.477738712035043
ENSG00000105617	LENG1	0.2	0.52336333535558
ENSG00000105619	TFPT	-0.2	0.362310955817685
ENSG00000105639	JAK3	0.2	0.588214495796901
ENSG00000105640	RPL18A	0.2	0.608748125357544
ENSG00000105642	KCNN1	0.1	0.873491114424477
ENSG00000105649	RAB3A	0.6	5.68547986303988E-05
ENSG00000105655	ISYNA1	0.1	0.735201939136662
ENSG00000105656	ELL	0.1	0.551607738244311
ENSG00000105669	COPE	0.2	0.412124060926131
ENSG00000105671	DDX49	-0.1	0.841221004830662
ENSG00000105672	ETV2	-0.1	0.940618308141414
ENSG00000105676	ARMC6	0.2	0.539229825767116
ENSG00000105677	TMEM147	0.3	0.2155097338684
ENSG00000105696	TMEM59L	-0.6	0.168687971075153
ENSG00000105699	LSR	3.4	6.43337428677524E-51
ENSG00000105700	KXD1	0.1	0.743017621087495
ENSG00000105705	SUGP1	-0.1	0.679047502198693
ENSG00000105711	SCN1B	-0.3	0.257297390737795
ENSG00000105717	PBX4	0.5	0.132149811754699
ENSG00000105722	ERF	-0.1	0.836688887418795
ENSG00000105726	ATP13A1	-0.1	0.666990562769938
ENSG00000105732	ZNF574	0.1	0.839366448766636
ENSG00000105737	GRIK5	0.2	0.707325355779992
ENSG00000105738	SIPA1L3	-0.1	0.800123247132626
ENSG00000105750	ZNF85	-0.7	0.088811972678552
ENSG00000105767	CADM4	0.3	0.265581436462434
ENSG00000105771	SMG9	-0.1	0.729033019947159
ENSG00000105792	CFAP69	-0.1	0.877260529376087
ENSG00000105793	GTPBP10	0.1	0.697263328593188
ENSG00000105821	DNAJC2	0.1	0.736969176562187
ENSG00000105825	TFPI2	-0.8	0.000359146167279
ENSG00000105829	BET1	-0.1	0.906254438557915
ENSG00000105835	NAMPT	0.4	0.079655825841639
ENSG00000105849	TWISTNB	0.1	0.558908494365346
ENSG00000105854	PON2	-0.4	0.064176259922455
ENSG00000105855	ITGB8	0.2	0.516262377849137
ENSG00000105856	HBP1	-0.2	0.518640408194507
ENSG00000105865	DUS4L	0.1	0.902209380822372
ENSG00000105866	SP4	-0.1	0.782388790155265
ENSG00000105875	WDR91	-0.1	0.884770886571922
ENSG00000105894	PTN	-0.9	2.44110756218795E-05
ENSG00000105926	MPP6	0.1	0.778510958004782
ENSG00000105928	GSDME	-0.1	0.920660547406711
ENSG00000105929	ATP6V0A4	-0.8	0.050512579401328
ENSG00000105939	ZC3HAV1	-0.3	0.45078509877066
ENSG00000105953	OGDH	0.2	0.26221786304996
ENSG00000105963	ADAP1	0.6	0.184090541488716
ENSG00000105967	TFEC	-0.2	0.78054154508454
ENSG00000105971	CAV2	0.6	0.005562831889001
ENSG00000105974	CAV1	0.1	0.546263646778191
ENSG00000105976	MET	0.3	0.015029848392147
ENSG00000105982	RNF32	-0.1	0.872534181638983
ENSG00000105983	LMBR1	0.2	0.490472232804246
ENSG00000105991	HOXA1	0.2	0.738128075878506
ENSG00000105993	DNAJB6	-0.1	0.832467256546926
ENSG00000105996	HOXA2	-0.2	0.801721956681118
ENSG00000105997	HOXA3	0.3	0.399322663304122
ENSG00000106003	LFNG	0.1	0.918895174409348
ENSG00000106004	HOXA5	0.2	0.756791592630932
ENSG00000106006	HOXA6	0.6	0.149825539636367
ENSG00000106012	IQCE	-0.1	0.65539968270505
ENSG00000106025	TSPAN12	-0.2	0.566516393450229
ENSG00000106028	SSBP1	0.2	0.199237408852738
ENSG00000106031	HOXA13	-0.2	0.725051938335299
ENSG00000106034	CPED1	-0.2	0.822344366272873
ENSG00000106049	HIBADH	0.2	0.594677394810677
ENSG00000106052	TAX1BP1	0.1	0.763259538224291
ENSG00000106066	CPVL	-0.3	0.199237408852738
ENSG00000106070	GRB10	-0.3	0.048463606571784
ENSG00000106077	ABHD11	0.4	0.073881482900166
ENSG00000106078	COBL	0.5	0.066557319757467
ENSG00000106080	FKBP14	0.1	0.916634905716342
ENSG00000106086	PLEKHA8	-0.1	0.712328275337612
ENSG00000106089	STX1A	-0.4	0.108566084699236
ENSG00000106100	NOD1	0.2	0.714791500003876
ENSG00000106105	GARS1	0.3	0.344571125612879
ENSG00000106123	EPHB6	-0.7	6.07643268551565E-06
ENSG00000106144	CASP2	0.1	0.841129917975238
ENSG00000106153	CHCHD2	0.3	0.027396123039579
ENSG00000106178	CCL24	0.2	0.744745706394967
ENSG00000106211	HSPB1	0.4	0.167711621997035
ENSG00000106244	PDAP1	0.1	0.495694800282239
ENSG00000106245	BUD31	0.1	0.6479363181815
ENSG00000106246	PTCD1	0.1	0.751702889336697
ENSG00000106258	CYP3A5	-0.1	0.853410101138881
ENSG00000106261	ZKSCAN1	-0.1	0.821411831439127
ENSG00000106263	EIF3B	0.2	0.32052389704541
ENSG00000106266	SNX8	0.4	0.176425525080313
ENSG00000106268	NUDT1	0.3	0.306713432138666
ENSG00000106299	WASL	0.1	0.503614117989059
ENSG00000106305	AIMP2	0.1	0.686003110565299
ENSG00000106333	PCOLCE	-0.3	0.125662855407974
ENSG00000106336	FBXO24	0.2	0.821961696277171
ENSG00000106344	RBM28	0.1	0.666936834129248
ENSG00000106346	USP42	0.1	0.643154329413512
ENSG00000106348	IMPDH1	0.1	0.546732535088444
ENSG00000106351	AGFG2	-0.1	0.917995458298475
ENSG00000106355	LSM5	0.1	0.720800147173493
ENSG00000106366	SERPINE1	-0.4	0.449202459103054
ENSG00000106397	PLOD3	0.1	0.594832962438399
ENSG00000106399	RPA3	0.1	0.703494756545945
ENSG00000106400	ZNHIT1	0.1	0.899157298408585
ENSG00000106404	CLDN15	-0.2	0.627671297051963
ENSG00000106415	GLCCI1	-0.4	0.118062684464965
ENSG00000106436	MYL10	-0.6	0.146819902316814
ENSG00000106443	PHF14	-0.1	0.864756410519342
ENSG00000106462	EZH2	0.3	0.34325211664908
ENSG00000106477	CEP41	-0.1	0.768869567351168
ENSG00000106479	ZNF862	-0.2	0.506346057116665
ENSG00000106484	MEST	0.5	0.023817667232898
ENSG00000106524	ANKMY2	-0.1	0.675045186567947
ENSG00000106526	ACTR3C	0.2	0.807677365749142
ENSG00000106537	TSPAN13	0.3	0.332238004513508
ENSG00000106538	RARRES2	0.1	0.951832106392946
ENSG00000106541	AGR2	0.2	0.777698763649647
ENSG00000106554	CHCHD3	0.2	0.315905202732764
ENSG00000106560	GIMAP2	0.9	0.02258126368713
ENSG00000106571	GLI3	0.8	2.37089586175591E-07
ENSG00000106591	MRPL32	0.1	0.871232365591545
ENSG00000106605	BLVRA	-0.1	0.884543855006776
ENSG00000106608	URGCP	0.1	0.763691632562894
ENSG00000106610	STAG3L4	0.3	0.407831828239845
ENSG00000106615	RHEB	0.2	0.199237408852738
ENSG00000106617	PRKAG2	0.2	0.56379788887924
ENSG00000106633	GCK	-0.1	0.938466120168776
ENSG00000106636	YKT6	0.1	0.615852228077082
ENSG00000106638	TBL2	-0.1	0.875337642408717
ENSG00000106665	CLIP2	0.2	0.428375658282869
ENSG00000106682	EIF4H	0.2	0.480075901783309
ENSG00000106683	LIMK1	0.1	0.609498405824528
ENSG00000106688	SLC1A1	-0.2	0.535838604006129
ENSG00000106689	LHX2	-0.9	0.000794312453465
ENSG00000106692	FKTN	0.1	0.561920266411637
ENSG00000106701	FSD1L	-0.3	0.482709053798898
ENSG00000106714	CNTNAP3	-0.5	0.260936255167777
ENSG00000106771	TMEM245	0.1	0.569128289298639
ENSG00000106780	MEGF9	-0.2	0.504081798397
ENSG00000106785	TRIM14	0.4	0.10265874502215
ENSG00000106789	CORO2A	0.2	0.583513597611889
ENSG00000106799	TGFBR1	0.1	0.841129917975238
ENSG00000106803	SEC61B	0.1	0.814033328194498
ENSG00000106804	C5	-0.4	0.448714614010774
ENSG00000106823	ECM2	0.2	0.807070663903007
ENSG00000106829	TLE4	-0.5	0.051138211340343
ENSG00000106852	LHX6	0.5	0.084783652693753
ENSG00000106853	PTGR1	0.2	0.56087081821595
ENSG00000106868	SUSD1	-0.3	0.493260109398101
ENSG00000106948	AKNA	0.7	0.014694027722539
ENSG00000106991	ENG	-0.3	0.663489962088232
ENSG00000106992	AK1	0.1	0.820900821639631
ENSG00000106993	CDC37L1	0.1	0.750592553398518
ENSG00000107021	TBC1D13	-0.4	0.130742585400894
ENSG00000107036	RIC1	0.1	0.861084583674696
ENSG00000107099	DOCK8	-0.1	0.930988327076566
ENSG00000107104	KANK1	-0.2	0.438018202075977
ENSG00000107105	ELAVL2	-0.3	0.164798781239824
ENSG00000107130	NCS1	0.4	0.022814895895117
ENSG00000107140	TESK1	0.1	0.842259775120059
ENSG00000107159	CA9	1.7	4.44974375123745E-08
ENSG00000107164	FUBP3	0.1	0.775357707178696
ENSG00000107165	TYRP1	0.2	0.807677365749142
ENSG00000107175	CREB3	-0.3	0.196403689593324
ENSG00000107185	RGP1	-0.1	0.634622469300279
ENSG00000107186	MPDZ	-0.5	0.029912141452365
ENSG00000107201	DDX58	-0.4	0.080453238077145
ENSG00000107249	GLIS3	-0.3	0.43187482148477
ENSG00000107262	BAG1	0.1	0.799853174588175
ENSG00000107263	RAPGEF1	0.2	0.258029569836712
ENSG00000107281	NPDC1	0.2	0.331617632940725
ENSG00000107290	SETX	-0.1	0.740788508235019
ENSG00000107295	SH3GL2	-0.3	0.682862186995705
ENSG00000107331	ABCA2	0.3	0.032708253129628
ENSG00000107338	SHB	0.2	0.444685447125277
ENSG00000107362	ABHD17B	-0.2	0.52529920114324
ENSG00000107371	EXOSC3	0.2	0.481353949072725
ENSG00000107372	ZFAND5	-0.1	0.686003110565299
ENSG00000107404	DVL1	0.2	0.3148762061917
ENSG00000107438	PDLIM1	-0.1	0.601773863288945
ENSG00000107443	CCNJ	-0.1	0.873874785773221
ENSG00000107485	GATA3	0.5	0.154202151105386
ENSG00000107518	ATRNL1	-0.6	0.138156239628742
ENSG00000107521	HPS1	0.2	0.450869080953443
ENSG00000107537	PHYH	0.1	0.717603285869324
ENSG00000107551	RASSF4	-0.4	0.041397314891151
ENSG00000107554	DNMBP	-0.3	0.442003191365952
ENSG00000107560	RAB11FIP2	-0.1	0.732087517009484
ENSG00000107566	ERLIN1	0.3	0.136744975295469
ENSG00000107581	EIF3A	0.1	0.647591325804669
ENSG00000107611	CUBN	-0.4	0.405209223550465
ENSG00000107625	DDX50	0.1	0.662356266941581
ENSG00000107643	MAPK8	-0.3	0.100594512389519
ENSG00000107651	SEC23IP	-0.1	0.605695811791834
ENSG00000107669	ATE1	-0.1	0.806981065788642
ENSG00000107672	NSMCE4A	0.1	0.629348705985381
ENSG00000107679	PLEKHA1	-0.1	0.824914866328348
ENSG00000107738	VSIR	0.3	0.401169902441956
ENSG00000107742	SPOCK2	0.5	0.322092017076256
ENSG00000107745	MICU1	-0.1	0.812859246389512
ENSG00000107771	CCSER2	-0.1	0.75876097884712
ENSG00000107779	BMPR1A	-0.2	0.668910496824471
ENSG00000107789	MINPP1	-0.2	0.546410185494344
ENSG00000107796	ACTA2	-0.4	0.327202188657193
ENSG00000107798	LIPA	0.1	0.741035191297578
ENSG00000107815	TWNK	0.2	0.494331861671837
ENSG00000107816	LZTS2	-0.1	0.770742491328575
ENSG00000107819	SFXN3	-0.1	0.630104537914598
ENSG00000107821	KAZALD1	0.4	0.118433420140497
ENSG00000107829	FBXW4	-0.1	0.78081543565077
ENSG00000107833	NPM3	0.4	0.047074506605758
ENSG00000107854	TNKS2	-0.1	0.775797289630545
ENSG00000107863	ARHGAP21	-0.1	0.739694165013228
ENSG00000107864	CPEB3	0.1	0.822295276318965
ENSG00000107882	SUFU	-0.2	0.322375807639065
ENSG00000107890	ANKRD26	-0.1	0.80578370474901
ENSG00000107902	LHPP	0.1	0.856652996085058
ENSG00000107929	LARP4B	0.1	0.882734512073659
ENSG00000107937	GTPBP4	0.2	0.329962581945121
ENSG00000107938	EDRF1	-0.2	0.454869452959923
ENSG00000107949	BCCIP	0.2	0.199237408852738
ENSG00000107951	MTPAP	0.2	0.302945373606853
ENSG00000107954	NEURL1	0.8	0.001371947968939
ENSG00000107957	SH3PXD2A	-0.5	0.12404909343031
ENSG00000107959	PITRM1	-0.1	0.843515304793944
ENSG00000107960	STN1	0.1	0.793990949537477
ENSG00000107968	MAP3K8	0.2	0.647615898913686
ENSG00000107984	DKK1	0.2	0.422133637560823
ENSG00000108010	GLRX3	0.2	0.448575450831241
ENSG00000108018	SORCS1	-0.2	0.813902381742636
ENSG00000108021	TASOR2	0.1	0.540359893522742
ENSG00000108055	SMC3	0.1	0.81867027334613
ENSG00000108061	SHOC2	-0.3	0.145927373664499
ENSG00000108064	TFAM	0.1	0.804770128561306
ENSG00000108091	CCDC6	0.1	0.867213902729509
ENSG00000108094	CUL2	0.1	0.750866981539949
ENSG00000108106	UBE2S	0.3	0.246271277891896
ENSG00000108107	RPL28	0.1	0.816512104451564
ENSG00000108175	ZMIZ1	-0.2	0.511935803303348
ENSG00000108176	DNAJC12	-0.4	0.23502790154072
ENSG00000108179	PPIF	0.5	0.028973953265597
ENSG00000108187	PBLD	-0.4	0.329130878325647
ENSG00000108256	NUFIP2	0.1	0.712058046055677
ENSG00000108262	GIT1	0.1	0.618483878740397
ENSG00000108298	RPL19	0.1	0.914814020258139
ENSG00000108309	RUNDC3A	0.2	0.804590801157219
ENSG00000108312	UBTF	-0.1	0.791722455830786
ENSG00000108342	CSF3	0.1	0.953293689016598
ENSG00000108349	CASC3	0.1	0.726775756283686
ENSG00000108352	RAPGEFL1	-0.3	0.559208128388634
ENSG00000108370	RGS9	0.1	0.877708893124102
ENSG00000108375	RNF43	0.6	0.128989964576934
ENSG00000108379	WNT3	0.2	0.531532629845542
ENSG00000108384	RAD51C	-0.1	0.780611672450044
ENSG00000108387	SEPTIN4	-0.4	0.364140062366016
ENSG00000108389	MTMR4	0.1	0.701657142236299
ENSG00000108395	TRIM37	0.1	0.528734382864991
ENSG00000108406	DHX40	-0.3	0.05357109583209
ENSG00000108417	KRT37	0.6	0.199237408852738
ENSG00000108423	TUBD1	0.1	0.643154329413512
ENSG00000108424	KPNB1	0.1	0.845079971504462
ENSG00000108433	GOSR2	-0.1	0.869266914754786
ENSG00000108443	RPS6KB1	0.1	0.84354163045475
ENSG00000108448	TRIM16L	0.1	0.827755007257364
ENSG00000108469	RECQL5	-0.1	0.540450258015622
ENSG00000108474	PIGL	0.4	0.199800232916288
ENSG00000108479	GALK1	0.2	0.397605018693676
ENSG00000108509	CAMTA2	0.1	0.875352240182998
ENSG00000108510	MED13	-0.1	0.633495669040242
ENSG00000108511	HOXB6	-0.2	0.603003550604532
ENSG00000108515	ENO3	-0.4	0.369335496298753
ENSG00000108518	PFN1	0.1	0.78081543565077
ENSG00000108523	RNF167	-0.1	0.837811824154912
ENSG00000108528	SLC25A11	0.3	0.10682829097088
ENSG00000108551	RASD1	-0.1	0.940824823190882
ENSG00000108556	CHRNE	-0.1	0.858909073396563
ENSG00000108559	NUP88	0.2	0.282315766209483
ENSG00000108561	C1QBP	0.2	0.439536078003211
ENSG00000108578	BLMH	0.1	0.842327051163
ENSG00000108590	MED31	-0.2	0.59687885933986
ENSG00000108591	DRG2	0.1	0.600962777578124
ENSG00000108602	ALDH3A1	-0.7	0.030951506356697
ENSG00000108604	SMARCD2	0.3	0.174744074506454
