id,baseMean,log2FoldChange,lfcSE,stat,pvalue,padj
ENSG00000000003,2.1897487080122553,-0.23337618824865966,1.4264828530919942,-0.16360251912092852,0.8700440614571523,
ENSG00000000419,1615.1141504799705,-0.05373341386972737,0.07971680258336063,-0.6740538020643492,0.5002771089364753,0.9995872145349116
ENSG00000000457,272.46532883445417,-0.0022761308339387335,0.1441352152760258,-0.01579163585789798,0.9874006212246214,0.9995872145349116
ENSG00000000460,821.5799836476831,-0.04191559707575191,0.1018955914307932,-0.4113582981087136,0.6808098275706509,0.9995872145349116
ENSG00000000971,163.29007884225393,0.23315706795202684,0.1797305248479762,1.2972591503265298,0.1945420346548714,0.9612282184660084
ENSG00000001036,3686.501805241369,0.001754959080892493,0.07318820021528283,0.023978716182803884,0.9808695858512891,0.9995872145349116
ENSG00000001084,448.3976021604406,0.07159755087099601,0.12080944255713744,0.5926486320565016,0.5534163254533357,0.9995872145349116
ENSG00000001167,1008.6954614560124,-0.1053832265160026,0.10003555208472151,-1.0534577389721613,0.2921312534324163,0.9995872145349116
ENSG00000001460,229.15803595922605,-0.17814790091570035,0.15641710115053678,-1.138928541734383,0.25473295998000667,0.9995872145349116
ENSG00000001461,873.0222982130348,0.15206785810196258,0.10085976100355586,1.507715828283604,0.13162727270191737,0.8915741873376166
ENSG00000001497,3105.4899729582376,-0.07362646021306284,0.08927601487246122,-0.8247059450205615,0.40953855569086695,0.9995872145349116
ENSG00000001617,110.55172179198932,-0.03441881240812475,0.22533500664282527,-0.15274507463761025,0.8785993133907736,0.9995872145349116
ENSG00000001629,996.9893616465174,0.22142333642748283,0.11244236928862877,1.969216211187354,0.0489282680744935,0.6463247363478877
ENSG00000001630,152.5097377320348,0.38421739092332075,0.1893102583123673,2.029564558986292,0.042400820474509784,0.6095488579753391
ENSG00000001631,369.47342623346293,0.05751922942502839,0.1290782625513606,0.4456151507473331,0.6558752645633281,0.9995872145349116
ENSG00000002016,132.9310761338708,0.24615516999814654,0.18819623982554415,1.3079707130510667,0.19088324303313775,0.9594333175192492
ENSG00000002330,339.0966956589275,-0.3796684806268433,0.14375155739930803,-2.641143424778442,0.00826267324329506,0.24050960028182397
ENSG00000002549,5494.299867385414,1.39716557624079,0.06617520743206744,21.113127264089936,6.0251087695762945e-99,3.002695115892477e-96
ENSG00000002586,784.27318636448,-0.03213254979865235,0.11641816748484743,-0.2760097542579392,0.782540574327401,0.9995872145349116
ENSG00000002745,1.9554644489904278,2.301655309611867,1.6658103240537103,1.381703112519343,0.16706287831843047,
ENSG00000002746,5.905001793736692,-0.01246585577396835,0.9287770374140368,-0.013421795836680697,0.9892912778443806,0.9996133294946246
ENSG00000002822,36.21919333669838,-0.4149113852431066,0.34888203176889476,-1.1892598284280538,0.2343374379511799,0.9956743348260101
ENSG00000002834,10450.410287013116,-0.057333890094737515,0.07527442033470674,-0.7616649831350825,0.4462599797175858,0.9995872145349116
ENSG00000002919,712.0537471883239,0.0369295253160488,0.11382575257492274,0.32443910521690544,0.7456056177845234,0.9995872145349116
ENSG00000002933,2.3484895705230353,0.3658403760385882,1.3658161389631065,0.2678547760581633,0.7888111054881923,
ENSG00000003056,2320.0331208919365,0.05610326288253585,0.07790911207861104,0.7201116966386053,0.47145622642197393,0.9995872145349116
ENSG00000003096,73.03422673736945,0.0043497782849787415,0.2485165304904669,0.017502973650863837,0.9860353605802025,0.9995872145349116
ENSG00000003137,2.65658161741054,0.6742852054612983,1.3141377515730035,0.513100856172946,0.6078807726630098,
ENSG00000003147,670.2591243623405,-0.010068341515698196,0.1016026992762656,-0.09909521683397009,0.9210626698100783,0.9995872145349116
ENSG00000003249,525.5426709462965,-0.045249739318153466,0.11779904063828149,-0.3841265520752342,0.7008846526219531,0.9995872145349116
ENSG00000003393,838.1673806059193,-0.06217243965904607,0.10008753316986284,-0.6211806574704021,0.5344807645415384,0.9995872145349116
ENSG00000003400,505.54147258520425,-0.07959346699894776,0.1095341157955405,-0.726654580820456,0.46743758339977426,0.9995872145349116
ENSG00000003402,1039.8493879200034,0.18213476593943956,0.09896149326946602,1.8404609704453212,0.06570058927165909,0.7295826408924412
ENSG00000003436,1666.5293865030073,0.012408296645775509,0.0868555737264944,0.14286125936890204,0.8863997552117443,0.9995872145349116
ENSG00000003509,303.8119647531382,0.08397383397067819,0.1374720197153774,0.6108430947951294,0.5413034604741493,0.9995872145349116
ENSG00000003756,984.5550667296001,-0.01659865869987942,0.09130535577555089,-0.18179282648744788,0.8557453143507308,0.9995872145349116
ENSG00000003987,24.41956540718616,-0.46167925372398005,0.42246542774599083,-1.0928213846685857,0.2744722305134134,0.9995872145349116
ENSG00000004059,3020.585273141292,-0.1263613288365655,0.09468729138217197,-1.3345120236521755,0.18203610902227407,0.9546447222513774
ENSG00000004139,18.232929067385182,0.34491439643202115,0.5068724797363833,0.6804756821901358,0.49620331441069043,0.9995872145349116
ENSG00000004142,4668.534360305274,0.06287828436231056,0.08272539877295347,0.7600843911902448,0.4472041420967984,0.9995872145349116
ENSG00000004399,824.3967345235019,0.03566277019445799,0.10016808102011568,0.35602928429163194,0.7218186344983588,0.9995872145349116
ENSG00000004455,11868.698755439551,-0.04979559993699451,0.06347979845285284,-0.784432231207827,0.4327865322138874,0.9995872145349116
ENSG00000004468,2.6841470357405477,1.0613404299631586,1.411083737178473,0.7521456041193968,0.451963501497733,
ENSG00000004478,6835.434939315885,-0.09830471575883803,0.07600183898991936,-1.2934518041316982,0.19585484292487831,0.9624382830696847
ENSG00000004487,7108.97941873509,-0.011304232359350805,0.07019393516403202,-0.16104286407272395,0.8720596405721062,0.9995872145349116
ENSG00000004534,1596.0597678307931,-0.03018850904398506,0.08095217968114529,-0.37291780360815063,0.7092096209342991,0.9995872145349116
ENSG00000004660,423.1688182829318,-0.05197975361129957,0.1168414917083603,-0.444874101240016,0.6564107398158705,0.9995872145349116
ENSG00000004700,539.0737424760717,0.03979196219961543,0.11899936114259939,0.33438803215028945,0.7380867691394959,0.9995872145349116
ENSG00000004766,750.7553342973973,-0.04850137932820857,0.11702404035400256,-0.4144565439843804,0.6785397859845693,0.9995872145349116
ENSG00000004776,4.163020520375272,0.057936120892312745,0.9810341469412958,0.05905617156441303,0.9529073677021788,
ENSG00000004777,109.84110999225713,0.1244595984497843,0.20453469952880815,0.6085011430163443,0.5428551481049484,0.9995872145349116
ENSG00000004779,2420.0572006558396,-0.08289062151234464,0.07229210066703039,-1.1466069009964157,0.25154412304565,0.9977701753373835
ENSG00000004799,1.9889470677047816,-1.0135790267726805,1.5892052557178522,-0.6377898783847412,0.5236104691656038,
ENSG00000004838,13.64346686984708,-0.6264759283639981,0.5489477597200844,-1.1412305037613166,0.2537740136124733,0.9995872145349116
ENSG00000004864,2767.2298882220052,-0.08719543208950309,0.07475044714132024,-1.166487097055819,0.2434175623986966,0.996228609618028
ENSG00000004866,1936.6313344508533,0.22993497420394185,0.07938835496380843,2.896331260532664,0.003775536254535021,0.1358697357594813
ENSG00000004897,3664.7946130303467,-0.027570383930183334,0.09563419247248886,-0.28829002700173917,0.773124740550564,0.9995872145349116
ENSG00000004939,616.1363757867433,-0.038778916426811916,0.10224037586618569,-0.3792916066502588,0.704471331769862,0.9995872145349116
ENSG00000004961,1480.3687417800509,0.022308124570419727,0.07942317134933823,0.28087677930032195,0.7788049114253408,0.9995872145349116
