id,log2FoldChange,padj
ENSG00000147912,0.3,0.442601385
ENSG00000147955,0.4,0.017511463
ENSG00000148019,0.1,0.799806863
ENSG00000148057,-0.3,0.504618249
ENSG00000148082,-0.6,0.104436496
ENSG00000148110,0.1,0.521563816
ENSG00000148120,-0.3,0.295406051
ENSG00000148143,0.1,0.861094084
ENSG00000148154,0.4,0.434045685
ENSG00000148158,0.2,0.395877658
ENSG00000148175,0.7,0.006451119
ENSG00000148180,-0.1,0.807070664
ENSG00000148187,0.1,0.901136908
ENSG00000148200,0.1,0.843351051
ENSG00000148218,-0.3,0.234055704
ENSG00000148219,0.2,0.703494757
ENSG00000148225,-0.2,0.670334661
ENSG00000148229,0.1,0.889642387
ENSG00000148248,0.1,0.688939946
ENSG00000148288,-0.8,0.014480084
ENSG00000148290,-0.1,0.856772595
ENSG00000148291,0.2,0.419072716
ENSG00000148296,0.2,0.354522634
ENSG00000148300,0.1,0.585689313
ENSG00000148303,0.2,0.343657217
ENSG00000148308,0.1,0.806616064
ENSG00000148331,-0.1,0.653180048
ENSG00000148334,0.2,0.539229826
ENSG00000148335,0.3,0.139421611
ENSG00000148339,0.3,0.154859708
ENSG00000148341,0.3,0.181263291
ENSG00000148344,0.7,0.024288708
ENSG00000148362,0.2,0.245254805
ENSG00000148384,0.2,0.473803425
ENSG00000148399,0.2,0.59460859
ENSG00000148400,0.2,0.39263859
ENSG00000148411,-0.2,0.432962551
ENSG00000148426,0.5,0.258280016
ENSG00000148429,-0.3,0.30682227
ENSG00000148444,-0.1,0.643154329
ENSG00000148459,0.3,0.41577107
ENSG00000148481,-0.1,0.875275152
ENSG00000148484,0.1,0.841644736
ENSG00000148498,0.1,0.724588566
ENSG00000148516,-0.6,0.114996322
ENSG00000148572,-0.1,0.71454245
ENSG00000148584,0.2,0.768648332
ENSG00000148606,-0.1,0.771211245
ENSG00000148655,-0.3,0.370695136
ENSG00000148660,-0.1,0.847678597
ENSG00000148672,0.2,0.607363649
ENSG00000148677,0.6,0.226598316
ENSG00000148680,-0.4,0.309166942
ENSG00000148690,0.2,0.477356085
ENSG00000148700,-0.3,0.175630752
ENSG00000148730,-0.2,0.555442912
ENSG00000148737,-0.2,0.516632677
ENSG00000148803,0.5,0.100947761
ENSG00000148814,-0.2,0.645534639
ENSG00000148824,-0.3,0.551435305
ENSG00000148832,-0.3,0.369182009
ENSG00000148834,0.1,0.682125572
ENSG00000148835,0.3,0.201946405
ENSG00000148840,0.3,0.203409677
ENSG00000148841,-0.4,0.188645303
ENSG00000148843,0.3,0.149795511
ENSG00000148848,-0.4,0.110184283
ENSG00000148926,0.4,0.374953794
ENSG00000148935,-0.2,0.666375237
ENSG00000148943,0.2,0.416313032
ENSG00000148950,0.1,0.812804707
ENSG00000148985,0.2,0.585422552
ENSG00000149050,-0.3,0.554260791
ENSG00000149054,0.2,0.586617312
ENSG00000149084,0.1,0.643154329
ENSG00000149089,0.2,0.267466712
ENSG00000149090,-0.4,0.422152444
ENSG00000149100,0.2,0.27449357
ENSG00000149136,0.2,0.381746725
ENSG00000149150,0.4,0.049137742
ENSG00000149179,-0.2,0.236450168
ENSG00000149182,0.1,0.83393548
ENSG00000149187,0.1,0.808782152
ENSG00000149196,0.2,0.71769121
ENSG00000149212,-0.4,0.464324248
ENSG00000149218,-0.1,0.877162477
ENSG00000149231,-0.3,0.348219064
ENSG00000149243,-0.1,0.927062819
ENSG00000149256,-0.3,0.340036783
ENSG00000149257,-0.5,0.006022626
ENSG00000149260,-0.2,0.232601313
ENSG00000149269,0.2,0.489771922
ENSG00000149273,0.2,0.491996175
ENSG00000149289,0.2,0.428179324
ENSG00000149292,-0.1,0.844600505
ENSG00000149294,-0.3,0.624956649
ENSG00000149308,0.1,0.908978965
ENSG00000149311,-0.1,0.696858299
ENSG00000149313,-0.1,0.810725917
ENSG00000149346,-0.1,0.810280723
ENSG00000149380,-0.2,0.642775902
ENSG00000149418,1.7,1.77E-08
ENSG00000149451,-0.3,0.572299722
ENSG00000149474,-0.2,0.432020278
ENSG00000149476,-0.2,0.332212518
ENSG00000149483,0.2,0.599314035
ENSG00000149485,0.2,0.449517281
ENSG00000149489,0.1,0.916634906
ENSG00000149499,0.2,0.518592435
ENSG00000149503,0.1,0.792323808
ENSG00000149527,-0.1,0.874530577
ENSG00000149531,0.3,0.672276023
ENSG00000149548,0.1,0.7327142
ENSG00000149554,0.1,0.891848009
ENSG00000149557,-0.7,0.071870016
ENSG00000149564,-0.4,0.181392492
ENSG00000149571,-0.1,0.892730321
ENSG00000149573,0.6,0.08118306
ENSG00000149591,-0.3,0.606766305
ENSG00000149596,0.1,0.837668025
ENSG00000149600,0.1,0.869266915
ENSG00000149609,0.1,0.860532334
ENSG00000149633,-0.2,0.790661268
ENSG00000149636,0.2,0.62999067
ENSG00000149657,0.1,0.577976533
ENSG00000149658,0.1,0.483476996
ENSG00000149679,0.3,0.410227827
ENSG00000149743,0.1,0.740943985
ENSG00000149761,0.1,0.807286707
ENSG00000149781,-0.2,0.703861874
ENSG00000149782,0.1,0.784975921
ENSG00000149792,0.1,0.71769121
ENSG00000149798,-0.1,0.950977247
ENSG00000149806,0.2,0.346909122
ENSG00000149809,-0.4,0.179660358
ENSG00000149823,0.1,0.633495669
ENSG00000149922,-0.1,0.916791045
ENSG00000149923,0.1,0.821498795
ENSG00000149925,0.2,0.523363335
ENSG00000149927,0.4,0.181241891
ENSG00000149929,0.2,0.553645788
ENSG00000149930,-0.1,0.821827762
ENSG00000149932,-0.2,0.441411862
ENSG00000149948,0.1,0.822295276
ENSG00000149970,-0.1,0.865027287
ENSG00000150051,-0.4,0.380712531
ENSG00000150054,0.1,0.894356594
ENSG00000150093,-0.2,0.387317182
ENSG00000150281,-0.3,0.561120197
ENSG00000150316,0.1,0.838989884
ENSG00000150347,-0.2,0.483043448
ENSG00000150394,0.1,0.935738018
ENSG00000150401,0.2,0.546674328
ENSG00000150403,-0.1,0.670160844
ENSG00000150455,-0.2,0.583274548
ENSG00000150456,0.2,0.669225149
ENSG00000150457,0.1,0.649352145
ENSG00000150459,-0.1,0.737477155
ENSG00000150471,-1.4,2.82E-05
ENSG00000150510,-0.1,0.90538259
ENSG00000150551,-1.1,0.00115285
ENSG00000150593,-0.2,0.243590882
ENSG00000150625,-0.8,0.059144337
ENSG00000150627,-0.1,0.794320504
ENSG00000150628,-0.3,0.566123174
ENSG00000150630,-0.1,0.642775902
ENSG00000150636,-0.6,0.093040513
ENSG00000150637,-0.4,0.43491941
ENSG00000150667,0.2,0.691984812
ENSG00000150672,-0.1,0.927528884
ENSG00000150687,-0.5,0.018707863
ENSG00000150722,0.1,0.950527064
ENSG00000150753,0.2,0.321598009
ENSG00000150756,-0.2,0.596088844
ENSG00000150760,-0.1,0.838989884
ENSG00000150764,-0.1,0.898489957
ENSG00000150768,0.2,0.299721356
ENSG00000150773,-0.6,0.181392492
ENSG00000150782,0.1,0.920317942
ENSG00000150787,0.2,0.422133638
ENSG00000150867,-0.2,0.189340582
ENSG00000150893,-1,0.005839313
ENSG00000150907,0.4,0.127515956
ENSG00000150938,0.1,0.658353176
ENSG00000150967,-0.1,0.816753879
ENSG00000150977,-0.1,0.649431958
ENSG00000150991,0.2,0.52289224
ENSG00000150995,-0.1,0.83130799
ENSG00000151006,0.2,0.634560074
ENSG00000151012,-0.1,0.794320504
ENSG00000151014,0.1,0.878409845
ENSG00000151065,-0.5,0.122681656
ENSG00000151090,0.4,0.120768921
ENSG00000151092,0.1,0.849102391
ENSG00000151093,-0.1,0.845242708
ENSG00000151117,-0.7,0.066603176
ENSG00000151131,0.4,0.095421657
ENSG00000151135,-0.1,0.835221786
ENSG00000151136,-0.2,0.468652663
ENSG00000151148,-0.2,0.463445936
ENSG00000151150,-0.3,0.255319031
ENSG00000151164,0.3,0.67354872
ENSG00000151208,0.1,0.763016173
ENSG00000151229,0.1,0.807070664
ENSG00000151239,0.5,0.078555259
ENSG00000151247,0.1,0.843122423
ENSG00000151276,-0.4,0.08289534
ENSG00000151287,0.2,0.539260645
ENSG00000151320,-0.7,0.007386507
ENSG00000151322,-0.5,0.335248217
ENSG00000151327,0.3,0.089456738
ENSG00000151332,0.1,0.636280513
ENSG00000151348,-0.1,0.623773111
ENSG00000151353,0.2,0.379064531
ENSG00000151364,-0.1,0.903229982
ENSG00000151376,-0.1,0.837668025
ENSG00000151388,0.1,0.847678597
ENSG00000151413,0.2,0.507785643
ENSG00000151414,-0.2,0.560688588
ENSG00000151422,-0.1,0.582116172
ENSG00000151445,-0.1,0.570275317
ENSG00000151458,-0.3,0.223750312
ENSG00000151461,0.1,0.728066247
ENSG00000151465,0.1,0.75042983
ENSG00000151466,0.1,0.760889004
ENSG00000151470,-0.4,0.355577497
ENSG00000151474,-0.2,0.329084969
ENSG00000151498,-0.1,0.834925901
ENSG00000151503,0.3,0.181392492
ENSG00000151532,-0.1,0.588231487
ENSG00000151552,0.1,0.670967218
ENSG00000151553,0.1,0.74891884
ENSG00000151572,-0.6,0.123406957
ENSG00000151575,-0.6,0.147655521
ENSG00000151576,0.1,0.841221005
ENSG00000151611,0.1,0.916634906
ENSG00000151612,-0.4,0.111559766
ENSG00000151617,0.5,0.257412428
ENSG00000151623,-0.1,0.902197865
ENSG00000151632,0.1,0.836724475
ENSG00000151640,-0.4,0.278755273
ENSG00000151651,0.5,0.361738505
ENSG00000151689,-0.3,0.245190423
ENSG00000151690,0.3,0.236997832
ENSG00000151692,-0.2,0.537874019
ENSG00000151693,0.1,0.495939828
ENSG00000151694,0.1,0.891422554
ENSG00000151702,-0.9,0.016884944
ENSG00000151715,0.2,0.790661268
ENSG00000151718,0.4,0.065173887
ENSG00000151725,0.3,0.317105907
ENSG00000151726,0.3,0.166000477
ENSG00000151729,0.1,0.859496317
ENSG00000151743,0.4,0.380574444
ENSG00000151748,0.3,0.29696104
ENSG00000151778,-0.2,0.660433472
ENSG00000151779,0.1,0.821498795
ENSG00000151789,-0.2,0.305970498
ENSG00000151806,0.1,0.663109937
ENSG00000151835,-0.1,0.841644736
ENSG00000151846,0.2,0.735018956
ENSG00000151849,0.4,0.124049093
ENSG00000151876,0.3,0.373818753
ENSG00000151881,0.2,0.402654674
ENSG00000151882,-0.1,0.904419228
ENSG00000151883,-0.1,0.872534182
ENSG00000151914,-0.1,0.818208916
ENSG00000151917,-0.7,0.027925838
ENSG00000151929,-0.6,0.015116982
ENSG00000151967,0.1,0.929422543
ENSG00000152056,0.4,0.050159234
ENSG00000152061,0.1,0.895959871
ENSG00000152076,-0.1,0.845561108
ENSG00000152078,0.4,0.00398289
ENSG00000152082,0.1,0.714728488
ENSG00000152104,-0.2,0.501113747
ENSG00000152117,0.1,0.915737016
ENSG00000152127,-0.4,0.219644734
ENSG00000152128,-0.8,0.037010801
ENSG00000152137,1.1,0.001153185
ENSG00000152147,0.2,0.568994753
ENSG00000152154,0.2,0.816297504
ENSG00000152208,-0.3,0.40010868
ENSG00000152217,-0.2,0.801961581
ENSG00000152219,0.1,0.81413817
ENSG00000152229,-0.1,0.891422554
ENSG00000152234,0.2,0.449987701
ENSG00000152242,-0.1,0.835748698
ENSG00000152253,0.2,0.561279019
ENSG00000152270,0.7,0.078660041
ENSG00000152284,-0.3,0.31096164
ENSG00000152291,-0.4,0.170531458
ENSG00000152292,0.3,0.579721138
ENSG00000152332,-0.1,0.609062024
ENSG00000152348,-0.1,0.876057334
ENSG00000152377,-0.6,0.014126564
ENSG00000152380,-0.3,0.590303723
ENSG00000152382,0.1,0.758421059
ENSG00000152404,0.2,0.364307234
ENSG00000152409,0.2,0.763457987
ENSG00000152413,0.1,0.737569323
ENSG00000152422,0.6,0.003041187
ENSG00000152433,-0.5,0.245683274
ENSG00000152439,-0.5,0.155467883
ENSG00000152443,-0.4,0.065938297
ENSG00000152454,0.1,0.767751353
ENSG00000152455,0.1,0.811177002
ENSG00000152457,-0.1,0.834706066
ENSG00000152464,0.2,0.692542943
ENSG00000152465,0.2,0.46538404
ENSG00000152475,0.2,0.775655245
ENSG00000152484,-0.3,0.39555877
ENSG00000152495,-0.8,0.032071777
ENSG00000152503,-0.9,0.009633524
ENSG00000152518,0.4,0.020681125
ENSG00000152520,-0.1,0.62050764
ENSG00000152527,-0.4,0.211299152
ENSG00000152556,0.1,0.510432866
ENSG00000152558,0.3,0.076501198
ENSG00000152582,-0.1,0.82633985
ENSG00000152601,-0.1,0.73999192
ENSG00000152620,0.1,0.558921283
ENSG00000152642,0.4,0.033459957
ENSG00000152661,-0.6,0.097667397
ENSG00000152669,0.2,0.530794456
ENSG00000152670,-0.8,0.032935072
ENSG00000152684,0.1,0.867697074
ENSG00000152689,-0.4,0.335209804
ENSG00000152700,0.1,0.819130734
ENSG00000152705,0.1,0.894554884
ENSG00000152749,0.2,0.401887679
ENSG00000152763,-0.7,0.045981213
ENSG00000152766,1.3,2.31E-05
ENSG00000152767,0.2,0.331665966
ENSG00000152779,-0.4,0.410819834
ENSG00000152782,0.2,0.416313032
ENSG00000152784,0.2,0.281308423
ENSG00000152795,-0.1,0.712328275
ENSG00000152804,0.2,0.611313016
ENSG00000152894,-0.1,0.744002365
ENSG00000152904,-0.1,0.841644736
ENSG00000152926,-0.1,0.949667037
ENSG00000152939,0.8,0.004270981
ENSG00000152944,-0.1,0.791349282
ENSG00000152952,-0.3,0.282171663
ENSG00000152953,-0.1,0.935499922
ENSG00000152969,0.2,0.735201939
ENSG00000153015,0.2,0.438432551
ENSG00000153029,-0.3,0.448714614
ENSG00000153044,0.5,0.021745148
ENSG00000153046,0.2,0.341777321
ENSG00000153048,0.1,0.803471031
ENSG00000153064,0.1,0.835748698
ENSG00000153066,0.1,0.822295276
ENSG00000153071,-0.3,0.123050117
ENSG00000153086,-0.2,0.816656283
ENSG00000153093,1.4,1.59E-05
ENSG00000153094,0.2,0.537690691
ENSG00000153107,0.1,0.886248691
ENSG00000153113,-0.1,0.849102391
ENSG00000153130,0.1,0.722698259
ENSG00000153132,-0.5,0.08289534
ENSG00000153140,0.1,0.816297504
ENSG00000153147,-0.2,0.305276591
ENSG00000153157,0.3,0.659127358
ENSG00000153162,-0.9,0.000210996
ENSG00000153179,0.1,0.800135513
ENSG00000153201,-0.1,0.743598907
ENSG00000153207,0.2,0.206826236
ENSG00000153208,-0.5,0.265581436
ENSG00000153214,0.1,0.820900822
ENSG00000153233,0.6,0.184734517
ENSG00000153234,-0.2,0.813929154
ENSG00000153237,-0.2,0.775869986
ENSG00000153246,-0.2,0.651992739
ENSG00000153250,-0.1,0.661011614
ENSG00000153253,-0.5,0.296083849
ENSG00000153283,-0.8,0.047219398
ENSG00000153291,-0.2,0.778904487
ENSG00000153292,-0.2,0.451952374
ENSG00000153294,0.4,0.507791732
ENSG00000153310,0.1,0.563812902
ENSG00000153317,-0.1,0.795658467
ENSG00000153363,-0.1,0.837936412
ENSG00000153391,0.2,0.637887134
ENSG00000153395,-0.1,0.834925901
ENSG00000153404,-0.6,0.219262737
ENSG00000153406,0.1,0.607726764
ENSG00000153443,0.1,0.800374515
ENSG00000153485,-0.2,0.574091054
ENSG00000153487,0.1,0.700331177
ENSG00000153558,-0.1,0.733490781
ENSG00000153560,-0.1,0.790661268
ENSG00000153561,0.1,0.694714358
ENSG00000153563,0.3,0.582074818
ENSG00000153574,0.3,0.369568036
ENSG00000153707,-0.5,0.183461453
ENSG00000153714,0.3,0.376579637
ENSG00000153721,0.1,0.896368238
ENSG00000153767,-0.1,0.876320031
ENSG00000153786,0.2,0.445092126
ENSG00000153790,-0.5,0.156652787
ENSG00000153814,-0.2,0.689852827
ENSG00000153815,0.1,0.634820259
ENSG00000153823,0.2,0.574065826
ENSG00000153827,-0.1,0.662356267
ENSG00000153832,0.1,0.863817336
ENSG00000153879,0.3,0.244100466
ENSG00000153885,-0.2,0.282819652
ENSG00000153898,0.2,0.521486634
ENSG00000153902,0.1,0.841644736
ENSG00000153904,0.1,0.865701766
ENSG00000153930,0.3,0.6055984
ENSG00000153933,-0.2,0.580060193
ENSG00000153944,-0.3,0.26170423
ENSG00000153956,-0.7,0.082215374
ENSG00000153975,0.1,0.705116329
ENSG00000153976,0.5,0.294080195
ENSG00000153982,-0.1,0.699041228
ENSG00000153989,0.1,0.866198272
ENSG00000153993,-0.3,0.146444904
ENSG00000154001,0.2,0.148779531
ENSG00000154027,-0.6,0.178130242
ENSG00000154040,-0.1,0.748199655
ENSG00000154059,0.2,0.582074818
ENSG00000154065,0.1,0.811669149
ENSG00000154079,0.3,0.443144805
ENSG00000154102,0.4,0.029644013
ENSG00000154114,-0.2,0.518945583
ENSG00000154122,-0.3,0.23224595
ENSG00000154133,-0.2,0.499036466
ENSG00000154134,0.2,0.583639554
ENSG00000154146,-0.4,0.31283701
ENSG00000154153,-0.6,0.164798781
ENSG00000154174,0.2,0.468701814
ENSG00000154175,-0.3,0.344523179
ENSG00000154188,-0.9,0.024463076
ENSG00000154217,-0.4,0.047883589
ENSG00000154222,-0.2,0.297888117
ENSG00000154229,-0.3,0.164708849
ENSG00000154237,0.4,0.104375937
ENSG00000154240,-0.5,0.010218239
ENSG00000154262,-0.5,0.260121409
ENSG00000154263,-0.5,0.181302451
ENSG00000154265,0.2,0.483043448
ENSG00000154269,0.1,0.938920646
ENSG00000154309,-0.4,0.273337822
ENSG00000154310,-0.4,0.123500713
ENSG00000154319,0.3,0.66324371
ENSG00000154328,0.4,0.091645107
ENSG00000154330,0.5,0.02207677
ENSG00000154359,0.6,0.050391683
ENSG00000154370,0.2,0.449880707
ENSG00000154380,0.1,0.688939946
ENSG00000154447,-0.1,0.815851212
ENSG00000154473,0.1,0.691349913
ENSG00000154479,-0.3,0.652166988
ENSG00000154493,-0.6,0.127970343
ENSG00000154511,0.1,0.64183549
ENSG00000154518,0.1,0.624225191
ENSG00000154529,-0.5,0.231398751
ENSG00000154556,-0.1,0.952709275
ENSG00000154582,0.2,0.190037052
ENSG00000154608,-0.2,0.736522329
ENSG00000154639,0.5,0.190578618
ENSG00000154640,0.2,0.370288929
ENSG00000154642,-0.3,0.278533226
ENSG00000154646,-0.2,0.697263329
ENSG00000154654,-0.8,0.028973953
ENSG00000154655,-0.1,0.934713196
ENSG00000154710,-0.1,0.803109066
ENSG00000154719,0.3,0.138374464
ENSG00000154721,-0.3,0.651600944
ENSG00000154723,0.1,0.583274548
ENSG00000154727,0.1,0.689852827
ENSG00000154734,-0.1,0.849102391
ENSG00000154743,0.4,0.120125886
ENSG00000154760,0.3,0.234015211
ENSG00000154764,0.7,0.000352021
ENSG00000154781,-0.1,0.770727305
ENSG00000154803,-0.2,0.674543008
ENSG00000154813,-0.1,0.673156627
ENSG00000154814,0.3,0.257084399
ENSG00000154822,-0.2,0.616743247
ENSG00000154832,-0.1,0.84354163
ENSG00000154839,0.2,0.690699198
ENSG00000154845,0.1,0.610888337
ENSG00000154889,-0.1,0.819240697
ENSG00000154914,0.4,0.418585629
ENSG00000154917,0.2,0.712901602
ENSG00000154920,0.3,0.181800918
ENSG00000154928,-0.1,0.889387275
ENSG00000154957,-0.3,0.379693897
ENSG00000155008,0.2,0.215560029
ENSG00000155034,-0.1,0.80188371
ENSG00000155066,0.8,0.004977435
ENSG00000155085,0.4,0.275594013
ENSG00000155090,0.3,0.214084065
ENSG00000155093,-0.2,0.463095447
ENSG00000155096,0.2,0.281884743
ENSG00000155097,-0.1,0.711035059
ENSG00000155099,-0.2,0.501018627
ENSG00000155111,-0.2,0.540711865
ENSG00000155158,0.6,0.050411403
ENSG00000155189,0.2,0.438432551
ENSG00000155229,0.1,0.633283833
ENSG00000155252,-0.1,0.53153263
ENSG00000155254,0.1,0.82832603
ENSG00000155256,0.1,0.820487525
ENSG00000155265,0.2,0.72106952
ENSG00000155269,0.1,0.878409845
ENSG00000155275,0.1,0.885412839
ENSG00000155287,0.4,0.077232032
ENSG00000155304,-0.1,0.739788332
ENSG00000155307,-0.8,0.036293376
ENSG00000155313,0.4,0.037587823
ENSG00000155324,0.3,0.232521261
ENSG00000155329,-0.1,0.905856972
ENSG00000155330,0.1,0.75265881
ENSG00000155363,0.2,0.556434252
ENSG00000155366,-0.1,0.757514308
ENSG00000155367,0.6,0.177342828
ENSG00000155368,0.3,0.327830269
ENSG00000155380,0.2,0.439614309
ENSG00000155393,-0.1,0.83393548
ENSG00000155438,0.2,0.515275497
ENSG00000155463,0.2,0.364863422
ENSG00000155465,0.1,0.953087666
ENSG00000155506,0.2,0.260290008
ENSG00000155508,-0.1,0.813048092
ENSG00000155561,0.3,0.194167652
ENSG00000155592,-0.2,0.560113052
ENSG00000155629,-0.2,0.688218694
ENSG00000155636,-0.2,0.509944332
ENSG00000155657,-0.7,0.033264294
ENSG00000155666,-0.4,0.335521416
ENSG00000155729,-0.1,0.702554203
ENSG00000155744,-0.1,0.83130799
ENSG00000155755,-0.2,0.545827697
ENSG00000155760,0.1,0.927251875
ENSG00000155792,0.6,0.054371689
ENSG00000155816,-0.1,0.775361224
ENSG00000155827,-0.2,0.448714614
ENSG00000155846,0.7,0.000866339
ENSG00000155850,-0.3,0.204600914
ENSG00000155858,0.4,0.048271356
ENSG00000155875,0.1,0.951552641
ENSG00000155876,-0.4,0.079602311
ENSG00000155893,0.1,0.903229982
ENSG00000155903,0.1,0.708439128
ENSG00000155906,0.3,0.203512966
ENSG00000155918,0.2,0.720374006
ENSG00000155957,-0.2,0.562285489
ENSG00000155959,0.2,0.283993938
ENSG00000155961,-0.5,0.273337822
ENSG00000155962,-0.3,0.63020899
ENSG00000155966,-0.6,0.083792232
ENSG00000155975,0.2,0.4011374
ENSG00000156011,0.1,0.900286623
ENSG00000156017,0.3,0.224972087
ENSG00000156026,0.2,0.327830269
ENSG00000156042,-0.7,0.04138315
ENSG00000156049,-0.9,0.013725819
ENSG00000156050,-0.4,0.144776125
ENSG00000156052,-0.8,0.006428333
ENSG00000156103,-0.5,0.342336976
ENSG00000156110,0.2,0.253802631
ENSG00000156113,-0.6,0.00218083
ENSG00000156136,0.3,0.253067715
ENSG00000156140,0.5,0.05003144
ENSG00000156162,0.1,0.744218833
ENSG00000156170,0.1,0.820512312
ENSG00000156171,0.3,0.445742305
ENSG00000156218,-0.3,0.329629202
ENSG00000156232,0.1,0.876320031
ENSG00000156239,0.1,0.738465703
ENSG00000156253,0.2,0.180160959
ENSG00000156256,0.2,0.202349797
ENSG00000156261,0.2,0.143467895
ENSG00000156265,0.1,0.921906951
ENSG00000156273,0.2,0.553280381
ENSG00000156298,-0.4,0.303991981
ENSG00000156299,-0.1,0.847254846
ENSG00000156304,0.1,0.752790084
ENSG00000156345,0.2,0.571992908
ENSG00000156374,0.3,0.327202189
ENSG00000156381,0.1,0.841644736
ENSG00000156384,-0.4,0.207189757
ENSG00000156398,0.1,0.842725932
ENSG00000156411,0.1,0.756007687
ENSG00000156453,-0.2,0.760572534
ENSG00000156469,0.1,0.774375946
ENSG00000156471,0.1,0.77086623
ENSG00000156475,-0.5,0.282449889
ENSG00000156482,0.2,0.712901602
ENSG00000156500,0.1,0.929711253
ENSG00000156502,0.2,0.242005077
ENSG00000156504,-0.1,0.846700723
ENSG00000156508,0.2,0.587144953
ENSG00000156509,-0.1,0.888964181
ENSG00000156510,0.5,0.314876206
ENSG00000156521,0.3,0.210172947
ENSG00000156531,-0.1,0.715262002
ENSG00000156587,0.2,0.137991895
ENSG00000156603,-0.2,0.48810796
ENSG00000156639,-0.2,0.3287326
ENSG00000156642,0.1,0.85998028
ENSG00000156650,-0.1,0.894899771
ENSG00000156671,-0.1,0.548019476
ENSG00000156675,0.5,0.081022315
ENSG00000156687,-0.2,0.741701686
ENSG00000156689,-0.4,0.415630126
ENSG00000156697,-0.3,0.238298305
ENSG00000156709,0.1,0.835449396
ENSG00000156711,0.8,0.003893014
ENSG00000156735,0.2,0.424202964
ENSG00000156787,0.4,0.04371007
ENSG00000156795,0.4,0.096005513
ENSG00000156802,0.4,0.145463076
ENSG00000156831,0.1,0.870383351
ENSG00000156858,-0.1,0.606378881
ENSG00000156860,-0.1,0.593335055
ENSG00000156869,-0.1,0.922938866
ENSG00000156876,0.2,0.703045671
ENSG00000156928,0.2,0.290120772
ENSG00000156931,-0.3,0.186202298
ENSG00000156958,0.2,0.619090425
ENSG00000156966,-0.2,0.548203977
ENSG00000156968,0.1,0.932194827
ENSG00000156970,0.3,0.27449357
ENSG00000156973,-0.1,0.871569892
ENSG00000156976,0.1,0.830487559
ENSG00000156990,0.2,0.440784945
ENSG00000157020,0.1,0.743598907
ENSG00000157036,-0.1,0.78865864
ENSG00000157045,-0.1,0.648763116
ENSG00000157064,-0.2,0.33710134
ENSG00000157077,-0.2,0.583838143
ENSG00000157106,-0.1,0.866091505
ENSG00000157107,-0.1,0.71454245
ENSG00000157181,0.1,0.7147915
ENSG00000157184,-0.4,0.150255318
ENSG00000157191,-0.2,0.246271278
ENSG00000157193,0.5,0.006882669
ENSG00000157212,0.3,0.112238509
ENSG00000157214,0.2,0.403791197
ENSG00000157216,-0.1,0.647615899
ENSG00000157224,0.3,0.218749387
ENSG00000157227,-0.8,0.000153126
ENSG00000157240,-0.4,0.161074585
ENSG00000157259,0.1,0.882089811
ENSG00000157303,0.6,0.012114967
ENSG00000157306,0.2,0.743708975
ENSG00000157315,-0.1,0.955554567
ENSG00000157349,0.1,0.932194827
ENSG00000157350,-0.3,0.38266614
ENSG00000157379,-0.2,0.449880707
ENSG00000157423,-0.1,0.918895174
ENSG00000157426,-0.1,0.893208799
ENSG00000157429,-0.5,0.235833699
ENSG00000157450,-0.1,0.643154329
ENSG00000157456,0.1,0.673047039
ENSG00000157470,0.2,0.547054458
ENSG00000157483,0.1,0.583988395
ENSG00000157500,0.1,0.544630883
ENSG00000157502,-1.3,6.94E-05
ENSG00000157510,-0.4,0.127798839
ENSG00000157514,-0.1,0.85912095
ENSG00000157538,0.2,0.403403908
ENSG00000157542,-0.1,0.85912095
ENSG00000157551,-0.6,0.165511614
ENSG00000157570,0.4,0.477935494
ENSG00000157578,-0.3,0.576414635
ENSG00000157593,-0.2,0.610888337
ENSG00000157613,0.5,0.018665304
ENSG00000157617,-0.3,0.394657912
ENSG00000157625,0.1,0.767751353
ENSG00000157637,-0.4,0.109381612
ENSG00000157653,-0.4,0.381711357
ENSG00000157693,0.2,0.407964356
ENSG00000157734,-0.1,0.887380754
ENSG00000157741,-0.1,0.736160505
ENSG00000157764,-0.1,0.803927845
ENSG00000157778,0.1,0.711596445
ENSG00000157782,-0.1,0.868660926
ENSG00000157796,-0.3,0.422133638
ENSG00000157800,0.3,0.137725802
ENSG00000157823,-0.1,0.838857876
ENSG00000157827,0.1,0.820900822
ENSG00000157833,0.7,0.052648853
ENSG00000157837,-0.1,0.735201939
ENSG00000157869,0.1,0.688939946
ENSG00000157870,0.1,0.878343822
ENSG00000157873,0.1,0.807070664
ENSG00000157881,0.3,0.243472554
ENSG00000157895,-0.2,0.615934926
ENSG00000157911,0.1,0.670160844
ENSG00000157927,0.7,0.014168288
ENSG00000157933,-0.1,0.690441612
ENSG00000157954,-0.2,0.300434619
ENSG00000157978,0.3,0.175772084
ENSG00000157985,0.2,0.472565189
ENSG00000157992,-0.1,0.943194238
ENSG00000157999,-0.2,0.785520839
ENSG00000158006,-0.1,0.836501601
ENSG00000158008,0.1,0.936862757
ENSG00000158019,-0.2,0.645063693
ENSG00000158023,-0.5,0.217859234
ENSG00000158042,0.2,0.408053123
ENSG00000158050,0.8,0.052746505
ENSG00000158062,0.2,0.525878159
ENSG00000158079,0.1,0.728066247
ENSG00000158089,0.2,0.373534977
ENSG00000158092,0.1,0.852233222
ENSG00000158106,0.2,0.377604334
ENSG00000158125,-0.8,0.001371948
ENSG00000158156,0.1,0.84354163
ENSG00000158158,0.1,0.735034945
