id,log2FoldChange,padj
ENSG00000119865,-0.7,0.033264294
ENSG00000119888,1,0.003551724
ENSG00000119900,0.5,0.00547869
ENSG00000119906,0.1,0.703234661
ENSG00000119912,-0.1,0.896368238
ENSG00000119917,-0.3,0.315896868
ENSG00000119922,-0.1,0.857617938
ENSG00000119927,-0.4,0.081850964
ENSG00000119929,0.3,0.22967209
ENSG00000119938,-0.2,0.718305336
ENSG00000119943,0.1,0.793499207
ENSG00000119946,0.7,0.005211089
ENSG00000119950,0.1,0.739956812
ENSG00000119965,0.1,0.838836761
ENSG00000119969,0.3,0.455284809
ENSG00000119977,-0.1,0.694714358
ENSG00000119979,0.1,0.708834456
ENSG00000119986,0.5,0.040718669
ENSG00000120008,-0.1,0.741701686
ENSG00000120049,-0.4,0.336869507
ENSG00000120051,0.2,0.79187818
ENSG00000120053,0.6,0.007743771
ENSG00000120055,0.5,0.281308423
ENSG00000120071,-0.2,0.348359788
ENSG00000120075,-0.3,0.392513831
ENSG00000120093,-0.4,0.150392802
ENSG00000120129,0.2,0.780541545
ENSG00000120137,0.2,0.433900553
ENSG00000120149,-0.1,0.92328287
ENSG00000120156,-0.5,0.366849248
ENSG00000120158,0.5,0.030029477
ENSG00000120162,0.6,0.040959732
ENSG00000120215,-0.1,0.948662233
ENSG00000120217,-0.7,0.033226003
ENSG00000120253,0.2,0.377517609
ENSG00000120254,0.5,0.021624413
ENSG00000120256,0.5,0.214084065
ENSG00000120265,0.1,0.602269556
ENSG00000120278,-0.1,0.953661658
ENSG00000120306,0.2,0.448714614
ENSG00000120314,0.1,0.760672972
ENSG00000120333,0.1,0.789502978
ENSG00000120334,0.1,0.865741151
ENSG00000120370,-0.1,0.703755417
ENSG00000120437,0.4,0.059363542
ENSG00000120438,0.4,0.136584236
ENSG00000120451,0.2,0.348139369
ENSG00000120458,-0.3,0.254817654
ENSG00000120500,-0.2,0.686575207
ENSG00000120509,0.1,0.761930811
ENSG00000120519,-0.2,0.53153263
ENSG00000120526,0.3,0.169923391
ENSG00000120533,-0.2,0.321183987
ENSG00000120539,0.4,0.141379607
ENSG00000120549,-0.4,0.059881365
ENSG00000120616,-0.2,0.572461271
ENSG00000120647,0.2,0.50499797
ENSG00000120656,0.1,0.867822668
ENSG00000120658,0.1,0.904525654
ENSG00000120662,-0.1,0.840518852
ENSG00000120690,-0.1,0.622822182
ENSG00000120693,-0.6,0.091645107
ENSG00000120694,0.1,0.794167141
ENSG00000120696,0.3,0.398197339
ENSG00000120699,0.3,0.236836637
ENSG00000120705,0.1,0.755630526
ENSG00000120708,-1.1,0.001935033
ENSG00000120709,-0.1,0.771675761
ENSG00000120725,-0.1,0.912477872
ENSG00000120727,-0.1,0.551097817
ENSG00000120729,-0.3,0.633283833
ENSG00000120742,0.1,0.695384037
ENSG00000120756,0.1,0.642775902
ENSG00000120784,-0.1,0.839147874
ENSG00000120798,0.1,0.602938908
ENSG00000120802,0.2,0.629348706
ENSG00000120805,-0.1,0.800135513
ENSG00000120820,-1.2,2.20E-05
ENSG00000120833,-0.6,0.042257304
ENSG00000120837,0.1,0.793499207
ENSG00000120860,-0.4,0.058882248
ENSG00000120868,-0.4,0.107156152
ENSG00000120875,-0.1,0.686184968
ENSG00000120885,-0.2,0.32007478
ENSG00000120889,0.1,0.61761651
ENSG00000120896,0.1,0.583639554
ENSG00000120899,0.6,0.038686127
ENSG00000120913,0.7,0.01006893
ENSG00000120915,0.3,0.219864284
ENSG00000120942,0.1,0.583639554
ENSG00000120963,0.2,0.421167214
ENSG00000120992,0.2,0.619948158
ENSG00000121005,-0.6,0.004764971
ENSG00000121022,-0.1,0.721043711
ENSG00000121039,0.5,0.017333589
ENSG00000121053,-0.3,0.656740329
ENSG00000121057,0.2,0.265332816
ENSG00000121058,0.2,0.315233655
ENSG00000121060,-0.2,0.2063736
ENSG00000121064,-0.2,0.344571126
ENSG00000121067,-0.3,0.06268177
ENSG00000121068,-0.7,0.07085173
ENSG00000121073,0.1,0.783760462
ENSG00000121075,-0.3,0.670160844
ENSG00000121089,0.1,0.829644839
ENSG00000121101,-0.5,0.362310956
ENSG00000121104,-0.1,0.891422554
ENSG00000121152,0.2,0.54348141
ENSG00000121207,-0.6,0.11509005
ENSG00000121210,0.2,0.599151142
ENSG00000121211,0.7,0.000852706
ENSG00000121236,-0.8,0.002304631
ENSG00000121281,-0.1,0.748199655
ENSG00000121289,-0.1,0.699113011
ENSG00000121310,-0.1,0.784237519
ENSG00000121316,-0.4,0.373788304
ENSG00000121350,0.1,0.923374435
ENSG00000121361,-0.8,0.062646513
ENSG00000121406,-0.7,0.004650167
ENSG00000121413,0.1,0.842616095
ENSG00000121417,-0.4,0.198544707
ENSG00000121440,0.2,0.695384037
ENSG00000121454,-0.2,0.732754666
ENSG00000121486,-0.3,0.327202189
ENSG00000121542,0.1,0.808782152
ENSG00000121577,0.3,0.561279019
ENSG00000121579,0.2,0.295605528
ENSG00000121621,0.1,0.899251709
ENSG00000121653,-0.3,0.483043448
ENSG00000121671,-0.1,0.74003049
ENSG00000121691,-0.1,0.614858911
ENSG00000121716,-0.1,0.790864377
ENSG00000121741,-0.1,0.609383851
ENSG00000121743,-0.8,0.028270575
ENSG00000121749,0.1,0.727357577
ENSG00000121753,-0.1,0.790008579
ENSG00000121766,-0.1,0.642775902
ENSG00000121769,0.2,0.71454245
ENSG00000121775,-0.1,0.761707364
ENSG00000121797,-0.3,0.371798062
ENSG00000121851,-0.1,0.899197106
ENSG00000121858,-0.3,0.583274548
ENSG00000121864,0.1,0.641369502
ENSG00000121879,-0.2,0.40023701
ENSG00000121892,0.1,0.539320084
ENSG00000121895,0.2,0.371398653
ENSG00000121897,0.3,0.395611145
ENSG00000121900,0.2,0.287922531
ENSG00000121903,-0.1,0.92764497
ENSG00000121931,0.1,0.765140944
ENSG00000121940,0.2,0.2812377
ENSG00000121957,0.4,0.017704366
ENSG00000121964,0.2,0.548369058
ENSG00000121966,-1.2,0.000476454
ENSG00000121988,0.1,0.729686936
ENSG00000121989,-0.3,0.290120772
ENSG00000122026,0.2,0.407550973
ENSG00000122033,0.1,0.836466813
ENSG00000122034,-0.1,0.57544432
ENSG00000122035,-0.3,0.534641973
ENSG00000122042,-0.4,0.193245142
ENSG00000122068,-0.1,0.624892088
ENSG00000122126,0.3,0.035240946
ENSG00000122140,0.2,0.409688881
ENSG00000122145,-0.3,0.640575637
ENSG00000122203,0.1,0.749498377
ENSG00000122218,-0.1,0.741701686
ENSG00000122299,-0.1,0.726662869
ENSG00000122359,0.2,0.443191869
ENSG00000122367,0.5,0.147655521
ENSG00000122376,0.2,0.31908297
ENSG00000122386,0.1,0.896368238
ENSG00000122390,-0.1,0.729686936
ENSG00000122406,0.2,0.445173861
ENSG00000122417,-0.4,0.144485961
ENSG00000122432,-0.1,0.940741328
ENSG00000122435,0.1,0.897596029
ENSG00000122477,0.1,0.954814187
ENSG00000122481,-0.1,0.822344366
ENSG00000122482,-0.2,0.504628115
ENSG00000122484,-0.1,0.653396242
ENSG00000122507,-0.3,0.336110804
ENSG00000122512,0.1,0.864330716
ENSG00000122515,-0.2,0.68531705
ENSG00000122545,-0.1,0.604084255
ENSG00000122547,-0.4,0.123500713
ENSG00000122550,-0.2,0.329397989
ENSG00000122565,0.1,0.521597863
ENSG00000122566,0.1,0.839733735
ENSG00000122574,0.3,0.287437722
ENSG00000122591,-0.2,0.515685829
ENSG00000122592,-0.6,0.153840292
ENSG00000122641,0.3,0.626856923
ENSG00000122642,-0.1,0.91481402
ENSG00000122643,0.1,0.884897109
ENSG00000122644,0.1,0.837167794
ENSG00000122674,0.1,0.901039425
ENSG00000122678,-0.1,0.598056907
ENSG00000122691,-0.1,0.792323808
ENSG00000122694,-0.3,0.356449388
ENSG00000122696,-0.1,0.908978965
ENSG00000122707,-0.1,0.749143364
ENSG00000122729,0.2,0.348359788
ENSG00000122778,-0.2,0.441537235
ENSG00000122779,0.2,0.370457006
ENSG00000122786,-0.1,0.740565647
ENSG00000122861,0.4,0.39342073
ENSG00000122862,-0.1,0.802222946
ENSG00000122863,-0.2,0.458064695
ENSG00000122870,0.1,0.88844238
ENSG00000122873,0.1,0.476520059
ENSG00000122877,-0.3,0.605695812
ENSG00000122884,-0.2,0.454869453
ENSG00000122965,0.2,0.412441698
ENSG00000122966,0.3,0.388765233
ENSG00000122970,-0.3,0.396891846
ENSG00000122986,-0.2,0.637244564
ENSG00000123009,0.2,0.750637598
ENSG00000123064,0.2,0.233726507
ENSG00000123080,-0.4,0.377402791
ENSG00000123091,-0.2,0.504330909
ENSG00000123094,-0.3,0.399573978
ENSG00000123095,0.1,0.790298591
ENSG00000123096,-0.1,0.856726479
ENSG00000123104,-0.7,0.009677176
ENSG00000123106,0.5,0.013404869
ENSG00000123119,0.2,0.78690378
ENSG00000123130,0.1,0.703861874
ENSG00000123136,0.1,0.697263329
ENSG00000123143,0.3,0.204433822
ENSG00000123146,-0.2,0.518163975
ENSG00000123154,0.2,0.483043448
ENSG00000123159,0.1,0.793499207
ENSG00000123171,-0.1,0.882196389
ENSG00000123178,0.1,0.67393168
ENSG00000123179,0.3,0.217127505
ENSG00000123191,0.1,0.893937787
ENSG00000123201,0.2,0.790661268
ENSG00000123213,0.2,0.31096164
ENSG00000123219,0.3,0.417451508
ENSG00000123240,0.2,0.703494757
ENSG00000123342,-0.6,0.133281896
ENSG00000123349,-0.1,0.606378881
ENSG00000123352,-0.3,0.193662516
ENSG00000123353,0.1,0.701630958
ENSG00000123358,0.5,0.041709435
ENSG00000123360,-0.7,0.045021024
ENSG00000123364,-0.1,0.807070664
ENSG00000123374,0.2,0.607922187
ENSG00000123384,-0.2,0.626150078
ENSG00000123388,0.5,0.360174878
ENSG00000123395,0.2,0.553184331
ENSG00000123405,0.2,0.718305336
ENSG00000123407,-0.1,0.942919776
ENSG00000123416,0.2,0.592568124
ENSG00000123427,0.1,0.691915826
ENSG00000123444,-0.1,0.864330716
ENSG00000123453,0.3,0.422706952
ENSG00000123473,0.2,0.699041228
ENSG00000123485,0.2,0.717056607
ENSG00000123496,0.2,0.733814767
ENSG00000123505,0.1,0.590455889
ENSG00000123545,0.3,0.171211504
ENSG00000123552,0.1,0.668910497
ENSG00000123562,-0.1,0.808782152
ENSG00000123570,-0.5,0.091645107
ENSG00000123572,-0.8,0.033792405
ENSG00000123575,-0.1,0.711134977
ENSG00000123600,0.2,0.383796584
ENSG00000123607,0.2,0.360844193
ENSG00000123609,-0.2,0.562014102
ENSG00000123612,-0.3,0.603152365
ENSG00000123636,-0.4,0.117924825
ENSG00000123643,-0.1,0.843661938
ENSG00000123684,0.2,0.467319082
ENSG00000123685,0.1,0.946644453
ENSG00000123689,0.5,0.104106265
ENSG00000123700,-0.1,0.95656989
ENSG00000123728,0.1,0.720507501
ENSG00000123737,0.3,0.204600914
ENSG00000123739,0.5,0.058291452
ENSG00000123810,-0.3,0.407477238
ENSG00000123815,-0.2,0.395611145
ENSG00000123836,0.5,0.102589281
ENSG00000123870,-0.2,0.735018956
ENSG00000123933,-0.4,0.127748971
ENSG00000123975,0.2,0.381971694
ENSG00000123977,-0.4,0.439169597
ENSG00000123983,0.1,0.756909735
ENSG00000123989,-0.3,0.19276062
ENSG00000123992,0.2,0.242409624
ENSG00000123999,-0.1,0.951472066
ENSG00000124006,-0.5,0.05101269
ENSG00000124067,0.1,0.687913808
ENSG00000124074,0.2,0.765339384
ENSG00000124097,-0.4,0.382934756
ENSG00000124098,-0.2,0.33019667
ENSG00000124104,-0.4,0.169040135
ENSG00000124107,1,0.006066613
ENSG00000124116,-0.2,0.686003111
ENSG00000124126,0.2,0.598785336
ENSG00000124140,-0.4,0.316602869
ENSG00000124145,0.2,0.734226389
ENSG00000124151,-0.1,0.698567987
ENSG00000124155,-0.2,0.27179575
ENSG00000124160,-0.4,0.274819491
ENSG00000124164,0.2,0.454869453
ENSG00000124171,0.3,0.406911443
ENSG00000124177,-0.3,0.234331819
ENSG00000124181,-0.2,0.50499797
ENSG00000124191,-0.1,0.927157967
ENSG00000124193,-0.2,0.521597863
ENSG00000124201,-0.1,0.795658467
ENSG00000124207,0.3,0.205696914
ENSG00000124216,0.8,0.01324313
ENSG00000124217,-0.1,0.749530464
ENSG00000124222,0.2,0.46572671
ENSG00000124225,-0.6,0.033920345
ENSG00000124243,-0.1,0.838836761
ENSG00000124249,0.6,0.091502362
ENSG00000124251,-0.1,0.838989884
ENSG00000124257,-0.3,0.519220584
ENSG00000124299,-0.1,0.620399425
ENSG00000124357,-0.2,0.216556854
ENSG00000124370,0.3,0.511768067
ENSG00000124374,0.1,0.811774309
ENSG00000124383,0.1,0.73743062
ENSG00000124399,-0.1,0.872534182
ENSG00000124406,0.3,0.260051868
ENSG00000124422,-0.2,0.323403406
ENSG00000124429,-0.5,0.232445654
ENSG00000124459,-0.4,0.259797846
ENSG00000124466,-0.6,0.05232908
ENSG00000124479,-0.7,0.070783155
ENSG00000124486,-0.1,0.827755007
ENSG00000124507,0.4,0.179337204
ENSG00000124508,-0.4,0.145264925
ENSG00000124523,0.1,0.71454245
ENSG00000124532,0.1,0.859742118
ENSG00000124535,0.1,0.572804502
ENSG00000124541,-0.2,0.561724274
ENSG00000124549,-0.6,0.043247844
ENSG00000124562,-0.1,0.839733735
ENSG00000124570,-0.2,0.452134173
ENSG00000124571,0.1,0.826496634
ENSG00000124574,-0.1,0.630860054
ENSG00000124587,-0.2,0.447316332
ENSG00000124593,-0.5,0.280117933
ENSG00000124596,0.1,0.892730364
ENSG00000124602,0.2,0.795891407
ENSG00000124608,-0.2,0.59460859
ENSG00000124614,0.1,0.949667037
ENSG00000124615,-0.3,0.270023689
ENSG00000124635,0.3,0.53903486
ENSG00000124641,-0.3,0.243471209
ENSG00000124659,-0.3,0.205696914
ENSG00000124664,0.4,0.083792232
ENSG00000124678,-0.7,0.091645107
ENSG00000124688,-0.2,0.5114205
ENSG00000124702,-0.3,0.131532998
ENSG00000124733,-0.2,0.401169902
ENSG00000124743,-0.1,0.918779654
ENSG00000124762,-0.4,0.075281083
ENSG00000124766,-0.7,0.111559766
ENSG00000124772,-0.1,0.958101671
ENSG00000124784,0.3,0.229525626
ENSG00000124786,-0.1,0.815851212
ENSG00000124787,0.2,0.541072035
ENSG00000124788,-0.2,0.701673147
ENSG00000124795,0.1,0.608953448
ENSG00000124802,0.2,0.468652663
ENSG00000124813,0.1,0.84354163
ENSG00000124831,0.1,0.768970521
ENSG00000124839,0.9,0.001239253
ENSG00000124875,0.9,0.00017093
ENSG00000124882,0.1,0.822344366
ENSG00000124942,-0.1,0.721535296
ENSG00000125037,-0.1,0.755630526
ENSG00000125046,0.1,0.940618308
ENSG00000125089,0.2,0.507785643
ENSG00000125107,0.2,0.10301832
ENSG00000125122,-0.3,0.501437457
ENSG00000125148,-0.4,0.420094628
ENSG00000125166,0.2,0.48448452
ENSG00000125170,-0.2,0.69547047
ENSG00000125246,0.1,0.91087165
ENSG00000125249,-0.2,0.469042191
ENSG00000125257,-0.1,0.765399802
ENSG00000125266,0.5,0.05317426
ENSG00000125285,-0.1,0.857458955
ENSG00000125304,-0.1,0.790661268
ENSG00000125319,0.2,0.640736985
ENSG00000125347,0.1,0.815833345
ENSG00000125351,-0.1,0.541883129
ENSG00000125352,-0.1,0.775869986
ENSG00000125354,-0.2,0.339696033
ENSG00000125375,0.1,0.688939946
ENSG00000125378,0.1,0.882196389
ENSG00000125384,-0.6,0.068787008
ENSG00000125386,-0.2,0.585689313
ENSG00000125388,-0.2,0.650820878
ENSG00000125398,-0.3,0.291480717
ENSG00000125430,0.6,0.128378175
ENSG00000125434,-0.1,0.896368238
ENSG00000125445,0.1,0.664570607
ENSG00000125447,0.1,0.845012066
ENSG00000125449,-0.2,0.470097391
ENSG00000125450,0.3,0.17823513
ENSG00000125454,0.6,0.012716635
ENSG00000125457,0.1,0.827324468
ENSG00000125458,0.4,0.179050127
ENSG00000125482,0.3,0.209199596
ENSG00000125485,0.1,0.804755255
ENSG00000125503,-0.1,0.675045187
ENSG00000125505,-0.2,0.376691255
ENSG00000125508,0.6,0.15421341
ENSG00000125520,0.3,0.111559766
ENSG00000125531,0.4,0.422133638
ENSG00000125534,0.3,0.031860957
ENSG00000125538,0.1,0.861256793
ENSG00000125611,0.2,0.589881686
ENSG00000125618,-0.1,0.763457987
ENSG00000125629,-0.2,0.605899751
ENSG00000125630,0.2,0.33991158
ENSG00000125633,0.1,0.670160844
ENSG00000125637,0.1,0.821827762
ENSG00000125651,-0.1,0.656494212
ENSG00000125652,0.1,0.75265881
ENSG00000125656,0.3,0.157218519
ENSG00000125657,0.1,0.717434464
ENSG00000125676,0.1,0.539320084
ENSG00000125691,0.1,0.614011936
ENSG00000125703,0.1,0.726662869
ENSG00000125726,-0.1,0.777387117
ENSG00000125731,0.9,0.001402093
ENSG00000125733,0.4,0.07255641
ENSG00000125734,0.1,0.57300437
ENSG00000125735,0.1,0.868660926
ENSG00000125740,-0.4,0.260635409
ENSG00000125743,0.1,0.863817336
ENSG00000125744,-0.3,0.247604208
ENSG00000125746,0.1,0.790661268
ENSG00000125753,-0.1,0.582738498
ENSG00000125772,0.5,0.096435086
ENSG00000125779,-0.1,0.881236657
ENSG00000125798,-0.5,0.189831903
ENSG00000125818,0.1,0.836291924
ENSG00000125821,0.1,0.752780163
ENSG00000125826,0.2,0.454869453
ENSG00000125827,-0.2,0.768648332
ENSG00000125834,0.1,0.750637598
ENSG00000125835,0.2,0.445173861
ENSG00000125841,-0.1,0.816641614
ENSG00000125843,-0.2,0.381041941
ENSG00000125844,0.1,0.763928387
ENSG00000125845,-0.1,0.844729957
ENSG00000125846,0.1,0.703697811
ENSG00000125848,-0.9,0.001153185
ENSG00000125850,0.3,0.651245855
ENSG00000125864,-0.5,0.091076147
ENSG00000125870,0.1,0.864330716
ENSG00000125871,0.1,0.81915003
ENSG00000125877,0.1,0.738197721
ENSG00000125885,0.2,0.653180048
ENSG00000125895,0.5,0.111617637
ENSG00000125898,-0.1,0.780032622
ENSG00000125901,0.4,0.020975194
ENSG00000125910,-0.2,0.786399013
ENSG00000125945,-0.3,0.366397415
ENSG00000125952,-0.2,0.419182061
ENSG00000125962,0.2,0.610885258
ENSG00000125966,0.1,0.858825644
ENSG00000125967,0.2,0.369568036
ENSG00000125968,-0.5,0.042257304
ENSG00000125970,0.2,0.223128079
ENSG00000125971,-0.1,0.657587937
ENSG00000125977,0.3,0.25802957
ENSG00000125991,-0.1,0.537604988
ENSG00000126001,0.1,0.563812902
ENSG00000126010,-0.1,0.790661268
ENSG00000126012,-0.2,0.351290367
ENSG00000126016,-0.4,0.19024001
ENSG00000126062,-0.2,0.4647717
ENSG00000126067,0.1,0.83532034
ENSG00000126088,-0.2,0.39247749
ENSG00000126091,0.1,0.921899023
ENSG00000126107,-0.1,0.733814767
ENSG00000126214,-0.1,0.540511136
ENSG00000126215,0.4,0.098010623
ENSG00000126216,0.4,0.007314079
ENSG00000126217,1.4,1.32E-05
ENSG00000126218,-0.1,0.938920646
ENSG00000126226,0.2,0.46243631
ENSG00000126243,-0.2,0.539320084
ENSG00000126247,-0.1,0.480014684
ENSG00000126249,0.5,0.031377942
ENSG00000126254,-0.1,0.708237268
ENSG00000126261,0.2,0.167870508
ENSG00000126267,0.2,0.477793268
ENSG00000126391,-0.2,0.448714614
ENSG00000126432,0.1,0.742257682
ENSG00000126453,0.2,0.206360961
ENSG00000126457,0.2,0.265334519
ENSG00000126458,0.1,0.879557741
ENSG00000126460,0.8,0.030956621
ENSG00000126522,0.2,0.23400915
ENSG00000126524,0.1,0.827963927
ENSG00000126562,0.1,0.563812902
ENSG00000126581,-0.2,0.422133638
ENSG00000126583,-0.2,0.720443848
ENSG00000126602,0.4,0.012111231
ENSG00000126603,0.2,0.413095241
ENSG00000126698,0.1,0.729356837
ENSG00000126705,0.2,0.252120356
ENSG00000126709,-0.2,0.707488216
ENSG00000126733,-0.5,0.333011355
ENSG00000126749,0.3,0.08289534
ENSG00000126756,0.3,0.132149812
ENSG00000126768,0.1,0.856652996
ENSG00000126773,-0.2,0.506751789
ENSG00000126775,0.1,0.697559243
ENSG00000126778,0.3,0.11509005
ENSG00000126785,-0.6,0.125662855
ENSG00000126787,0.2,0.300251902
ENSG00000126790,0.3,0.416607353
ENSG00000126803,0.2,0.514617071
ENSG00000126804,-0.2,0.497050546
ENSG00000126814,0.2,0.411147795
ENSG00000126821,0.1,0.569749391
ENSG00000126858,0.2,0.476221953
ENSG00000126878,1.4,5.43E-11
ENSG00000126882,0.1,0.898086197
ENSG00000126883,-0.1,0.877340207
ENSG00000126903,0.1,0.797165403
ENSG00000126934,0.1,0.825850865
ENSG00000126945,-0.2,0.383232013
ENSG00000126953,0.2,0.3954132
ENSG00000126970,-0.2,0.270862593
ENSG00000127054,0.2,0.422133638
ENSG00000127080,0.1,0.896368238
ENSG00000127081,-0.4,0.227240251
ENSG00000127084,0.5,0.147769688
ENSG00000127124,-0.4,0.19276062
ENSG00000127125,-0.1,0.864088529
ENSG00000127191,0.3,0.243471209
ENSG00000127252,-0.5,0.11509005
ENSG00000127311,0.2,0.53925446
ENSG00000127314,-0.1,0.708766555
ENSG00000127324,-1.3,3.90E-06
ENSG00000127325,-0.5,0.251072356
ENSG00000127328,-0.1,0.705255629
ENSG00000127329,0.6,0.114874151
ENSG00000127334,0.2,0.471897058
ENSG00000127337,0.1,0.700700961
ENSG00000127399,0.2,0.689852827
ENSG00000127418,0.3,0.219722176
ENSG00000127423,0.4,0.247058017
ENSG00000127463,0.1,0.733490781
ENSG00000127481,-0.1,0.859329966
ENSG00000127507,0.3,0.412291461
ENSG00000127511,-0.1,0.799738543
ENSG00000127526,0.1,0.739748142
ENSG00000127527,0.1,0.769932076
ENSG00000127528,-0.4,0.34487388
ENSG00000127554,0.2,0.54253588
ENSG00000127561,0.3,0.557845985
ENSG00000127564,0.6,0.050225024
ENSG00000127578,-0.2,0.764024696
ENSG00000127580,0.1,0.854665104
ENSG00000127585,0.7,0.004162556
ENSG00000127586,0.4,0.095421657
ENSG00000127588,0.4,0.384440108
ENSG00000127603,-0.4,0.185069143
ENSG00000127616,0.1,0.818773199
ENSG00000127663,-0.3,0.219864284
ENSG00000127666,0.2,0.287714889
ENSG00000127720,-0.2,0.620333467
ENSG00000127774,0.2,0.631222043
ENSG00000127804,0.2,0.34487388
ENSG00000127824,0.4,0.058251584
ENSG00000127837,0.1,0.763016173
ENSG00000127838,0.1,0.733490781
ENSG00000127863,-1.1,0.000264185
ENSG00000127870,-0.1,0.671337516
ENSG00000127884,-0.1,0.885310887
ENSG00000127914,-0.2,0.548990938
ENSG00000127920,-1.3,2.20E-07
ENSG00000127946,0.2,0.483103433
ENSG00000127947,0.1,0.843879888
ENSG00000127951,0.3,0.610671747
ENSG00000127954,2.4,4.83E-17
ENSG00000127955,0.2,0.244404668
ENSG00000127957,0.1,0.849102391
ENSG00000127980,-0.1,0.841644736
ENSG00000127989,-0.2,0.537176068
ENSG00000127990,-0.1,0.578255447
ENSG00000127993,-0.1,0.714733424
ENSG00000127995,0.2,0.409449687
ENSG00000128000,-0.1,0.838642882
ENSG00000128011,0.2,0.509030957
ENSG00000128016,0.6,0.127992522
ENSG00000128039,-0.1,0.794320504
ENSG00000128050,0.2,0.218749387
ENSG00000128052,-0.4,0.445623632
ENSG00000128059,0.4,0.025140722
ENSG00000128159,0.1,0.686575207
ENSG00000128165,0.5,0.172516582
ENSG00000128185,-0.1,0.639104146
ENSG00000128191,-0.1,0.868005419
ENSG00000128203,-0.1,0.896368238
ENSG00000128228,0.2,0.452113865
ENSG00000128245,0.2,0.589520221
ENSG00000128254,-0.2,0.69921656
ENSG00000128266,0.4,0.054741884
ENSG00000128268,-0.5,0.266114867
ENSG00000128272,0.3,0.41027765
ENSG00000128274,-0.3,0.402878955
ENSG00000128283,0.4,0.036432047
ENSG00000128294,0.2,0.445634437
ENSG00000128309,0.1,0.767868153
ENSG00000128311,-0.2,0.641767804
ENSG00000128335,-0.2,0.648924823
ENSG00000128340,0.1,0.68531705
ENSG00000128342,0.4,0.298187206
ENSG00000128346,0.1,0.801922767
ENSG00000128394,-0.1,0.948692528
ENSG00000128408,0.3,0.602269556
ENSG00000128463,0.1,0.736343121
ENSG00000128487,0.1,0.777815513
ENSG00000128510,0.7,0.030179486
ENSG00000128512,-0.3,0.527374508
ENSG00000128513,-0.1,0.641783175
ENSG00000128524,0.2,0.3954132
ENSG00000128563,-0.1,0.744261135
ENSG00000128564,-0.2,0.735201939
ENSG00000128567,-0.3,0.11471196
ENSG00000128578,-0.1,0.841644736
ENSG00000128581,-0.3,0.388172983
ENSG00000128585,-0.1,0.717531189
ENSG00000128590,0.1,0.791250965
ENSG00000128595,0.1,0.782985114
ENSG00000128596,-0.3,0.184734517
ENSG00000128602,-0.2,0.501018013
ENSG00000128604,0.3,0.370288929
ENSG00000128606,-0.2,0.761930811
ENSG00000128609,0.1,0.730717198
ENSG00000128610,-0.7,0.073102622
ENSG00000128617,0.1,0.777809882
ENSG00000128626,0.2,0.217127505
ENSG00000128641,0.4,0.046789874
ENSG00000128654,0.2,0.599181157
ENSG00000128655,-0.5,0.23496467
ENSG00000128656,-0.3,0.216288814
ENSG00000128683,-0.4,0.281308423
ENSG00000128692,0.3,0.542101617
ENSG00000128694,0.2,0.532609429
ENSG00000128699,-0.1,0.737569323
ENSG00000128708,0.1,0.571061849
ENSG00000128714,-0.2,0.816641614
ENSG00000128731,-0.2,0.642078134
ENSG00000128739,-0.2,0.335249709
ENSG00000128789,0.2,0.251072356
ENSG00000128791,-0.1,0.813670646
ENSG00000128805,0.3,0.288008571
ENSG00000128833,-0.1,0.817990568
ENSG00000128849,0.2,0.732217098
ENSG00000128872,-0.3,0.470697067
ENSG00000128881,-0.2,0.399641119
ENSG00000128886,0.8,0.038585666
ENSG00000128908,0.1,0.837811824
ENSG00000128917,0.1,0.892312885
ENSG00000128918,-0.5,0.302800489
ENSG00000128944,0.3,0.191562758
ENSG00000128951,0.3,0.174670448
ENSG00000128965,0.5,0.233987582
ENSG00000128973,0.1,0.940967262
ENSG00000129003,-0.1,0.735201939
ENSG00000129028,-0.1,0.912298289
ENSG00000129055,0.1,0.810867395
ENSG00000129071,0.1,0.763311437
ENSG00000129116,0.2,0.583639554
ENSG00000129128,0.2,0.335474472
ENSG00000129158,0.1,0.822645873
ENSG00000129173,0.3,0.541857976
ENSG00000129187,0.2,0.491671742
ENSG00000129194,0.3,0.63715797
ENSG00000129195,0.2,0.471897058
ENSG00000129197,-0.1,0.843661938
ENSG00000129226,-0.1,0.840772008
ENSG00000129235,-0.1,0.702554203
ENSG00000129245,0.1,0.856563889
ENSG00000129250,0.2,0.314876206
ENSG00000129255,-0.1,0.685846056
ENSG00000129292,-0.3,0.253133994
ENSG00000129295,-0.4,0.33710134
ENSG00000129315,0.1,0.448592759
ENSG00000129317,0.1,0.847678597
ENSG00000129351,0.1,0.86137598
ENSG00000129353,-0.3,0.087214845
ENSG00000129354,0.9,0.011113809
ENSG00000129355,0.1,0.795891407
ENSG00000129422,0.3,0.19276062
ENSG00000129437,-0.2,0.721009639
ENSG00000129451,-1,0.00013053
ENSG00000129460,0.1,0.789502978
ENSG00000129473,0.2,0.407477238
ENSG00000129474,0.3,0.348359788
ENSG00000129480,-0.1,0.749727333
ENSG00000129484,0.4,0.026098971
ENSG00000129493,0.1,0.818670273
ENSG00000129514,0.3,0.030271891
ENSG00000129515,-0.1,0.807677366
ENSG00000129518,-0.1,0.52640414
ENSG00000129521,0.3,0.563812902
ENSG00000129534,0.1,0.724695528
ENSG00000129566,-0.2,0.586617312
ENSG00000129636,-0.1,0.576385624
ENSG00000129646,-0.6,0.139360925
