	MA0001.2	MA0005.2	MA0008.3	MA0020.1	MA0021.1	MA0034.1	MA0053.1	MA0054.1	MA0064.1	MA0082.1	MA0096.1	MA0097.1	MA0110.3	MA0121.1	MA0123.1	MA0127.1	MA0128.1	MA0129.1	MA0548.2	MA0549.1	MA0550.2	MA0551.1	MA0552.1	MA0553.1	MA0554.1	MA0555.1	MA0556.1	MA0557.1	MA0558.1	MA0559.1	MA0560.1	MA0561.1	MA0562.1	MA0563.1	MA0564.1	MA0565.2	MA0566.1	MA0567.1	MA0568.1	MA0569.1	MA0570.2	MA0571.1	MA0573.1	MA0574.1	MA0575.1	MA0576.1	MA0577.3	MA0578.1	MA0579.1	MA0580.1	MA0581.1	MA0582.1	MA0583.1	MA0584.1	MA0585.1	MA0586.2	MA0587.1	MA0588.1	MA0589.1	MA0590.1	MA0930.2	MA0931.1	MA0932.1	MA0933.1	MA0934.1	MA0935.1	MA0936.1	MA0937.1	MA0938.2	MA0939.1	MA0940.1	MA0941.1	MA0942.1	MA0943.1	MA0944.1	MA0945.1	MA0946.1	MA0947.1	MA0948.1	MA0949.1	MA0950.1	MA0951.1	MA0952.1	MA0953.1	MA0954.2	MA0955.1	MA0956.1	MA0957.1	MA0958.1	MA0959.1	MA0960.1	MA0961.1	MA0962.1	MA0963.1	MA0964.2	MA0965.2	MA0966.1	MA0967.1	MA0968.2	MA0969.1	MA0970.1	MA0971.1	MA0972.1	MA0973.1	MA0974.2	MA0975.1	MA0976.2	MA0977.1	MA0978.1	MA0979.1	MA0980.2	MA0981.1	MA0982.1	MA0983.1	MA0984.1	MA0986.1	MA0987.1	MA0988.1	MA0989.1	MA0990.1	MA0992.2	MA0993.1	MA0994.2	MA0995.2	MA0997.1	MA0998.1	MA1000.2	MA1001.3	MA1004.1	MA1005.2	MA1006.1	MA1007.1	MA1008.1	MA1009.1	MA1010.1	MA1011.1	MA1012.1	MA1013.1	MA1014.1	MA1015.1	MA1016.1	MA1017.1	MA1018.1	MA1019.1	MA1020.1	MA1021.1	MA1022.1	MA1023.1	MA1024.1	MA1025.1	MA1026.2	MA1027.1	MA1028.1	MA1030.1	MA1031.1	MA1032.1	MA1033.1	MA1034.1	MA1035.1	MA1036.1	MA1037.1	MA1038.1	MA1039.1	MA1040.1	MA1041.1	MA1042.1	MA1043.1	MA1044.1	MA1045.1	MA1046.1	MA1047.2	MA1048.1	MA1049.1	MA1050.1	MA1051.1	MA1053.1	MA1054.1	MA1055.2	MA1056.1	MA1057.1	MA1058.1	MA1059.2	MA1060.1	MA1061.1	MA1062.2	MA1063.1	MA1064.1	MA1065.2	MA1066.1	MA1067.1	MA1068.2	MA1069.2	MA1070.2	MA1071.1	MA1074.1	MA1075.1	MA1076.2	MA1077.1	MA1078.1	MA1079.2	MA1080.1	MA1081.2	MA1083.2	MA1084.1	MA1085.2	MA1086.1	MA1087.2	MA1088.1	MA1089.1	MA1090.1	MA1091.1	MA1092.1	MA1093.1	MA1094.2	MA1095.1	MA1096.1	MA1097.1	MA1098.1	MA1156.1	MA1157.1	MA1158.1	MA1159.1	MA1160.1	MA1161.1	MA1162.1	MA1163.2	MA1164.1	MA1165.2	MA1166.1	MA1167.1	MA1168.1	MA1169.1	MA1170.1	MA1171.1	MA1172.1	MA1173.1	MA1174.1	MA1175.1	MA1176.1	MA1177.1	MA1178.2	MA1179.1	MA1180.1	MA1181.1	MA1182.1	MA1183.1	MA1184.1	MA1185.1	MA1186.1	MA1187.1	MA1188.1	MA1189.1	MA1190.1	MA1191.1	MA1192.1	MA1193.1	MA1194.1	MA1195.1	MA1196.1	MA1197.1	MA1198.1	MA1199.1	MA1201.1	MA1202.1	MA1203.1	MA1204.1	MA1205.1	MA1206.1	MA1207.1	MA1208.1	MA1209.1	MA1210.2	MA1211.1	MA1212.1	MA1213.2	MA1214.1	MA1215.1	MA1218.1	MA1219.2	MA1220.1	MA1221.1	MA1222.1	MA1223.1	MA1225.1	MA1226.1	MA1227.2	MA1228.1	MA1229.1	MA1230.1	MA1231.2	MA1232.1	MA1233.2	MA1234.1	MA1235.1	MA1236.1	MA1238.2	MA1239.1	MA1240.1	MA1241.1	MA1242.1	MA1243.1	MA1244.1	MA1245.2	MA1246.1	MA1247.1	MA1248.1	MA1250.1	MA1251.1	MA1252.1	MA1253.1	MA1256.1	MA1257.1	MA1258.1	MA1259.1	MA1260.1	MA1261.1	MA1262.1	MA1263.1	MA1264.1	MA1265.2	MA1266.1	MA1267.1	MA1268.1	MA1269.1	MA1270.1	MA1272.2	MA1273.1	MA1274.1	MA1275.1	MA1276.1	MA1277.1	MA1278.1	MA1279.1	MA1280.1	MA1281.1	MA1282.1	MA1283.1	MA1284.1	MA1285.1	MA1286.1	MA1287.1	MA1288.1	MA1289.1	MA1290.1	MA1291.1	MA1292.1	MA1293.1	MA1294.1	MA1295.1	MA1296.1	MA1297.1	MA1298.1	MA1299.1	MA1300.1	MA1301.1	MA1302.1	MA1303.1	MA1304.1	MA1305.1	MA1306.1	MA1307.2	MA1308.1	MA1309.1	MA1310.1	MA1311.2	MA1312.1	MA1313.1	MA1314.1	MA1315.1	MA1316.1	MA1317.1	MA1318.1	MA1320.1	MA1321.1	MA1322.2	MA1323.1	MA1324.1	MA1325.1	MA1326.1	MA1327.2	MA1328.1	MA1329.2	MA1330.1	MA1331.1	MA1332.1	MA1333.1	MA1334.1	MA1335.1	MA1336.1	MA1337.1	MA1338.2	MA1339.1	MA1340.1	MA1341.1	MA1343.1	MA1344.1	MA1345.1	MA1346.1	MA1348.1	MA1349.1	MA1350.1	MA1351.2	MA1352.1	MA1353.1	MA1354.1	MA1355.1	MA1356.1	MA1357.1	MA1358.1	MA1359.2	MA1360.2	MA1361.1	MA1362.1	MA1363.1	MA1364.1	MA1365.2	MA1366.1	MA1367.1	MA1368.2	MA1369.1	MA1370.1	MA1371.1	MA1372.1	MA1373.1	MA1374.1	MA1375.1	MA1376.1	MA1377.1	MA1378.1	MA1379.1	MA1380.1	MA1381.1	MA1382.1	MA1383.1	MA1384.1	MA1385.1	MA1386.2	MA1387.1	MA1388.1	MA1389.1	MA1390.2	MA1391.2	MA1392.2	MA1393.2	MA1394.2	MA1396.1	MA1397.1	MA1398.2	MA1400.1	MA1401.1	MA1402.1	MA1403.1	MA1404.1	MA1405.1	MA1406.1	MA1408.1	MA1409.1	MA1410.1	MA1411.1	MA1412.1	MA1414.1	MA1415.1	MA1416.1	MA1417.1	MA1424.1	MA1425.1	MA1426.1	MA1427.2	MA1428.1	MA1430.1	MA1659.1	MA1660.1	MA1661.1	MA1662.1	MA1663.2	MA1664.2	MA1665.2	MA1666.2	MA1667.2	MA1669.1	MA1670.1	MA1671.1	MA1672.1	MA1673.1	MA1674.2	MA1675.1	MA1676.2	MA1677.1	MA1678.2	MA1679.1	MA1681.1	MA1682.1	MA1685.1	MA1686.1	MA1687.1	MA1688.1	MA1689.1	MA1690.1	MA1691.1	MA1692.1	MA1693.1	MA1694.1	MA1695.1	MA1696.1	MA1697.1	MA1698.1	MA1706.1	MA1732.1	MA1733.1	MA1734.1	MA1735.1	MA1736.1	MA1737.1	MA1738.1	MA1739.1	MA1740.1	MA1741.1	MA1742.1	MA1743.1	MA1744.1	MA1745.1	MA1746.1	MA1747.1	MA1748.1	MA1749.1	MA1750.1	MA1751.1	MA1752.1	MA1753.1	MA1754.1	MA1755.1	MA1756.1	MA1757.1	MA1758.1	MA1759.1	MA1760.1	MA1761.1	MA1762.1	MA1764.1	MA1765.1	MA1766.1	MA1767.1	MA1768.1	MA1769.1	MA1770.1	MA1771.1	MA1772.1	MA1773.1	MA1774.1	MA1775.1	MA1776.1	MA1777.1	MA1778.1	MA1779.1	MA1780.1	MA1781.1	MA1783.1	MA1784.1	MA1785.1	MA1786.1	MA1787.1	MA1788.1	MA1789.1	MA1790.1	MA1791.1	MA1792.1	MA1793.1	MA1794.1	MA1795.1	MA1796.1	MA1797.1	MA1799.1	MA1800.1	MA1801.1	MA1802.1	MA1803.1	MA1804.1	MA1805.1	MA1807.1	MA1808.1	MA1809.1	MA1810.1	MA1811.1	MA1812.1	MA1813.1	MA1814.1	MA1815.1	MA1816.1	MA1817.1	MA1818.1	MA1819.1	MA1820.1	MA1821.1	MA1822.1	MA1823.1	MA1824.1	MA1825.1	MA1826.1	MA1827.1	MA1828.1	MA1829.1	MA1830.1	MA1831.1	MA1832.1	MA1833.1	MA1834.1	MA1835.1	MA2005.1	MA2006.1	MA2007.1	MA2008.1	MA2009.1	MA2010.1	MA2011.1	MA2012.1	MA2013.1	MA2014.1	MA2015.1	MA2016.1	MA2017.1	MA2018.1	MA2019.1	MA2020.1	MA2021.1	MA2022.1	MA2023.1	MA2024.1	MA2025.1	MA2026.1	MA2027.1	MA2028.1	MA2029.1	MA2030.1	MA2031.1	MA2032.1	MA2033.1	MA2034.1	MA2035.1	MA2036.1	MA2037.1	MA2038.1	MA2039.1	MA2040.1	MA2041.1	MA2042.1	MA2043.1	MA2044.1	MA2045.1	MA2046.1	MA2047.1	MA2048.1	MA2049.1	MA2050.1	MA2051.1	MA2052.1	MA2053.1
MA0001.2	0.0	6.61487e-06	0.0941077	0.97515	0.97515	0.97515	0.97515	0.97515	0.97515	1.6367e-06	0.97515	0.97515	0.97515	0.97515	0.97515	0.97515	0.97515	0.97515	0.000316374	0.97515	0.97515	0.97515	0.97515	0.97515	0.00539058	0.000160592	0.000326276	0.97515	0.000180519	0.143293	0.97515	0.97515	0.97515	0.0110769	0.97515	0.97515	0.97515	0.97515	0.97515	0.97515	0.97515	0.97515	0.97515	0.97515	0.97515	0.97515	0.97515	0.97515	0.97515	0.97515	0.97515	0.97515	0.97515	1.5562e-14	1.22596e-06	0.97515	0.97515	0.97515	0.97515	0.97515	0.97515	0.97515	0.97515	0.97515	0.97515	0.97515	0.97515	0.97515	0.97515	0.97515	0.0195408	0.97515	0.97515	0.97515	0.97515	0.97515	0.97515	0.97515	0.97515	0.97515	0.97515	0.97515	0.97515	0.97515	0.97515	0.97515	0.97515	0.97515	0.97515	0.97515	0.97515	0.97515	0.97515	0.97515	0.97515	0.97515	0.97515	0.97515	0.97515	0.97515	0.97515	0.97515	0.97515	0.97515	0.97515	0.97515	0.97515	0.97515	0.97515	0.97515	0.97515	0.52622	0.97515	0.97515	0.97515	0.97515	0.927233	0.97515	0.97515	0.97515	0.97515	0.97515	0.97515	0.97515	0.97515	0.97515	0.97515	0.97515	0.97515	0.97515	0.97515	0.97515	0.97515	0.97515	0.97515	0.97515	0.0189866	0.97515	0.97515	0.97515	0.97515	0.97515	0.97515	0.97515	0.97515	0.97515	0.581257	0.97515	0.97515	0.97515	0.97515	0.97515	0.97515	0.97515	0.97515	0.97515	0.97515	0.97515	0.97515	0.97515	0.97515	0.97515	0.97515	0.97515	0.97515	0.97515	0.97515	0.97515	0.97515	0.97515	0.97515	0.97515	0.97515	0.97515	0.97515	0.97515	0.97515	0.97515	0.97515	0.97515	0.97515	0.97515	0.97515	0.97515	0.97515	0.97515	0.97515	0.97515	0.97515	0.97515	0.97515	0.97515	0.97515	0.97515	0.97515	0.97515	0.97515	0.97515	0.97515	0.97515	0.97515	0.97515	0.97515	0.97515	0.97515	0.97515	0.97515	0.97515	0.97515	0.97515	0.97515	0.97515	0.97515	0.97515	0.97515	0.97515	0.97515	0.97515	0.97515	0.97515	0.97515	0.97515	0.97515	0.97515	0.97515	0.97515	0.97515	0.97515	0.97515	0.97515	0.97515	0.97515	0.97515	0.97515	0.97515	0.97515	0.97515	0.97515	0.97515	0.97515	0.97515	0.77421	0.97515	0.97515	0.97515	0.97515	0.97515	0.97515	0.97515	0.97515	0.97515	0.97515	0.97515	0.97515	0.97515	0.97515	0.97515	0.959335	0.97515	0.97515	0.97515	0.00978926	0.97515	0.97515	0.000276371	0.00123793	0.00141485	0.97515	0.97515	0.97515	0.97515	0.152529	0.97515	0.97515	0.288489	0.0670527	0.97515	0.97515	0.97515	0.97515	0.97515	0.97515	0.97515	0.97515	0.97515	0.97515	0.97515	0.97515	0.97515	0.97515	0.97515	0.97515	0.97515	0.97515	0.97515	0.97515	0.97515	0.97515	0.97515	0.97515	0.97515	0.97515	0.97515	0.97515	0.97515	0.97515	0.97515	0.97515	0.97515	0.97515	0.97515	0.97515	0.97515	0.97515	0.97515	0.97515	0.97515	0.97515	0.97515	0.97515	0.97515	0.97515	0.97515	0.97515	0.927233	0.97515	0.97515	0.97515	0.97515	0.97515	0.97515	0.97515	0.97515	0.97515	0.97515	0.97515	0.97515	0.2671	0.97515	0.97515	0.97515	0.97515	0.97515	0.97515	0.97515	0.97515	0.97515	0.97515	0.97515	0.97515	0.97515	0.97515	0.97515	0.97515	0.97515	0.97515	0.97515	0.97515	0.97515	0.97515	0.97515	0.97515	0.97515	0.97515	0.97515	0.97515	0.97515	0.97515	0.97515	0.97515	0.97515	0.97515	0.97515	0.97515	0.97515	0.97515	0.97515	0.97515	0.97515	0.97515	0.97515	0.97515	0.97515	0.97515	0.97515	0.97515	0.97515	0.97515	0.97515	0.97515	0.97515	0.97515	0.97515	0.97515	0.97515	0.97515	0.97515	0.97515	0.97515	0.97515	0.97515	0.97515	0.97515	0.97515	0.97515	0.97515	0.97515	0.97515	0.97515	0.97515	0.97515	0.97515	0.97515	0.97515	0.97515	0.97515	0.97515	0.97515	0.547917	0.97515	0.97515	0.97515	0.97515	0.97515	0.97515	0.97515	0.97515	0.97515	0.97515	0.97515	0.97515	0.97515	0.97515	0.97515	0.97515	0.97515	0.97515	0.97515	0.97515	0.97515	0.97515	0.97515	0.97515	0.97515	0.97515	0.97515	0.97515	0.97515	0.97515	0.97515	0.97515	0.97515	0.97515	0.97515	0.97515	0.97515	0.97515	0.97515	0.97515	0.97515	0.97515	0.97515	0.97515	0.97515	0.97515	0.97515	0.97515	0.97515	0.97515	0.97515	0.97515	0.97515	0.97515	0.97515	0.97515	0.97515	0.97515	0.97515	0.97515	0.97515	0.97515	0.97515	0.97515	0.97515	0.97515	0.97515	0.97515	0.97515	0.97515	0.97515	0.97515	0.97515	0.97515	0.97515	0.97515	0.97515	0.97515	0.97515	0.97515	0.97515	0.97515	0.97515	0.97515	0.97515	0.97515	0.97515	0.97515	0.97515	0.97515	0.97515	0.97515	0.97515	0.97515	0.97515	0.97515	0.97515	0.97515	0.97515	0.97515	0.97515	0.97515	0.97515	0.97515	0.97515	0.97515	0.97515	0.97515	0.97515	0.97515	0.97515	0.97515	0.97515	0.97515	0.97515	0.97515	0.97515	0.97515	0.97515	0.97515	0.97515	0.97515	0.97515	0.97515	0.97515	0.97515	0.97515	0.97515	0.97515	0.97515	0.97515	0.97515	0.97515	0.97515	0.97515	0.97515	0.97515	0.97515	0.97515	0.97515	0.97515	0.97515	0.97515	0.97515	0.97515	0.97515	0.97515	0.97515	0.97515	0.97515	0.97515	0.97515	0.97515	0.97515	0.97515	0.97515	0.97515	0.97515	0.97515	0.97515	0.97515	0.97515	0.97515	0.97515	0.97515	0.97515	9.73731e-05	0.97515	0.97515	0.97515	0.97515	0.97515	0.97515	0.97515	0.97515	0.97515	0.97515	0.97515	0.97515	0.97515	0.97515	0.97515	0.97515	0.97515	0.97515	0.97515	0.97515	0.97515	0.97515	0.97515	0.97515	0.97515	0.97515	0.97515	0.97515	0.97515	0.97515	0.97515	0.97515	0.97515	0.97515	0.97515	0.97515	0.97515	0.97515	0.97515	0.97515	0.97515	0.97515	0.97515	0.97515	0.97515	0.97515	0.97515	0.97515	0.97515	0.97515	0.97515	0.97515	0.97515	0.97515	0.97515	0.97515	0.97515	0.97515	0.97515	0.97515	0.97515	0.97515	0.97515	0.97515	0.97515	0.97515	0.97515	0.97515	0.97515	0.97515
MA0005.2	1.56121e-05	0.0	0.97515	0.97515	0.97515	0.97515	0.97515	0.97515	0.97515	0.00306534	0.97515	0.97515	0.97515	0.97515	0.97515	0.97515	0.97515	0.97515	1.91315e-06	0.97515	0.97515	0.97515	0.97515	0.97515	0.00858249	1.67842e-05	0.000572949	0.97515	0.000643611	0.0816712	0.97515	0.97515	0.97515	0.0249817	0.97515	0.97515	0.97515	0.97515	0.97515	0.97515	0.97515	0.97515	0.97515	0.97515	0.97515	0.97515	0.97515	0.97515	0.97515	0.97515	0.97515	0.97515	0.97515	8.00024e-08	1.32883e-14	0.97515	0.97515	0.97515	0.97515	0.97515	0.97515	0.97515	0.97515	0.97515	0.97515	0.97515	0.97515	0.97515	0.97515	0.97515	0.0458149	0.97515	0.97515	0.97515	0.97515	0.97515	0.97515	0.97515	0.97515	0.97515	0.97515	0.97515	0.97515	0.97515	0.97515	0.97515	0.97515	0.97515	0.97515	0.97515	0.97515	0.97515	0.97515	0.97515	0.97515	0.97515	0.97515	0.97515	0.97515	0.97515	0.97515	0.97515	0.97515	0.97515	0.97515	0.97515	0.97515	0.97515	0.97515	0.97515	0.97515	0.97515	0.97515	0.97515	0.97515	0.97515	0.97515	0.97515	0.97515	0.97515	0.97515	0.97515	0.97515	0.97515	0.97515	0.97515	0.97515	0.97515	0.97515	0.97515	0.97515	0.97515	0.97515	0.97515	0.97515	0.97515	0.148429	0.97515	0.97515	0.97515	0.97515	0.97515	0.97515	0.97515	0.97515	0.97515	0.97515	0.97515	0.97515	0.97515	0.97515	0.97515	0.97515	0.626824	0.97515	0.97515	0.97515	0.97515	0.97515	0.97515	0.0661272	0.97515	0.97515	0.97515	0.97515	0.306497	0.97515	0.97515	0.182208	0.97515	0.97515	0.97515	0.97515	0.97515	0.97515	0.97515	0.97515	0.97515	0.97515	0.97515	0.97515	0.97515	0.97515	0.97515	0.97515	0.97515	0.97515	0.97515	0.97515	0.97515	0.97515	0.97515	0.97515	0.97515	0.97515	0.97515	0.97515	0.97515	0.97515	0.97515	0.97515	0.97515	0.97515	0.97515	0.97515	0.97515	0.97515	0.97515	0.97515	0.97515	0.97515	0.97515	0.97515	0.97515	0.97515	0.97515	0.97515	0.97515	0.97515	0.97515	0.97515	0.97515	0.97515	0.97515	0.97515	0.97515	0.97515	0.97515	0.97515	0.97515	0.97515	0.97515	0.97515	0.97515	0.97515	0.813464	0.97515	0.97515	0.97515	0.97515	0.97515	0.97515	0.97515	0.97515	0.97515	0.97515	0.97515	0.97515	0.97515	0.97515	0.97515	0.639484	0.97515	0.97515	0.97515	0.97515	0.97515	0.97515	0.97515	0.97515	0.97515	1.4111e-05	0.97515	0.97515	1.96823e-05	4.57432e-05	1.13129e-05	0.97515	0.97515	0.97515	0.97515	0.97515	0.97515	0.97515	0.97515	0.97515	0.97515	0.97515	0.97515	0.97515	0.97515	0.97515	0.97515	0.97515	0.97515	0.927164	0.97515	0.97515	0.97515	0.97515	0.97515	0.97515	0.97515	0.97515	0.97515	0.97515	0.97515	0.97515	0.97515	0.97515	0.97515	0.97515	0.97515	0.97515	0.97515	0.97515	0.97515	0.97515	0.97515	0.97515	0.97515	0.97515	0.97515	0.97515	0.97515	0.97515	0.97515	0.97515	0.97515	0.97515	0.97515	0.97515	0.97515	0.97515	0.97515	0.97515	0.758765	0.97515	0.97515	0.97515	0.97515	0.97515	0.97515	0.97515	0.97515	0.97515	0.97515	0.442384	0.97515	0.97515	0.97515	0.97515	0.97515	0.97515	0.97515	0.223794	0.554826	0.196929	0.97515	0.97515	0.97515	0.97515	0.97515	0.97515	0.97515	0.97515	0.97515	0.97515	0.97515	0.97515	0.97515	0.97515	0.97515	0.97515	0.97515	0.97515	0.97515	0.97515	0.97515	0.97515	0.97515	0.97515	0.97515	0.97515	0.97515	0.97515	0.97515	0.97515	0.97515	0.97515	0.97515	0.97515	0.97515	0.97515	0.97515	0.97515	0.97515	0.97515	0.97515	0.97515	0.97515	0.97515	0.97515	0.97515	0.97515	0.97515	0.97515	0.97515	0.97515	0.97515	0.97515	0.97515	0.97515	0.97515	0.97515	0.97515	0.97515	0.97515	0.97515	0.97515	0.97515	0.97515	0.97515	0.97515	0.97515	0.870889	0.97515	0.97515	0.97515	0.97515	0.97515	0.97515	0.97515	0.97515	0.97515	0.97515	0.97515	0.97515	0.97515	0.97515	0.97515	0.97515	0.97515	0.97515	0.97515	0.97515	0.97515	0.97515	0.97515	0.97515	0.97515	0.97515	0.97515	0.97515	0.97515	0.97515	0.97515	0.97515	0.97515	0.97515	0.97515	0.97515	0.97515	0.97515	0.97515	0.0874252	0.97515	0.97515	0.97515	0.97515	0.97515	0.97515	0.97515	0.97515	0.97515	0.97515	0.97515	0.97515	0.97515	0.97515	0.97515	0.97515	0.97515	0.927164	0.97515	0.97515	0.97515	0.97515	0.97515	0.97515	0.97515	0.97515	0.97515	0.97515	0.97515	0.97515	0.595803	0.97515	0.97515	0.97515	0.97515	0.97515	0.97515	0.97515	0.97515	0.97515	0.97515	0.97515	0.97515	0.97515	0.97515	0.97515	0.97515	0.97515	0.97515	0.97515	0.97515	0.97515	0.97515	0.97515	0.97515	0.97515	0.97515	0.97515	0.97515	0.97515	0.97515	0.97515	0.97515	0.97515	0.97515	0.97515	0.97515	0.97515	0.97515	0.97515	0.97515	0.97515	0.97515	0.97515	0.97515	0.97515	0.97515	0.97515	0.97515	0.97515	0.97515	0.97515	0.97515	0.196929	0.97515	0.97515	0.97515	0.97515	0.161418	0.97515	0.648709	0.97515	0.97515	0.97515	0.223794	0.97515	0.626824	0.97515	0.442384	0.97515	0.97515	0.97515	0.97515	0.97515	0.97515	0.97515	0.97515	0.97515	0.97515	0.97515	0.97515	0.97515	0.97515	0.97515	0.97515	0.97515	0.97515	0.97515	0.97515	0.97515	0.97515	0.97515	0.97515	0.97515	0.97515	0.97515	0.97515	0.97515	0.97515	0.0816712	0.97515	0.97515	0.97515	0.97515	0.97515	0.97515	0.97515	0.97515	0.97515	0.97515	0.97515	0.97515	0.97515	0.97515	0.0874252	0.97515	0.97515	0.97515	0.97515	0.97515	0.97515	0.97515	0.97515	0.526145	0.97515	0.97515	0.97515	0.97515	0.97515	0.97515	0.97515	0.97515	0.97515	0.97515	0.97515	0.97515	0.97515	0.97515	0.97515	0.97515	0.97515	0.126396	0.0814239	0.97515	0.170277	0.97515	0.97515	0.97515	0.97515	0.97515	0.97515	0.97515	0.97515	0.97515	0.97515	0.97515	0.97515	0.97515	0.97515	0.97515	0.97515	0.97515	0.97515	0.97515	0.97515	0.97515	0.97515	0.97515	0.97515	0.97515
